tay,english,source,kindOf,dialect
"komaal yaba' mha, asi ta' ki sitobon ko howay na nanabakis, bayqan ta' niya' co tiniroweq ka payox.","Dad said, we want to thank the ancestors for their blessings, so that we have a lot of prey to harvest.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
masicoqi' co mosa' 'i' matas 'i' kasasanan la.,I was late for school this morning.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"mosa' co i' papatasan ga', omongi co maras co' kabang.","When I was going to school, I forgot to bring my backpack.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
ini' co aras co' ani nanowan ka' qaraqarax.,I didn't bring anything with me.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"matas co ga', maglog co ki' rawin mo mital co' rowas.","During class, I and my classmates read the textbook together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"macacpong co ga', kabaxan co na' rawin mo ko' papatiq ro' cacawam co' pinatiq.","During the exam, a classmate lent me a pen and an eraser.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"kalon co nko' papasibaq maha', ""nabowibowi 'i' tihway babaw niya' laxi ko' masicoqi lawwi la.""","The teacher told me, Wake up earlier next time and don't be late again!""""",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
Yomin ko' capaang mo na' rawin. olaqi' nko' Itaal 'i' hiya' owi.,"My good friend’s name is Yumin, and he is also an Tayal child.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
maglog cami matas cko' tinqalangan na' Tabilas.,We study together in the Tabilas tribe.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
maglog cami mong co' koss ki' nanabakis 'i' kariariax. baq cami komaal co' kai' na' Itaal.,"We often listen to the elders telling stories together, and we both can speak the Tayal proficiently.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
ibabawiq ro' kitho co. irarawq ro' mahikang 'i' Yomin.,"I am tall and overweight, while Yumin is short and thin.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"lawkah cobalay 'i' Yomin, balaiq naha' kahabag 'i' hiya'.","Yumin is very energetic, and everyone likes him a lot.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"yontonghowei nko' papatasan 'i' sawni, payox ko' papakal nko' papatasan na' macacpong.","Today was the school’s sports day, and the school organized many competitions.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"kiya ko' homoloy co' siniyog, komcacri' co' mari', mataliyom, yogi' ro' combo' co' sali'.","There were tug of war, soccer, running, dancing, and archery.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
macacpong co 'i' mataliyom.,I participated in the running competition.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"atona' mataliyom co ga', matako' co la. masiramox ko' tari' mo.","When I was running, I fell down, and my knees were bleeding.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
asikina ga' macaqrox co ro' ini co hngaw 'i' mataliyom.,But I stood up and continued running forward.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"tayhok co cko' langaag ga', maqas kahabag ko' itaal.",Everyone was happy when I reached the finish line.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"ani co ini agal co' tigiqotox ga', asikinaga maqas ci cobalay gi' naqalon mo ko' macacpong la.","Although I didn’t get first place, I’m glad because I completed the race.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
minosa' co ki' yaba' mi mitaal 'i' mama' mo co' hisa'.,"Yesterday, my father and I visited my uncle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mapangih ko' kokoy ni' mama' la.,My uncle injured his foot.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"kalon cami niya' maha', maboka' ro kiya' qotox a' kog cko' rinamowaag na' imowaag.",He told us that there was a hole in the roof of his house.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"kiya' kabalay co' rinamowaag na' imowaag 'i' hiya' ga', asi papsihowaw cko' rinamowaag na' imowaag.",He fell off the roof while repairing it.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
rason ni' yaba' ko' hi' na' kating ro pinnong. sibiq niya' 'i' mama' la.,My father brought beef and betel nuts for my uncle.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
maskakaro' co ki' mama' cko' qaqilpan. payox ko' sikaal co niya' ka' kos.,"My uncle and I chatted in the room, and he shared many stories.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"ini co pagiyay na' ga', tarahowalon co ni' mama' maha', ibabawiq ro ara'rowa' si' magbatonox la.","Before I left, my uncle praised me for growing taller and becoming more handsome.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"komaal co maha, "" atona balaiq ko' kokoy ni' mama' la ga', ma'owah 'i' maganaw 'i' imowaag mo babaw niya' owi. ""","I said, \When your foot gets better",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"cko' kaal ka' 2022, makaal ko' sebo maha', senbenceng nko' Yencomin ga' balaiq patasi nanaq co' ralo' na' Itaal.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
paqocan mi Kyosi' na' Baay ka' kiya cko' tinqalangan ka' mogomalaq ka' minosa' 'i' masina' co' patasi nanaq ko' ralo' na' Itaal cko' senbenceng cko' sebo.,"I interviewed Kyusi’ na’ Baay, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
makaal co ki' hiya' cko' a'hangiqan ka' hani. ma'osa' co mitaal 'i' hiya'.,We had arranged to visit his home this holiday for the interview.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"maskakaro' cami ka' hani ga', kaalon co niya' ko' ralo' niya' ka' minowah ino'. sipakababaq niya' kowing ko' imowag niya', tinqalangan niya'.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"paqocan mi hiya', micowa' so' ka' asiki yogon ko' ralo' so'. aqih ko' capang ka' pinatas co' conga' pisa'?",I asked him why he insisted on changing his name. Wasn’t the old registration method sufficient?,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"kaalon co niya' maha', aqih gi' pinatiq nko' To'iya' ga', ini baqi nababalaiq 'i' papkital co' coqoliq ko' ralo' niya', pakaal co' bowinah ko' coqoliq na' maha', ""Kyosiyenseng"". kahi payox ko' somsasiyaq ka' kai'.","He told me that using Chinese characters could not accurately convey his name, and others would still call him \Ku Xian Sheng",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"komaal 'i' Kyosi' na' Baay maha', ""yani cobalay ko' ralo' ta' ka' pinatiq nko' Yencomin. ralo' mo ga' yani ko' ralo' na' Itaal niyam, qotox co' imowaag niyam, senben niyam, wana' ara'rowa' payox ko' itaal ka' mosa' 'i' komiyom cko' ralo' naha' nanaq.""","Kyusi’ na’ Baay said, \The names written in indigenous languages are our true names. My name represents our ethnic group",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
minosa' co ki' yaki' somko' co' qaraxqarax i' ma'a'otoan co' qaraxqarax co' hisa'. rason ni' yaki' ko' pinomowa' niya' nanaq ka' paroxaw. kabalay owi co' naniqon na' Yencomin.,"Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
balaiq na' itaal kahabag ko' saskoan co' qaraxqarax ni' yaki'. payox ko' itaal mabaynay co' laciyaw ro rawhing. payox ko' itaal mowah 'i' maniq co' tinahok niya'.,"Everyone loved my grandmother’s stall. Many people bought the chilis and African eggplants, and many people came to taste the dishes she cooked.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"balaiq cobalay ko' tinahok niya' ka' mala' ro papah. kiya' na owi ko' sitahok na' maqaw ka' hi' na' bawak. kinsawkan ga', payox ko' itaal mowah 'i' mitaal. payox ko' itaal ka' mowah 'i' matibalong cko' saskoan co' qaraxqarax.","The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"tomahok co' naniqon 'i' yaki' ga', kiya' co bih niya' homoloy co' itaal. kiya' kowing cko' bih homowag maha', ""pinomowa' nanaq ko' paroxaw, okas a' iyo' ro nabowibowi 'i' owah 'i' mabanay ke. ""","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"ini ka'ingasog ro binason kahabag ko' paroxaw niyam. komaal 'i' yaki' maha', ""olong iso' ko' romag.""","Our goods sold out quickly, and my grandmother said, \It’s all thanks to your help.\""""",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
"tiko waw ka hani ga', baqon mo ko' pinkibaqan na' pinomowa' ro naniqon na' Yencomin ro kinma'bok ko' somko' co' qaraxqarax na' waw.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
talan mo 'i' yaki' mo ka' balaiq niya' cobalay ko' naniqon co' conga. yani ko' sikasalaw mo ga'.,"Seeing my grandmother’s passion for traditional food, I feel very proud and honored.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/Wenshui_Atayal.xml,standard,Wenshui
pito tmocing saniq tehoq co pqwasan biro.,I arrived at school at seven today.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"tgaring ta tqbaq biro la, miyok cka sesiy, kmayan hancyo, ""toliq! tmatok tonox!""","It’s time for class , the teacher walked into the classroom, and the monitor said: “Stand up! Salute!”",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mlawa cami maha: ""sesiy lokah.""","We said loudly, “Hi, teacher.”",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"tqbaq cami mqwas biro ga, sbaqan cami nya ke lmpox na Tayal.","In class, the teacher taught us the Tayal language of numbers.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"glox cami sesiy lmpox ro, mqwas cami qwas na lmpox.","We followed the teacher to read, we sang the number song.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
piyox wayal mo tbaqan ke na tayal la.,I have learned many Tayal languages.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mosa co pqwasan biro krryax, tqbaq co ke tayal krryax, skayan ro pponong ni yaya mo.","I go to school every day, I learn the Tayal language every day, and I want to tell my mother.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
lalo mo ga Maray.,My name is Maray.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
lalo yaba mo ga Yosi.,My dad’s name is Yosi.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
lalo yaya mo ga Miyo.,My mother’s name is Miyo.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
mpox kawas mo la.,I am 10 years old.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"maki qotox qbsoyal mo mlikoy, Hayon lalo nya, mpox qotox kawas nya la.","I have a brother, his name is Hayun, he is 11 years old.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
msqon cami mqwas qotox pqwasan biro.,We study in the same school.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
smoya cami calay mqwas qwas.,Both my brother and I like to sing.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"smoya co lmngyaq, ryax hngawan lga, msqon cami mosa lmngyaq qabax moyax myan.","I like swimming. During the holidays, our whole family go swimming together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"piyox qnbaq mo qayos na rangi, msqon cami mqwas qwas ro lmngyaq.","I love meeting new people, we can sing and swim together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
kingan ga laqi na Tayal.,I am an Tayal child.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
cyan maki Skikon moyax myan.,Our family lives in Skikun.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
magan qabax he moyax myan.,There are five people in our family.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
tyogan mcwhi qabax moyax myan.,There are three brothers and sisters in our family.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
msqon co yaba yaya qbsoyal mlikoy ro qbsoyal kneril maki moyax.,"I live with my father, mother, brother and sister.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"hlawax calay yaba mo, cyan alan knsat hiya.",My father is tall and he is a policeman.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"hekang calay yaya mo, cyan alan ising hiya.",My mother is thin and my mom is a doctor.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
baq cami kmayan ke Tayal ki yaba mo maki cqa moyax.,My father speaks the ethnic language with us at home.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
hngawan cqa ryax 'bagan ga mosa cami qalang.,We will all go back to the tribe during the summer vacation.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
msqon cami kimyap qtango ki qbsoyal mlikoy ro kneril.,My brothers and sisters and I will catch frogs together.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
siyan mo calay he moyax myan qani.,I like our family very much.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
msqon co mosa mcisan tanox ki yaya mo.,I went out with my mother today.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mtasiq ro blaq kayal nya saniq coni, ini klto ini kilox kayal nya, sqblaq calay qsliq behoy qani.","The sky is blue during the day, the weather is neither cold nor hot, and the wind is cool.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mtama cami roq ro maniq cami menpaw, lhol calay he sbo' cami nya wagi qani.","We ate bread on the grass, the sun was shining on us, and it was very warm.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"babaw knryax lga, mtalah qa kayal la.","In the afternoon, the sky turned red.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"tbaqan mo yaya mo, cwa baq mtalah qa kayal qani.",I asked my mother why the sky is red.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"kmayan yaya maha, pbehoy hayi lay.","Mom said, maybe the typhoon is coming.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"oka yolong nya gbiyan qani ro, mhtox qa knitoh nya la.","There were no clouds in the sky at night, and the stars came out.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
mosa cami moyax oyi la.,We were going home too.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"maki cami cka ryaniq ga, psina co knalo ro pzimo co knitoh qani.","On the way home, I made a wish with the stars,",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"akya ini owah qa behoy qani, smoya co calay mosa mcisan tanox loyi.","I hope the typhoon doesn't come, I still want to go out to play again.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"cyan maki biyh moyax myan qa pqawasn biro, khangi co mosa pqawasn biro ro, khangi co mwah moyax oyi.","My school is next to our house, I walk to school every day, and I also walk home.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"ini ktyaba ciyan pqawasn myan biro qani, ini kpiyox seto ro, mqbaq cami qabax.","Our school is not big, there are not many students, everyone knows each other.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"msli cami cqa kki'an na csalan ro, msqon cami cisan boro, mkkayan cami oyi.","All the children will gather in the playground, play ball and chat together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"baq msqon mcisan cami qa sesiy, giwan qotox moyax qa pqwasan biro qani.","The teachers also play with us, the school is one big family.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"cmapoh cami krryax ro, bleqon myan mcmapoh qa kki'an myan pqwasan qani.","We have to clean every day, and everyone has to clean the classroom.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mcmon tobon kroma cqoliq ro, mcmapoh kroma cqoliq.","Some people clean the windows, some sweep the floor.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"cpohan myan qabax lingay na pqwasan biro, mboyox ro mkrax cami, mlabo calay pqwasan biro krryax.","We will also clean every corner of the school. Everyone works together, and the school is very clean every day.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"chesa ga, mnwah co mkan yotas cqa qalang.","Yesterday, I went to visit my grandpa in the tribe.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"bsyaq cami calay ini pktayox la, llongon mo calay hiya.",We haven’t seen each other for a long time and I miss him a lot.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"ktalan co nya yotas mo lga, pniqan co nya sikwa ro, pbxan co nya ocya.","As soon as grandpa saw me, he invited me to eat watermelon and drink tea.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"lbing calay sikwa mnoya ni yotas mo, blaq calay nniqon.",The watermelon grown by grandpa is very sweet and really delicious.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"siyan mo calay ocya na yotas mo, balaq calay boxn.","I also like grandpa’s tea, it’s tasted good too.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"qlyan lga, msqon co phayoy knryax ki yaki mo.","At noon, I cooked lunch with my grandma.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"piyox calay pnhapoy knryax ni yaki mo, maki qolih, ngta, qabang ro knghi.","Grandma cooked a big lunch, including fish, chicken, pumpkin, and snails.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mnaniq cami knryax lga, mosa cami hmikot ramat cqa qmayah la.","After lunch, we went to the vegetable garden to pick vegetables.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"piyox calay ngahi cehoy ro qenox mniq co ni yaki mo, aray moyax son co nya.","Grandma brought me a lot of sweet potatoes, taro and buckwheat, and asked me to take them home.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"msgagay cami ki yotas ro yaki, kyalon mo mwah co babaw nya loyi.",I said goodbye to them and said I’d see them next time.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"naray cami nya kki'an qbsinox qa sesiy ro, pbkox cami mna laso blihon tbes kipo qani.","Today the teacher took us to the zoo, and we lined up at the gate to buy tickets.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"miyok cami cqa kki'an qbsinox qani lga, kyalon cami nya sesiy maha:""llaso ga kki'an ni qbhniq, mehong hiya ga kki'an ni maqo, ktayox kya cimo nanaq la.""","After entering the zoo, the teacher said, There are birds in the front and snakes in the back",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mngongo co maqo hiya, mica ini co soya ktayox kki'an na maqo.","I'm afraid of snakes, so I don't look at snakes.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"piyox wal mo ktalan qa qbhniq qani, mlaka cqa babaw na qhoniq, wal mo ktalan cyan m'abi cqa bling qhoniq qa lqom oyi.",I saw a lot of birds flying around in the trees and saw owls sleeping in tree hollows.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"maki zow ro rme ro ngarox cqa kki'an qbsinox qani, iyat mo kintalan na qabax qbsinox qani, wal mo ktalan lga, mqas co calay.","There are elephants, horses and tigers in the zoo. I have never seen these animals before. I was really happy to see them today.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"piyox wayal mo psingan qa siyasin qani, pktalon mo yaba ro yaya mo.",I took a lot of pictures and showed them to my parents.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"babaw nya lga, rayon mo ktayox yaba ro yaya mo.",Next time I will come with my parents.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"hngawan ryax qani ga, msqon co qbsoyal mo kneril mosa mkan mama myan cqa Tayto.","This holiday, my sister and I went to Taitung to visit my uncle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"mglox cami kisya ro, kahol cami Bnka mosa Tayto.",We took the train from Taipei to Taitung.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"tehoq cami Tayto lga, qmet toroy qa mama ro, halan cami nya lmwah cqa eki.","When we arrived in Taitung, my uncle drove to the station to pick us up.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"ini thiyaq ciyan eki ro moyax ni mama mo, ini cami kinga tehok moyax nya.","The station is not far from my uncle’s house, and it’s just a short drive away.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"bih moyax ni mama mo ga, maki hlabang na kki'an knyatan ro, msqon cami qmet zitensya mosa kya.","There is a big ranch near my uncle’s house, and we rode bicycles to the ranch together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"maki cami kya ga, rayon cami nya sm'an mit ro rme qa mama.","In the ranch, my uncle took us to feed the sheep and ride horses.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"gbyan lga, msqon cami mosa maniq cqa maci.","In the evening, we went to the city to have dinner together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"piyox qa toroy na maci qani, mica qa qmet cami otobay mosa kya.","There are a lot of cars in the city, so we go there by motorcycle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"owah myan moyax lga, wal qriqon cqoliq qa ototbay nya la, si cami glox baso mwah moyax la.","When we were about to leave, we found that the motorcycle had been stolen, so we had to leave by bus.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
"tehok cami cqa Bnka lga, ini myan kbaki maha, kona wal lon otobay ni mama mo la!","Now that we are back in Taipei, I don’t know if my uncle’s motorcycle has been found.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons
