szy,chinese,source,kindOf,dialect,row_type,split
o kilang koyza.,那是樹。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o papah koyza.,那是葉子。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o tobah koyza.,那是地瓜。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o tipos koyza.,那是稻子。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
o kobkob koyza.,那是玉米。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o paza' koyza.,那是香蕉。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o kama koyza.,那是橘子。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o tebos koyza,那是甘蔗。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o sapisolit koyza.,那是筆。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
o codad koyza.,那是書。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o sasipo koyza.,那是橡皮擦。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o takal koyza.,那是桌子。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o elon koyza.,那是椅子。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o kalisiw koyza.,那是錢。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o zikoc koyza.,那是衣服。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o kawswa koyza.,那是雨傘。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o telay koyza,那是電話。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o mali koyza.,那是球。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko ongay iso saw?,你的猴子在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
i cowa ko nani' iso saw?,你的貓在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
i cowa ko edo' iso saw?,你的老鼠在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ci bai iso saw?,我祖母在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ci ina iso saw?,我媽媽在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
i cowa ci kakana iso saw?,我姊姊在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa kiza tatayna saw?,那個女人在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa kiza misaydan saw?,那個醫生在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa kiza saydan saw?,那個老師在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko zikoc niyam saw?,我們的衣服在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko kalisiw niyam saw?,我們的錢在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko kawswa no niyam saw?,我們的雨傘在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko loma' niza saw?,她的家在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko cacodadan niza saw?,她的學校在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko sabana niza saw?,她的妹妹在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
i cowa ko katalalan no mako saw?,我的牛在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko sizi no mako saw?,我的羊在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
i cowa ko paboy ako saw?,我的豬在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko takal noheni saw?,他們的桌子在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko elon noheni saw?,他們的椅子在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko telay noheni saw?,他們的電話在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko balo iso saw?,你的花在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko tobah no miso saw?,你的地瓜在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko kobkob no miso saw?,你的玉米在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko paza' namo saw?,你們的香蕉在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i cowa ko kama namo saw?,你們的橘子在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko tebos namo saw?,你們的甘蔗在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko loma' no niza saw?,她的家在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
i cowa ko cacodadan no niza saw?,她的學校在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
i cowa ko mali no niza saw?,她的球在哪裡?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko cacay a waco ako.,我有一隻狗。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko cacay a nani' ako.,我有一隻貓。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko cacay a ayam ako,我有一隻鳥。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko codad noheni.,他們有書。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko sapisolit noheni.,他們有鉛筆。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko sasipo noheni.,他們有橡皮擦。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko tobah iso haw?,你有地瓜嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko kobkob iso haw?,你有玉米嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko tipos iso haw?,你有稻子嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sikalisiw kami.,我們有錢。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
sizikoc kami.,我們有衣服。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
sikawswa kami,我們有雨傘。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
izaw ko kakana niza.,她有姊姊。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
izaw ko saba niza.,她有弟弟。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
izaw ko cabay niza.,她有朋友。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko sizi iso saw?,你有幾隻羊?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko tolakok iso saw?,你有幾隻雞?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko boting iso saw?,你有幾隻魚?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko takal niza saw?,他有幾張桌子?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko elon niza saw?,他有幾張椅子?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
pina ko codad niza saw?,他有幾本書?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko tobah nina wawa?,這個小孩有幾個地瓜?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko kama nina wawa?,這個小孩有幾個橘子?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko paza' nina wawa?,這個小孩有幾根香蕉?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
pina ko loma' niza tatayna saw?,那個女人有幾個房子?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko kawswa niza tatayna saw?,那個女人有幾把雨傘?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko zikoc niza tatayna saw?,那個女人有幾件衣服?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
pina ko mihcaan iso?,你幾歲?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko mihcaan no kaka iso?,你哥哥幾歲?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pina ko mihcaan no sabana iso?,你妹妹幾歲?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o boyo' koyza.,那是山。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
o loma' koyza,那是房子。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o cacodadan koyza,那是學校。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o cilal koyza.,那是太陽。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o bolad koyza.,那是月亮。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o bonac koyza.,那是星星。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o ladem koyza.,那是雲。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
o bihkac ni edek koyza.,那是彩虹。,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
bangcal ko bonac.,星星很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
bangcal ko bihkac ni Edek!,彩虹很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
bangcal ko bolad.,月亮很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sibolad to haw?,月亮出來了嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sibonacto haw?,星星出來了嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sicilalto haw?,太陽出來了嗎?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
bangcal azihen ko bihkac ni Edek.,彩虹看起來很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
bangcal azihen ko bolad,月亮看起來很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
bangcal azihen ko cilal!,太陽看起來很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
kapah ko demiad ayza.,今天是好天氣!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
bangcal ko bihkac ni Edek.,彩虹很美麗!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o tobah koyza haw?hang, o tobah koyza.","那是地瓜嗎?是/對,那是地瓜。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"o paza' koyza haw?caay, o kobkob koyza.","那是香蕉嗎?不,那是玉米。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o micodaday kiso haw?hang, o micodaday kako.","你是學生嗎?是/對,我是學生。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"o saydan ciniza haw?caay, o misaydan ciniza.","他是老師嗎?不,他是醫生。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o saydan iso ciniza haw?hang, o saydan ako ciniza.","他是你的老師嗎?是/對,他是我的老師。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o saydan iso ciniza haw?caay, o ina ako ciniza.","她是你的老師嗎?不,她是我的媽媽。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o lomeniay ko nani' iso haw?hang, o lomeniay ko nani' ako.","你的貓是黑色的嗎?是/對,我的貓是黑色的。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o somanahay ko zikoc niza haw?caay, o sanglacay ko zikoc niza.","她的衣服是紅色的嗎?不,她的衣服是白色的。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"baeket kina takal haw?hang, baeket kina takal.","這張桌子很重嗎?是/對,這張桌子很重。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"baeket kiza elon haw?caay, ahemaw kiza elon.","那張椅子很重嗎?不,那張椅子很輕。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"talakaw ci ama iso haw?hang, talakaw ci ama ako.","你爸爸很高嗎?是/對,我爸爸很高。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"talakaw ci ina iso haw?caay, mapolet ci ina ako.","你媽媽很高嗎?不,我媽媽很矮。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tanayo' ko bokes niza haw?hang, tanayo' ko bokes niza.","她的頭髮很長嗎?是/對,她的頭髮很長。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tanayo' ko bokes niza haw?caay, apoyo' ko bokes niza.","你的頭髮很長嗎?不,我的頭髮很短。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"sikawaw kiza tademaw haw?hang, sikawaw ciniza.","那個人很勤勞嗎?是/對,他很勤勞。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sikawaw ciniza haw?caay, makasic ciniza.","那個人很勤勞嗎?不,他很懶惰。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"siwawa ciniza haw?hang, siwawa ciniza.","他有孩子嗎?是/對,他有孩子。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"siwaco kiso haw?hang,cacay ko waco ako.","你有狗嗎?是/對,我有一隻狗。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"cacay ko sabana iso haw?hang, cacay ko sabana ako.","你有一個妹妹嗎?是/對,我有一個妹妹。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"cacay ko sabana iso haw?caay, tatosa ko sabana ako.","你有一個妹妹嗎?不,我有二個妹妹。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"bangcal ko bihkac ni Edek haw?hang, bangcal ko bihkac ni Edek.","彩虹好看嗎?是/對,彩虹非常好看。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tabaki kya loma' haw?hang, tabaki kya loma'","那間房子很大嗎?是/對,那間房子很大。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tabaki kya loma' haw?caay, adidi kya loma'.","那間房子很大嗎?不,那間房子很小。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kapah ko demiad ayza haw?hang, kapah ko demiad ayza.","今天天氣好嗎?是/對,今天天氣很好。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"miazih to tilivi koheni to demidemiad haw?hang, miazih to tilivi koheni to demidemiad.","他們天天看電視嗎?是/對,他們天天看電視。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"miazih kiso to tilivi to demidemiad haw?caay, micodad kako to demidemiad.","你天天看電視嗎?不,我天天讀書。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mabi' ko sabana iso haw?hang, mabi' ciniza.","你妹妹在睡覺嗎?是/對,她在睡覺。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mabalakas kiza adiwawa haw?hang, mabalakas kiza adiwawa.","那些孩子在玩耍嗎?是/對,那些孩子在玩耍。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"maodadto, sikawswato kiso haw?hang, sikawswato kako.","下雨了!你帶著雨傘嗎?是/對,我帶著雨傘。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"maodad haw?hang, maodad.","在下雨嗎?是/對,正在下雨。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"maodad haw?caay, macilalto.","在下雨嗎?不,太陽出來了!",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sawsawni mizizaw kiso ci bakian iso haw?hang, sawsawni mizizaw kako ci bakian ako.","你們常常去探望祖父嗎?是/對,我們常常去探望祖父。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"manamoh mikolit kiza wawa haw?hang, manamoh mikolit kiza wawa.","那個孩子喜歡畫圖嗎?是/對,他很喜歡畫圖。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"manamoh micodad kiso haw?hang, manamoh micodad kako.","你喜歡讀書嗎?是/對,我很喜歡讀書。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matineng modadiw kiza adiwawa haw?hang, matineng modadiw koheni.","那些孩子會唱歌嗎?會/對,他們很會唱歌。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matineng mibaca' kiso haw?hang, matineng mibaca' kako.","你會洗衣服嗎?會/對,我會洗衣服。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tayza midang i cacodadan kamo haw?hang,a tayza midang i cacodadan kami.","你們正要去學校玩耍嗎?是/對,我們正要去學校玩耍。",Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"na tizengabaonga, mahicato saydan.",起立!敬禮! 老師好!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
mahicato?enenga.,同學好 坐下!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
amana kaotang.,別遲到!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
amana palawpes.,別浪費!,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan ni ama iso saw?,你爸爸叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
cima ko ngangan ni baki iso saw?,你爺爺叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan no saydan iso saw?,你老師叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan ni kakana niza?,他姊姊叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
cima ko ngangan ni bai niza?,他祖母叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan ni ina niza?,他媽媽叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan niza misaydan saw?,那個醫生叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan niza saydan saw?,那個老師叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan niza micodaday saw?,那個學生叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan niza tatayna saw?,那個女人叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
cima ko ngangan niza tatama saw?,那個男人叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima ko ngangan niza babalaki saw?,那個老人叫甚麼名字?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima kiza babalaki?,那個老人是誰?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima kiza tatama?,那個男人是誰?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cima kiza wawa?,那個小孩是誰?,Formosan-ePark/Final_XML/ep3_句型篇國中/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
