tay,english,source,kindOf,dialect,row_type,split
piya' tintin ko bato' ka babinason so'?,How many pounds of eggs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
pabaynay ci co osayng tintin.,I want to buy two catties.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pabaynay ci co osayng bhol a nigi'.,I want to buy two onions.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"togal co bhol nanak ko kiya la, biyanay mi so' kahabaag la.","There are three left, you can have them all!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
piya' pila' ko qotox cabo' ka bowax kahani?,How much is this bag of rice?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
osayng kabhol qotox cabo'.,$200 for a pack.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"maposal co qown pila' kahabaag, hanoan i maposal pila' la.","The total is $21, just count $20.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
mahoway so'!,Thank you!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
mamaqiso' kinamlapgan co imagal pila' kahabaag i roni.,Here's $95.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"towangay mo tikay lawwiy, siqonaw ta' co kabhol pila'.","I'll buy some more, and make up 100 yuan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
imagal kabhol magalpow pila' kahabaag.,All $510.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
asi mo bayqiy co imagal kabhol pila' qow?,"Count me in for $500, okay?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"mamati' coqaang ko hani la, pakbalayq i mahnok tikay qow?","It's too expensive, can you make it cheaper?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
aqeh yo! anaga mahnok cobalay ko hani lga.,"No, this is already very cheap.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
alaw mo ko pingkan kahani.,I want this bag of cookies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pakbalayq ci kabawx co pila' ki iso' qow?,Can I borrow money from you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"balayq ga, kitowa' aalon so'?",Yes! How much do you need?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"omongi' ci maras co pila' la, pakbalayq ci kabawx co pila' ki iso'qow?","I forgot to bring money, can I borrow money from you?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
ini' co aras co pila' wala!,I don't have any money either!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"omongi' ci maras co pila' la, pakbalayq ci kabawx co pila' ki iso' qow?","I forgot to bring money, can I borrow money from you?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"iys, ini' so' pasayogiy kowing na' ko kinabaxan ka pila' cko yani.","No, you haven't paid me back the money you borrowed last time.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pakbalayq mo kabaxan ko sitowing so' qow?,Can I borrow your clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, agal nanak.","Well, you take it yourself.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pakbalayq mi kabaxan ko rowas so' qow?,Can I borrow your book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
sipakabawx mi Yoraw la.,I lent it to Yuraw.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kabaxay ta' ko tamayray so' qow?,"Can I borrow your bicycle, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, asikinaga sato' lawwiy i casan ke!","Okay, but you have to give it back to me tomorrow.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"qomowalax la, ini' co aras co hawsowa, kabaxay ta' co hawsowa han qow?","It's raining, I don't have an umbrella, can you lend me your umbrella?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"qotox nanak ko hawswa mo, taomokay ta' kawsa'.","I only have an umbrella, let's stick together!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"yani ko pinkabawx si kowing coko yani ko rowas kahani, biqanay mi iso' la.","This is the book you borrowed from me last time, I give it back to you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"nanowan ko rowas ka tatalon so' na', kalani kowing.",You can tell me what else you want to read.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papsayogan mi so' kanowan co pila'?,When do I have to pay you back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"hanoan, kiya a pila' so' lga kaal la.","It doesn't matter, you can talk about it when you have money.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papsayogan si kanowan ko pila mo?,When are you going to pay me back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
pasayogay mi so' i casan.,I'll return it to you tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papsayogan si kanowan ko rowas mo?,When are you going to return my book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
aqow mi so' sipasayo cohisa' la!,Didn't I return it to you yesterday?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pinkabawx so' ni Yokeq ko papateq ka haniy qow?,Did Yukeh lend you this pen?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, kinabaxan mo ki hiya' sawni'.","Yes, I borrowed it from him today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kinabaxan so' ki Yokeh ko papateq ka hani qow?,Did you borrow this pen from Yukeh?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"iqaat, binaynay ni yaya' ko hani.","No, this is what mom bought.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"okas a timo' la, osa' kabawx co timo' ki Yoma'.","We're out of salt, go borrow some from Yuma'.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, halay ci kabawx.","Okay, I'll borrow it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
osa' komaal Tiwas maha pasayogi ko pila mo.,Go and ask Tiwas to return my money.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
piya' pila' ko kosa' niya' ki iso'?,How much does she owe you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
maosa' si ino'?,Where are you going?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
maosa' ci paparoxaw momowa' co paroxaw.,I'm going to plant vegetables in the garden.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko waw so'?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"somiliyat ci co ki'man ka kehma coqaang, papqosiyaan mi kisa'.","There's too much grass, I'm cutting it, I'll have to water it later.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papa'owah ko sasiliyat kikow kawso' han qow?,"Will you get my scythes and hoes, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
sokoon si ino'?,Where did you put it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kiya cko beeh na kakalo'.,Put it next to the plow rake.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
tinabol si la qow?,Did you turn over the soil?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"yani mo na' tinabol, gagahapan mi kisa'.","I just turned over the soil, and so on to sow seeds.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
pakbalayq i hibagon ko pinomowa' so' ka paroxaw la qow?,Are your vegetables ready to be harvested?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"balayq hibagon la ko tamana' ka hani, tikow sina' tigi haca ga aqeh kikon na'.","The cabbage here is ready to be harvested, but the Showa grass there is not yet ready to be harvested.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
apaaw! kinapayox kinayi' so' ka bonga'.,Wow! You dug up so many gourds.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
anlo'ani ci somirhow i tawbow han qow?,Will you collect it for me?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko waw mamo?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kiya cami omayng co qoleh.,We're releasing fishing nets to catch fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
payox qoleh i roni qow?,Are there many fish here?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
makasion ca wawwaw' a qinleh la.,The fish basket has been full of fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
homicowa' si qomleq kariariax?,How do you usually catch fish?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
boon mo na tipanaq.,I shoot fish with a spear.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
baaq si combo' na bohinow co qboqbox qow?,Do you know how to hunt with a bow and arrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"alon mo na talnga', takikol, wahiy... ko qboqbox, mahanano' ga maras ci co xowil ro patos i qomalowaap.","I usually catch my prey with a trap, but occasionally I hunt with a gun and a dog.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
toqiy na bawwak ko hani.,This is the road the boar took.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
micowa' so' ka baqon?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"ra'ro' na bawwak ko hani, kahi' toqiy na bawwak san ko hani.","These are the footprints of the boar, so this is the path the boar took.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
"nabowiybowiy mosa' gomawwag ko wahiy ta', asiga tiroweq la.","Go and see our trap, for it seems that we have caught our prey.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
micowa' so' ka baqon pisa?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"sawkan na xowil la, nabobowisay ti gomlow.",The dog seems to have smelled it. Let's follow them.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
nanowan ko kiya si kabalayon?,What are you working on?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"rangay ko hani, a'pox co qawlit.","This is a stone trap, used to catch rats.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko sokoon so' ka haca?,What is that thing you put there?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"wahi ko haca, tatiroweq niyam co para'.","It was a leg-rigged rope trap, and we used it to catch Shankiang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"mahoway cobalay ko Utox na nanabakis, payox cobalay ko qboqbox ka inagal niyam sawni'.","Thanks to the blessing of our ancestors, we had a great harvest today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
owal wala! rasaw ti tinqalangan manbabalayq i qomaso maneq.,Yeah! Let's take it back to the tribe and share it!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
pasibaqay cimo ni papsibaq kisa' co hacowalon komaal na kayi' na Mato'owal ko qaqasino.,I will teach everyone all kinds of animals in Matuuwal language today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
pasibaqay cimo ni papsibaq kisa' co nanowan san na Mato'owal ko oqooqo'.,I will teach everyone all kinds of fruits in Matuuwal language today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
laxi ko tomobon.,Don't sleep.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
laxi ko sangaqowaq.,Don't talk.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
laxi ko maneq co nananiqon.,Don't eat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
agal ko rowas so'.,Take out your textbook.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
agal ko papatas so'.,Take out your pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
papa'owah ko pinatas so'.,Take out your homework.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
sirho ko rowas.,Put your textbook away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
sirho ko papatas,Put your pen away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
sirho ko naniqon.,Put your food away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
sirho ko papganawon.,Put your toy away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' papatas ko hani?,Whose pen is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
yani ko ikowing.,It's mine.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' rowas ko hani?,Whose textbook is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
yani ko Lawsing.,It's Lawsing's.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
ima' papawng co pinatas ko hani?,Whose eraser is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ini' mo baqi.,I don't know.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
siyato' ni Tayax ko haca qo?,Is that Tayax's clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"iqaat, ciyak ni Maya' ko hani.","No, this is Maya's coat.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"papsibaq, ini' kowing aras co rowas.","Teacher, I didn't bring my textbook.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
paglo mitaal kinko tagi kiyl so'.,Share the book with your classmate next to you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
mapoho ko papatas mo la.,My pencil is broken.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kabawx ki baays so' matas.,Borrow it from your classmate.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nano' patasi na papatas la!,Write with a ball pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
magaang ko papawng co pinatas mo la.,My eraser is missing.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kabaxanay mo iso' ko papawng co pinatas mo.,I will lend you my eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"paalax ta' matas la, panabaq i raan mosa' imo.","It is the end of the class, be careful on your way home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"owal, mahoway so'! papsibaq.","Got it, thank you teacher.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"paalax ta' matas la, mapapogagayay ta' kahabaag!","The class is over, goodbye everyone.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
mapogagayay ta' la papsibaq!,Goodbye teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
lawkah ta' kahabaag! ralo' mo ga Boyong.,"Hello everyone, my name is Buyung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
lawkah ta' kahabaag! ralo' mo ga Takon.,"Hello everyone, my name is Takun.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"Takon, lawkah so'!","Hello, Takun.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
lawkah so'! ikowing ga Boyong.,"Hello, I am Buyung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
Boyong lawkah so'! ikowing ga Ingaw.,"Hello, Buyung, I am Ingaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
lawkah so'! ikowing ga Takon.,"Hello, I am Takun.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
Takon lawkah so'! ikowing ga Ingaw.,"Hello, Takun, I am Ingaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"ikowing ga yaya' ni Iban, ikowing ga Tawyo'.","I am Iban's mom, Tawyu.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
"ikowing ga sowayi' na kanayril ni Iban, ralo' mo ga Ali'.",I am Kaynu's sister. My name is Ali'.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"hiya' ga sinsi' mo, ralo' niya' ga Hayong.","He is my teacher, Hayung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' ko itaal ka haca?,Who is that person?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"hiya' ga qomisowan mo na mamaliko, ralo' niya' ga Qomaw.","He is my brother, Qumaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
hiya' ga Boyong qo?,Is he Buyung?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal, hiya' ga Boyong.","Yes, he is Buyung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
iso' ga Boyong qo?,Are you Buyung?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"iqaat, ikowing ga Ingaw.","No, I am Ingaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' ko Boyong?,Who is Buyung?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ikowing ko Boyong.,I am Buyung.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' ko Ingaw?,Who is Ingaw?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
Ingaw ga rawin mo.,Ingaw is my friend.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko ralo' ni qomisowan na kanayril so'?,What is your elder sister's name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ralo' ni qomisowan na kanayril mo ga Amoy.,My elder sister's name is Amuy.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
nanowan ko ralo' ni sowayi' na kanayril so'?,What is your younger sister's name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ralo' ni sowayi' na kanayril mo ga Tapas.,My younger sister's name is Tapas.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,validate
baqon so' ko ralo' niya' qo?,Do you know his name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
ralo' niya' ga Boyong.,He is called Buyung.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
piya' kaal ni qomisowan na mamaliko so' kaal ka hani la?,How old is your elder brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
magalpo co imagal kaal niya' ka hani la.,He is fifteen years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
piya' kaal ni sowayi' na mamaliko so' kaal ka hani la?,How old is your younger brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
imagal kaal niya' ka hani la.,He is five years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kiya papatasan i tinqalangan mamo qo?,Do you have schools in your community?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
kiya so' matas i papatasan na tinqalangan qo?,Do you study in your tribe's school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
"owal ga, asi cami ga qotox co imo i matas papatasan.","Yes, we are like family while we are studying at school.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,test
ima' ko mamaliko ka haca?,Who is that man?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
ima' ko kanayril ka haca?,Who is that woman?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Wenshui_Atayal.xml,standard,Wenshui,sentence,train
