dru,english,source,kindOf,dialect,row_type,split
"iya'e, nao 'ailridhe omiyalraidhe men, la kahimoholrao omece paiso.","Yes, I was supposed to return to him today, but I forgot to bring the money.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
la kala'omanadha lo 'oilri'o?,"Then, when will you return the money?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'ailrilraidhe lo 'idhanga.,I will return to him tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"iya'e, lamo paato'olraidhe vaaho.","Okay, I will tell vaaho for you.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"a'ata'atange toha'akine apoto totangetange polra, tikohai to'ahakine kelrece polra, nitopodhaolae.",It is correct to catch mice through rangay and catch bamboo partridges through qjiulang.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"kapi'anineana, paolilrao tapapi'ae! alakali kilaaka poolra.",No wonder! I am mistaken and that's why I cannot catch any of them.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
la nao 'aelraangimiya'e pato'o ta kadho'a tapapi'ae tokoho.,Then I will teach you how to set up these two traps.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
iya'e! 'inkoolarli! pi'ali ana lamo dholrongalrao malra alopae lo vilrilaenga.,Great! I will be able to catch the prey in the future.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"ooma 'olrao 'oasangedha'a, moa ta'ekelae malra takilrongo, taoa ooma.",The grass in the fields is too tall. Go to the warehouse to take the sickle and let's go to the fields.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
aikiedha takilrongo?,Where are the sickles?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omiki vakahe vila'a, mo'adhinga ta'ekelae lamo cengelemo'o.",It is next to the round basket. You will see it when you enter the warehouse.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'alringana, amo 'odhalri'imo'o. takilrongo okesehe.",Be careful and don't get hurt. The sickle is very sharp.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
dhedheanga mo'o tokoholi!,Don't step on my trap!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
aikiedha tokoho'o?,Where is your trap?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
tokoholi omiki ana alevee 'angato.,My trap is under that tree.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
kani 'aico'ono'o?,How do you remember?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"totalriho'aelrao piki 'ina, olriho'olrao taikiedha tokoholi.","I make a mark here, so I know where my trap is.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'ina 'a 'atoka'aka'ange lrongolo vakahe, opoanai piki lrana 'ika'aka'ange.",This is a fish trap which we put beside the river for fishing.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"tikinai ana ikaodhiname 'atoka'aka'ange lrongolo vakahe, oahatoha'akinai lakisi lroikikisi.","We don't have any fish traps there, so we catch fish with a fishing rod.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"to'ahakinakali ka lrakisi, 'oelangata amo pato'oto'om'iyae?","I have never used a fishing rod before, would you mind teaching me next time?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
"iya'e, 'oelangata 'anoaelre mita moa lroikikisi.",Sure! Let's go fishing together next time.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
lo 'oelangata amo pato'oto'olraimiya'e 'atoka'aka'ange lrongolo vakahe.,I will teach you how to make a fish trap next time.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"lrakisi'o 'aelelenga, kiolrakisingai ka'ange! pakonoa vilivili.",Your fishing rod is moving. Isn't the fish on the hook? Pull it up!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"cevanana, 'aelele tohamoho apange. nao iki ina vilivili lrakisi, moa anaheea pasopalriyae malra 'asiyo.","Wait, the ship is rolling heavily. I am here to pull the fishing rod and you should go there to grab me the net.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
poiyae vilivili ka'ange 'ina. nao pasopalrimiya'e vilivili.,Pull the fish to my side and I will help you pull it up.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'akosaaeni tadhi'ae! madhao alrata mene, so'etenga vakahe ka'ange.",Great! It is a bumper crop today with full fish baskets.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
ta padhalro'o movalriyo apa'avi palrapalrata.,Let's go back immediately and share it with everyone.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
maava'inga sinsi.,The teacher is here.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'osahiiyaenganomi, padhalro'a toloholrae.",Stop playing and quickly sit in your seat.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"liicinga'o, 'olriyangalrao!","Sorry, I'm late!",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
padhalro'a modha'ane.,Come in quickly.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
nanyoobini mene?,What day is it today?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"mene 'a kingyoobi, lo 'idhanga amo ivalriyo, ta 'anoaelre moa 'ooliliyo!","It's Friday today, we have a day off tomorrow. Let's go out and play together!",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
iya'e! ta owa dhakehale.,Great! Let's go to the riverside.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
lo 'idhanga 'a nangyoobin?,What day will it be tomorrow?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"lo 'idhanga 'a soiyoobi, 'aane ta oa 'osahiyo malri!",Tomorrow will be Wednesday. Let's go play ball tomorrow afternoon!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
kaanaeni pi'aa'o lo idha maelre?,What will you be doing tomorrow morning?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"neiciyoobi lo 'idha, amo owanai kiwkai inali.","Tomorrow will be Sunday, I will be going to church with my mom.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
kaniakoae'o?,What's wrong?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'api'o'adhiyae, aomo owalrao tave'ekae.",I feel like vomiting. I need to go to the restroom.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
malimo'iyae alipoholi.,I feel dizzy.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
tolovaavava i'adha.,Lie down and rest.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"sinsi, o'ange'angiyae vahangeli, nao owana tave'ekae.","Teacher, I have a stomachache. I need to go to the restroom.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"iya'e, mowa 'inikookono.","Okay, go quickly.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
amo dholrokali moa mata'oolrima?,May I go wash my hands?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"dhalinga i'adha ta solate, cevanana lamo owa mo'o.",It's almost time for class to end. Wait a little longer.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"sinsi, macalokocokiyae, lo 'aane amo ivalriyolrao.",It's almost time for class to end. Wait a little longer.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"iya'e, 'alringaana lo 'oilri'o.","Okay, take care and go home.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"sinsi, lo giceyoobi amo ivalriyolrao, amo owalrao 'icengele koisange.","Teacher, I need to take a sick leave next Monday. I have to see a doctor.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"iya'e, to'akena votolro'o'o.","Alright, take care of yourself.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
Mooni aikiedha?,Where is Mooni?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"o'ange'angidhe vahangedha, omiki tave'ekae.",She has a stomachache. She's in the restroom.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
Vaaho aikiedha?,Where is Vaaho?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"sinsi, Vaaho o'ange'angidhe colo'olraedha, ivalriyo mene.","Teacher, Vaaho has a sore throat. She took a sick leave today.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
Mooni kani kikaava'idha?,Why didn't Mooni come?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
maca'eme lrolrisi.,She has a fever.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'inipapato'oa aanga'o.,Please introduce yourself.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"alraceli 'a Lavohasi omiiyae, otahamangelelrao caili.","My name is Lavohasi omiiyae, and I'm 10 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
alraceli 'a Lavohasi omiiyae.,My name is Lavohasi omiiyae.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
tali'omae'o zoko'o 'i lroolai?,What ethnic group are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ilraae 'a tali Drekai 'oponoho 'i lroolrai.,I'm from the Rukai.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
dha'ananae'o idhopelekanomi kaocaae?,Are all your family members indigenous?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"iya'e, dha'ananaeli idhopelenai tali Drekai 'oponoho ocao.","Yes, my whole family is Rukai.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'aina, Amali 'a tali Drekai 'oponoho ocao, inali 'a Pakisa.","No, my father is Rukai, and my mother is Han Taiwanese.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
aanga'o kilalakae?,Whose child are you?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ilraae 'a lalakedha 'i Takanao.,I am Takanao's child.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ana 'a amaka'ine? otahapingai caili?,Is that your father? How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
ana 'a otahamanemelenga caili.,He is 60 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'aina, ana 'a valriyonai ta kahodhangenga, otahamavalrolonga caili.","No, he is an elder of our tribe. He is 80 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
taka'o 'aolai 'a otahapingai caili?,How old is your brother?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
takali 'aolai 'a otahamangelenga la kavalro caili.,My brother is 18 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
otahapinimiya'e caili taka toalralraenimiya'e taka'o?,Is your brother much older than you?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
malrima caili tapaa'asaenai.,We have a 5-year age difference.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
masainoni tapaka'anahalrae'o?,How tall are you?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
maeaea idhai la kama'epateli kongfen.,I'm 140 centimeters.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"mo'adhailinga takipaacengelaeta, omi'angamo'o ta kaolohonga?",I haven't seen you in a while. Have you grown taller?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
"apakacehemo'o, otahaeangalrao idhai la kamatolrolo kongfen.","Yes, I'm 130 centimeters now.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omi'amo'o ta kavotolro'onga?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
"'anina, ka apakaceheka'o.","No, you're mistaken.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
mahilaingaka'o?,Have you lost weight?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'aina, mavotolro'ongalrao.","No, I've gained weight.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
mavotolro'nga ka'o?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"apakacehemo'o, mamatolrolongalrao kongcingi 'inanga.","Yes, I weigh 30 kilograms now.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
amo oalrao pangkongse 'ilape sinsis.,I'm going to the office to see the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
Vaaho oaini?,Where is Vaaho going?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
amo oa longotai 'opongo.,He's going to throw away the trash.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omiki talangolangonlangolrae, amo pa'ikalromalromale longolangoi.",He's at the swimming pool. He's going to compete in a swimming competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
Mooni aikiedha? amo pa'ikaloromalromale lrolrame.,Where is Mooni? She's going to compete in a running competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omiki ta'asahovohovoe dha'ane, nao oidhe 'aovaha.",She's in the auditorium. I'll go call her.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ta 'anoaelre moa ta'osahisahiyae!,Let's go to the playground together.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"nao ivavaina moa longai kodhali, lamo oalraimiya'e 'ilape.","I'll go buy lunch first, and then I'll meet you later.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ta 'anoaelre moa omece 'aodholro'o!,Let's carry the lunch boxes together!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"moa 'ilape dhoma ocao, amo oalrao 'ilape sinsi.","You find someone else, I'm going to find the teacher.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
Vaaho mene amo pa'ikalromalromale kai kongokongo malri?,Is Vaaho competing in croquet today?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'aina, amo pa'ikalromalromale totahakidhae.","No, he's competing in high jump.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
tapakahakahalrae dhona menanae amo pakahakahai ka'o?,Will you compete in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"iya'e, amo pakahakahailrao lrolrame.","Yes, I'll compete in running.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
tapakahakahalrae dhona menanae amo pa'ikalromalromale ka'o?,Will you compete in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
amo pa'ikalromalromnaelrao kongokongo malri.,I'll compete in croquet.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
tapakahakahalrae dhona menanae kaanani pi'aata?,What will we do in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
amo pa'ikalromalromalemita mavilivilivili.,We will compete in tug of war.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
tapakahakahalrae amo langalangaikata kane?,Will we sell food at the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'aina, amo langalangaimita tovoo malri.","No, we will sell balloons.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"omalralramo'o 'icibange, 'nikoolra'o!",Congratulations on getting first place! You're amazing!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
icongoongaa'o.,Thank you.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omo 'avai omikikai dha'ane?,Is grandmother at home?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
"omiki, 'apece miki dha'ane.","Yes, she's sleeping in her room.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omikikai ka, ta'asana molatadhe, amo 'oilri lo maongonga.","No, she's not. She just went out and will be back in the evening.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omo 'aolai omikikai dha'ane?,Is grandfather at home?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omiki dha'ane lrahalre, moa lrahalre 'ilapine.",He's upstairs. You can go up and find him.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omikikai ocao dha'ane?,Is anyone at home?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
"kaka Vaaho'o, mo'adhailingamita kipaacengele, sahivoe'o?",It's Vaaho. I haven't seen you in a while! How have you been?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'akosaaeni ka mataadhi'i! maava'ilrao nai 'avaevaehe mimiyae.,I'm doing great! I came to chat with you.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
aikiedha ama'o?,Where is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omiki tahaha'e, hingihingi 'adhamai, nao oidhe 'aovaha.",He's in the kitchen cooking. Let me go call him.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
Mooni aoaedha?,Where did Mooni go?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omoa tatahokokae polra tahokoko.,She went to the chicken coop to catch chickens.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omoko, maava'inganai.","Grandfather, we're here.",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"omonomi ka omikikai ka dha'ane, omiki ooma, 'odha'adhalridhe miki dha'ane.",Your grandfather is not at home. He's in the field. Wait for him to come back.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
amake maava'i ka'o!,"Uncle, you're here!",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"mo'adhailingamita kipaacengele, maolohongamo'o.",I haven't seen you in a while. You've grown taller.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
cengelimiya'e takaava'ie'o mahavehavehelrao.,It's so good to see you.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'ina 'a 'ava'ailinome 'i pangodhale, opikimao pingisyange.",Here's a pineapple for you. Put it in the refrigerator.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"kani ii'aasadha kikaava'i, lanai 'ineyaelre kone aha'a omiyalrao.",It's been a while. Let's have a meal together.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"kanikoanga'o apatikoakoa, kama 'ongolongali 'oociya, taoanga dhelepe 'avaevaehe.",No need to bother. I'll just have tea. Let's sit in the living room and chat.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"icongongaa'o 'apasodhalro'o, amo dhaacengalrao 'oilri.",Thank you for your hospitality. I have to go now.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"'ina tahokoko ta'asanalrao colo, omeca 'oilri ohamaca kone.",This chicken was just freshly killed. Take it home and enjoy it slowly.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
amokoani ta paalekate lo 'idha 'aane?,Can I make an appointment with you tomorrow afternoon?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"kanikoaadha, ikaita maacengele?","Sure, where should we meet?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
nimokoani ta iki gako? amo loingimita.,How about meeting at school? We need to shoot a video.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"ta oa ta'asahovohovoe mataadhiadhi'i, amo 'ikipingilrao kaocaae molraae.",Then let's go to the community center. I'll wear folk costume.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
valriyonai tapangale lo pongepangeni pa'apaalra. lo pongepangengai mava'imayae 'ilape!,The cherry blossoms in our tribe are beautiful when they bloom. Come find me when the flowers bloom!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"lamo 'adha'adhao paokela lo kala vengelralrae, mo'adhaili tohamoho!","That would have to wait until spring. It's too late, isn't it?",Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
lo kalavecengaenga lehe'e kai maava'iya!,Then come during our Harvest Festival!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
"iya'e, idhamalrao tahamoho!",Alright! I'm looking forward to it!,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
nao 'itivolrimiya'e kani 'oilri'o movalriyo?,May I ask why you decided to move back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
amo 'oilrilrao pasolasolate.,I want to return to teach at the local school.,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
kani kiiki'o lrevake pasolasolate?,Why not teach in the city?,Formosan-ePark/Final_XML/ep2_情境族語/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
