tao,chinese,source,kindOf,dialect,row_type,split
"no macita da no mangailil a tao am, toda na tenengi o peypeypangayan no nang.","當外村來的族人看到以後,就知道它所代表的意義了。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no miroa mapapen so mavakes o meakey ori am agenen na o vato ori, do ka akman da rana maciangey do iciatatao da.","如果鰥夫再次續絃,他就會再把倒下的石柱重新立起來,表示家庭已經是完整的了。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"matarek rana ori a, no mikala so apen a pananadengan am ji to zangkap, ta o mala vato aka no akmi nimaopas so gaza a vato am ji ngapa.","另外,選擇靠背石時不能隨便的,有一種偏朱紅色的或顏色很淡的石頭不能拿來當靠背石。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"a no mangoli so pananadengan a vato am, apia do apnezak am maraet no makoyab.","要搬運石材時,要在上午搬運,忌諱在下午搬運。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"do teylaod no kawanan no pongso am, na yanan no Jiteywan a likey a mahataw, matataoy do dang o aramey","小蘭嶼在蘭嶼的東南方,那裡盛產優質的落尾麻,是婦女織布最喜愛的麻線。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"o inanao da jiamen no ineynapo namen nokakoa am. tana aro o among do pongso am, ji to mimina yakan ori.","蘭嶼四面環海,漁產豐富,不過從古至今,世世代代的長輩很嚴格的教育晚輩",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ta mamili so among a yakan, ta no ji ngapa o adan a iwawalam do pongso am","雖然海洋寬廣魚群多,但不能全都捕全都吃的。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mangdey do awawan no pikaokaod a rayon am, masalisalimdaw o cinedkeran Jiteywan a mitawaz so libangbang, oranan so ipivaci a makaranaw a among no rayon.","達悟族人稱呼小蘭嶼的傳統地名有五種,有海中島、到不了、另一座小不點、對岸及小島",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o ingaran no tao do Jiteywan am, pazanoden do kabliblisan no iwawalam no tao.","這些名稱在平時可用來稱呼小蘭嶼為,在飛魚季時,不能直稱小蘭嶼Jiteywan這個地名,因為漁夫會忌諱的。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no toda a dadan na arow am, ipanci no tao a Jimagaod aka no do sa kapozo aka no likey a pongso aka no do maciatovang","在達悟族口述歷史中,相傳曾有兩位婦女隨家族的漁團登小蘭嶼採落尾麻。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nitbekan no ioywawalam do among no rayon am, ka ni mapatateynep no mavaeng so panid a libangbang do inapo no Imowrod a Lalitan","禁忌與儀式的緣由,起源於黑翅膀的飛魚王託夢給紅頭部落的祖先lalitan,所立下的文化規範",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"angoangononong nokakoa am, nimian so raroa ka mavakes a nimacisakey do cinedkeran no apapnan da mangey do Jiteywan mangap so aramey a pariparingen.","但他們折返瞬即風平浪靜。大船數次往返,但船划到起風處的海峽又掀大浪。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ta no ahapen no tao o ciring na am, tomiyonong sira libangbang a ji ziknai no tao a mitawaz do vanoa no ili.","紅頭部落一直是領先六個部落舉行招飛魚祭的族人,因為紅頭部落的祖先是最先舉行招飛魚祭的先人",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"miciaroa do vahey aka no masngen pa zipos o mamaring so kanen do vahey no mehakey, ta ji mapagcigcini a ipangazow, o vao aka no mangdes am","男方母親先上山挖婚宴吃的芋頭,煮的魚乾限剖半的白毛魚五片,有豬羊則燒烤烹煮。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"miahaes sira am pataiden da raroa ka mavakes Jiteywan, ka pakarala da na mangid do aharang da.","當天氣好轉時,漁團再次出航,要去接留在小蘭嶼的兩位婦女",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"yakan no raet am dengdengen do raratan, o among do rayon am dengdengen do amongan, ori am pipeypangayan no iciakan ta so among a tao do pongso.","我們的廚具也分男、女性煮鍋與木盤,分的很清楚,這就是我們傳統的吃魚文化。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no ka abo no kiokay pa do pongso am, anoyongan no tao keyan no ji acita no mata a vanavanaikevek do sinokob no angit.","蘭嶼還沒有教會以前,達悟族人相信宇宙間有肉眼看不見的隱形掌權者",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pangononongan so kasarayan aka no karahetan no oneoned, pikalan so apia so iyangay a kagagan.","以及建立之間的人際關係的地方,直到了凌晨解散各自回家,所以族人當時的生活很快樂。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mian do ili so makdeng a meyngen a tao aka no mian so masalit a meyciamadadayana a alalow am, mangey da pacicien sira paciamizingan o somkey a tao ang","如果部落裡有重病者或是遭遇各種災難,他們就會去請示通靈者開釋。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tana meakey a tana mavakes o zomyak a tao aka anoyong no nipanci da am ikasnek no tao sira.,"無論是男性或女性通靈者,他們預言成真和解惑能力佳",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o vazavazay no tao nokakoa pa am, ikaniaey o vanavanaikevek a vongko a anito.",在部落裡很受尊重。達悟族傳統信仰對鬼也敬而遠之,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ipanci da pa no rarakek o pananadengan a kanopan so tao, ta makakepkep so tao do ili.","所以,族老就說靠背石是聚人緣的好地方,因為它能凝聚部落族人的兩好的互動關係。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ta macilo o anito a magnoz, a mangap so pahad no tao.","以免驚擾沉睡的孤魂野鬼,而將人的靈魂抓走。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mangahahap o meakey do marow am, somibo sira do takey a mikali so vavaey no teyngi.","先生及父兄的辛勞,婦女們都會放在心裡。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
o sinavat a teyngi am iwamen do rako a vanga. to mitatahapis do ararow o kangey da maneneyngi no mavakes a kavis no vehan,"當先生白天出海釣鬼頭刀時,妻子就會山上找毛足圓軸蟹的穴洞來挖,挖到的陸蟹全部放入大鍋內飼養。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o zomyak a tao am, macita da o nimawakwak a tao, no mian so masapa no tao do takey am","通靈者能透視鬼魂所在,所以若有人在山上發生意外",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"no moli rana am tawagan pa o pahad no anak, ta ji sia makaitkeh a omzaot.","返家前一定要伸出手招喚孩子的靈魂一起回家,免得孩子的靈魂在外逗留,而哭鬧不停。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ikadoa na arow am dengdengen o niiwam a teyngi, ka imad sia apen so asisi.","節慶當日清晨,煮陸蟹並將蟹肉全部挑起來,送出門的分別包在姑婆芋葉。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ori ya kamoamoon no katatapilan a tao do pongso a ya toda ngey siciakoa ya, mangdey do awawan a kapivanoa manlag do among no rayon.","讓族人世世代代延續迄今,每年年初,於部落灘頭舉行招飛魚祭的傳統儀式。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"madagdag am makapia miniangana o rarakeh a mitotoaw do pisarowan da, atoatontonen no mavaeng so panid o mitaretarek a libangbang a ipacita do rarakeh ka no ipitotow da.","次晨老爺爺依約前往,黑翅膀飛魚一一介紹飛魚種類與出現的時期,烹煮方式與廚具",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
do karilawan na nira mazikna mangahahap so among no rayon.,"嫁到外村的婦女,也會擇日為娘家父兄叔伯舅舅做同款美食送去,以慰勞他們捕魚的辛勞。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"moli sira am, toda palovota o among do sinavat da dengdengen a yakan, meyratateng am mikanokanoka sira meyngen.","回家後,就與其他海鮮一起烹煮食用,後來人們身患惡瘡煩惱不已。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
no zipos o nimazakat a ori am mangey macisidong o apapnan ori.,"如果親戚有人過世,也會去協助和幫忙。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji angey o mavakes do kanitoan ta makaniow, so ikameakey no mapivazay so masalit a vazavazay ang.","在傳統習俗裡,女姓禁止進入墓地,只限男性負責送往生者最後一程",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kongoen o libangbang a zangen a mapatarek so amongan, o vazavazay no mivanoa aka no alagen do rayon am, nimimin na ni pakoyokoy no mavaeng so panid do rarakeh.","招飛魚祭的儀式與禁忌規範等等,人類若遵守,就不費力捕撈年年洄遊部落漁場的飛魚。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya tomanoma do mikanem a ili o Imowrod a ya mivanoa, do ka nimanoma no inapo da nimivanoa.","族人都在早上舉行招飛魚祭,除了不會走路的小男孩及重病的人不參與祭典",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no macisapa do rayon a keyan no maraet a ararow am, katlo a arow o ji loasi ta alagen da, akmi ji manganianig.","如果在飛魚捕撈期有人過世,整個部落就會停止三天二夜的捕魚作業工作。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
no teyka pamizingen na sira no makahaod a rarakeh do hahapan so vazavazay do rayon am,"領祭的老船長向族人訓勉飛魚季的守則結束後,大家起立以銀帽招喚飛魚",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kapat a vean o ipangahahap so among no rayon, no mavitos rana o isoo no cinedkeran am","達悟族男子有四個月的時間連續捕撈飛魚的漁業活動,當大船結束夜間火炬撈飛魚作業後",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o yanan no vazay ori am, manakem da o keylian a masengseng nira a jimanisibo.","通常喪家在第三日就宣告除喪,使村人恢復日常生活。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kavitos da romiag am mangey rana sira mangarayo, no nimakarayo sira am gagain da pa teyrain do zazawan","漁夫在少量的早餐後,旋即又出海划著拼板舟釣鬼頭刀。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"so ipikapsepseng no nihakawan a maayo, ori ikakcin da abo so isovo a kanen.","因此農田乾旱作物枯萎,所以族人沒有食物常挨餓度日生活。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"nokakoa pa no ji pa nimipiapia so arow a mapakavos o ikarilow so vahay ori am, ji angey mipinapinan do vayo a kavayoan, ji angey do kamoa a wakey","以前在喪家未除喪前,有幾處地方不能去除草,新耕種的芋頭田,尚未挖過地瓜的地瓜園、山藥田",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji makapia miwalam, mipakoyab am piraraen da o tawaz da iosok do aharangan, a mapaloas so tatala somoo do among no rayon a tawazam","如果,有釣到大魚也要自己處理掛曬,當黃昏西下,漁夫再背著漁網漁具走到部落灘頭",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mian so mivaovaon a nimapo do zipos da do kadoan a ili a mangonong do raraan am, mangey da pipazapazangan o kanen.","如果他們看到從外村背著親友送的食物走近Jikavatoan,他們就會跑過去強奪那些食物去。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no toda cita o tatala miavas do Ikavatoan am, toda paloasa o tatala da kaoden a mehes so oranen no mapiavang sia.","如果Ikavatoan人看見船隻行經他們的部落,他們也會推船下海攔截奪取船上的東西。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"katazangposan nira Jikavatoan a miraraten do kadoan a ili, so kamogawan da nira ikaoya no omlivon a tao do pongso.","Ikavatoan的人普遍心腸很壞,使島上的人都心生恐懼。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji abayo do tao, ta kadpehan o mazonos a tao.","不要吝嗇,因為慷慨的人更有福。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
toda angey do ipangap do kareyan so kanen.,"婦女會連續半個月上山挖取陸蟹來飼養,直到慰勞節的節慶臨到為止。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
raroa rana ni maviey a nizyod no ayo do wawa.,整個部落中只有兩個人被土石流推到海中僥倖生還,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"siciaikoa ya rana o tao am, ya na manaraley Jiyeso kizisto a ya minozi, no meyngen o kataotao am","現在,大多數的族人都信耶穌基督而學會禱告,族人生病直接去醫院",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o nimey am pangain do lalig a panangdangan so taroy, ka pakapia da rana no meakey a koman so nakem da jira no mavakes a nimey aka no teyngi.","芋頭泥搗好後裝在圓木盤上,再燒自製的培根,讓油滴在芋頭糕上",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"no nisompo do kadoa na ili o mavakes am, ipanimey na o ama na aka no kakteh na meakey",再請先生與同村的男性親戚享用婦女的愛心風味佳餚。,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no rayon am ji mancian ngaran na Jiteywan, ta kanionen no mangahahap a tao.","漁團離開小蘭嶼返航途中,突然掀起風浪,大船幾乎要翻了,只好折返小蘭嶼。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"abo do pongso o mapivazay so nimawakwak a tao a pansahadan, so tongahapi sia no asa ka vahay a mangey pivazain.","蘭嶼沒有殯葬業,因此,全由一家人處理喪葬的事情。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o rayoy rana am ney makdeng na ioywawalam no tao do pongso, makapat a vean o ipangahahap da so among no rayon","飛魚季是達悟族最重要的傳統文化節期,有四個月的時間專注於捕撈飛魚",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"no papoen rana o vazay am, mi da sidongen no meakey a keylian sira mapadpon so sosoli do atep no vayo a vahay no jia sahad no tatala","正式的落成禮活動,部落男士們會協助主人將所挖的芋頭全部陳列在屋頂、屋前或船內船外",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kavavatanen no kapivanoa am, nimian so raroa ka miketeh a meakey, mangey manoo do keysakan, nikahala no libangbang o sosoo da apoy am somalap do libtong, ori nipakarakepan da so sang.","招飛魚祭的由來傳說,曾有兄弟二人夜間持火把在潮間帶撿拾海鮮,飛魚趨光飛來被捉。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o nipanboboan ori am pakapiaen a aviasan, ji ngamesa ta lidan no kayokayo a mivoovoong.","土葬後要將周圍清掃乾淨,並且不立水泥墓碑,讓植物生長保持墓地綠蔭。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mamimin sira a miayob so cininon, ka pivolangat da miovey matoatonton a omonot do neyrakeh jira, mangey maciadkan do mivazay a tao ang.","賀客都盛裝頭戴銀帽,配戴琉璃串金片項鍊,跟著最年長著依序與主人行鼻禮。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o miozit a kawalam do raraan ori am, itovil do keyan no nimawakwak do asa ka ili. no nimakowbot rana sira do kanitoan am, o yanan no nipazat a kawalan o pangonongan da","喪家通往墓地的路,村人也會在路的兩邊地上擺放竹竿,表示喪家僅能從有竹子的地方走",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no patovisan no neyrakeh jira am, paingen na do zovazovat na nimazikna no vazay da asa ka vahay.","自謙沒甚麼禮物可送給賓客帶回家。主人唱完後,由最年長者代全體回應",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"teyka ori am mapalipalit sira nikat na mianoanood, am miminen na sira patovisan so anood no mikanekanen ang.","之後,客人輪流以歌謠向主人表達祝福之意,主人也要一一向所有客人以歌回禮。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o adan a anood am makdeng do pamaringan so vayo a vahay aka no tatala, lavatan so minavazavazay no inapo.","傳統歌會是新屋新船落成典禮重要的一環,藉著歌謠述說祖先的事蹟。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"tana mian so makdeng a vazay, akma mivaey a micinedkeran aka no tominon am, tomimina iptad do kadoa zezak ang.","即便有很重要的工作,比方蓋屋造船、織布,也都要停工二日,表示非好日及對喪家的尊重。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"teyaro o alagen do rayon, so ikakaniow no mavakes a macizavoz do vanoa.","飛魚季有很多的禁忌,所以女性嚴禁參與招喚飛魚的活動。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ta makaniow o mavakes a mapivazey so sang.,因為嚴禁婦女能做這些事。,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
macipalit rana pikavangan aka no pikatangyan do papatow a mitawaz do maep.,"接著由雙人與單人船開始出海夜網飛魚,白天坐船釣鬼頭刀的時期。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nimian so asa ka ili mingaran so Ikavatoan, sira rana asa ka ili ori am maraet o icicirawat da","有一個部落叫Ikavatoan,他們這個村子的性情惡劣目中無人",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"mateteneng o mavakes do pongso a mianoanood a maganam, mivoga o meakey am mamomoen.","相對於達悟婦女的能歌善舞,男性就比較低調。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"masanib rana o malalavayo a tao mangay do Ilaod mivazay am, maciboang rana sira maganam. ori nian na rana no ganam no meakey Jiayo.","直至赴台工作的男青年接觸臺灣的原住民朋友,加入舞團訓練後,如此有了以男性為主的椰油部落舞蹈",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"so nipangamaog da nira meakey Jiraraley so vayo a ganam, no maganam sira am pisavalien da o savali, ipitarek na do ganam Jiayo.","舞群都將象徵護身符的的禮刀斜戴與於頸與腋下,像個勇敢的武士,這也是舞名的由來。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya si kakaroan o na ka palipalitan no na agcigcinan no ya asa ka ganam no meakey ang.,"十餘種舞步變化,無論是縱隊分裂向外",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
tano sia minazabi a omvezay so lima da akmi kangkang a mapatoto so ai da,如鷹甩手踢腳或躺在地上踏腳拍掌,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"tano sira miopta do teyraem a mapaktokto so ai da mikaryag am, ji acita o da kazikna a maganam a ya mianoanod ang.","渾厚有力的舞歌清唱,也絲毫不受賣力的跳舞而顯喘聲。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"no marateng rana o ipangap so kanen do kareyan am, mangey o mavakes rana do takey a mangali so pamaringan so kanen a wakey","如果到了農曆三月中旬,慰勞節的前二天,婦女要上山挖節慶吃的地瓜",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"katenengan no mitoktok do pongso a tao o Ikavatoan a nikatapinoan a abo rana am, peyngeyngehnen da sira ji mangasnesnek so tao.","當全島所有部落知道Ikavatoan遭滅村,所有曾被欺凌的人都不意外,因為他們目中無人罪孽深重。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya namen mivaey do mahataw a pongso, nimakayapo do ineynapo namen nokakoa, o kato namen ngonongonongi do pimimasaodan namen a pivazain.","我們住在四面環海的蘭嶼島,族人從以前就過著自治的自給自足生活。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ya aro o meyciamadadayan a apzapzatan do vaey a tongonongonongi a paringen.,"許多生活用品都要靠自己來製作,例如造拼板舟從事漁業工作",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya mian siciaikoa ya so tao a ya mangap so niakawan no tao, ya manakow so nimoa no tao a asi no kayokayo, a ya mapakamotdeh so tatasa ka tao.",現在也有一些人大膽的侵佔他人土地、偷取他人種植的果樹或欺弱凌小的人,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mangananao o rarakeh am, ""ji inara sira so pangtoktoan, ta maraet o akoan so sang so vazay.""","受人尊敬的老人家也會告誡晚輩不可仿效罪人,因為前人所犯的罪會報應在他們的後代。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kadoa arow o sarayan no pamaringan so kanen. o yai no nikat do makoyab am kapianoanood do inaorod, o inindayan no anood am to miangangey","通常慶祝落成禮的儀式要辦兩天,第一天下午迎接賀客,主要的活動是舉行歌會",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pitarekan na am mongangey do ka vahay na aka no ka tatala na no pamaringan so kanen, do ka pangamaog so vayo a anood.","歌會曲調大致相同,歌詞的分別視房屋落成或拼板舟落成而創作新詩。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ibangbang o pivazain da ji mangahahap so among do kalilian ka no among do zawang, teyaro o makaniow do rayon ya.","期間除了捕撈飛魚,禁捕底棲魚與礁岩帶的魚群,生活禁忌也比平日特別多。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
o raraken am mianoanood sira somarey no ahakawan da.,"年長者在堆放芋頭後,會舉行一段歌會,祝賀禮芋豐收。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mamimin rana makjit am, apoyan rana no matotwa kayo. mitaretarek o pangapoyan no teyesa ka ili","由於本族有特殊的吃魚文化,男性與女性吃的魚不能混煮",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no nimian do ili so nimazakat a tao, ka ji da pa nimapakavosan am ipanci ori a maraet a ararow, so ji makaonai do takey no manisibo.","部落裡有人過世,只要尚未除喪,村人都會視喪期為壞日子,也有要守的規定",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji angey do ovowvi, ji angey do nimoa somon a miciamadadayan, kadoa zezak o ji angai do dang, am o kadakadanan a niakawan am pia angayan","連西瓜園也不能去,兩天的時間不去這些地方,只能去原舊有的農田除除草",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mian so vanga a panonotongan sokanen, aka no panenengdengan so yakan aka no vaanga.",男子就會上山順著溪谷挖山壁下的陶土,Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"teyka koman sira am miroa sira do mahep pa a mianoanood do sahad no vahay, ka toda angeyan do madagdag.","結束迎賓歌會後,主人會設宴款待客人,到了晚上,賓客再延續歌會活動,直到次日清晨告一段落。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nokakoa do iyangey no tao do pongso am, ganam am vazay no mavakes, so ikabo no meakey a malovot a maganam.","在傳統的達悟社會裡,舞蹈是婦女的娛樂,因此看不到男性聚集跳舞的場面。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"da na tongapa o iyangey no dehdeh, do da ka ji atenengan rana mianoanood so anood no niapoan da.","現在的年輕人慶祝落成已採漢式辦理,因為沒有多少人會唱父親的歌了。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o panomaen no minikanikat a pianoanoden o sarayan no nikat a tao, aka no ianianig do cinirara mai do vahay na.","首先,主人唱迎賓歌表達對客人的歡迎,同時對邀請賓客前來感到歉意",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ka pamagot so alima ka mivoong so opi a soli, ipanci ori a pangtean a kanen no miaven do vaey.","然後挖五株帶葉的芋頭,這芋頭稱為嚐品,只限夫妻吃。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"moli o meakey a nimangap so pangtean am, mangey pa a do takey a mangap so nianga sosoli","剛從田裡挖五塊水芋的先生到家後,馬上再去山上的芋田挖去梗的禮芋,酬謝助產士的幫忙。",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nokakoa pa am, makarilow o tao do pongso a mivevyey. no tomakatakaw am to miyonong o arow a ji acimoy","很久很久以前,達悟族人生活非常艱困,有時一連多天不下雨",Formosan-ePark/Final_XML/ep3_文化篇/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
