ssf,chinese,source,kindOf,dialect,row_type,split
oa! naak pinataqalan.,是的!有做記號的是我的。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oa! naak pinataqalak.,是的!我的已被我做過記號了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
minakamangqathi makonanai miho a binanao'az painan? oa! naak a binanao'az.,從那邊正在來的是你的太太嗎?是的!她是我太太。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
pinataqalan a tamohon miho painan? oa! naak pinataqalak.,"問:有做記號的帽子是你的嗎? 答:是的,我的有做記號。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa patashan a lha mihon.,這書是要給我的。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
a lha nakin a patashan.,這是要給我的書。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
haya a lha nakin a patashan.,這是要給我的書。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya a lha mihon a patashan.,這是要給你的書。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
anto a lha nakin dai.,說不是要給我的。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa patashan finariw ama anto a lha nakin dai.,爸爸買的這本書說不是要給我的。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
pataqataqaz aniamin.,一直挑東西。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
miho a pataqataqaz pasisiqan pinazim.,把你的扁擔倚靠在牆壁上。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ata sa pataqataqaz to pasisiqan sa pinazim a montonoq.,"不要把扁擔倚靠在牆壁上,會倒下來。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
pasaik pataqataqaz mataqaz sa aniamin.,我用扁擔挑東西。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa pataqataqaz makiwar.,這支扁擔彎彎。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"haya wa pataqataqaz makiwar, mathoaw maqarman pataqaz.","這支扁擔彎彎,很難挑。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pataqaz iho!,你挑!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pataqaz oan iho sazom!,你去挑水一下!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pataqaz oho!,你擔起來!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pataqaz oho haya wa pinataqaz.,你把這擔子挑起來。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patashanan a shaqish,被刺紋的臉。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho patashananiza sa shaqish.,他已經紋好面了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
patashaniwan noho.,請你寫一下!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"patashaniwan noho, oka yako shawan.","請你寫一下,我沒空。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"patashaniwan noho, maora yako matash.",請你寫一下!我不會寫。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
yako patatara sa thao mzai anto dai mapaqaqitan sa thao.,"我被人講閒話,說我是不好相處的人。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patatara thaythoy itan.,他講我們的閒話。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho mathoaw miko patatara sa soma, nomawan mapathay.",他很喜歡說人閒話所以才會打架。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani iho to kminatho patatash, haya sa nak, araho matash.","你沒有帶筆,這是我的筆,你拿去寫。-arahu為ara uhu的簡省。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oka s miho a pania'an, itia s naak a pania'an, araho kontalha.","你沒有菜,我有菜,你拿去配。 -arahu為ara uhu的簡省。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa aniamin arara thitho.,這些東西他拿了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a patatash araran thihto.,我的筆被他拿去了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
naak a patatash araraniza thihto.,我的筆已經被他拿去了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mano a pinatash a patashan izay?,這是誰寫的書?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mano a pinatash isa pinazim?,牆上的字是誰寫的?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a matha patbolbolan painan.,我的眼睛也許被灰塵沾惹到了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"ifafaw sa pangka patbolbolan, titishi iho.","桌子上蒙上灰塵,你把它擦掉。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"yako pathay thitho, anto matonaw, indahip iho pathay.","我與他打架打不贏,你來幫忙打。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a minlhafot pathayin soma, tkazik.","我的弟弟被人打,我幫忙打。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
matha wa itmaz ya ianan sa pathiq mathoaw makalonhan noma pakroshaq.,"眼睛裡如果有塵埃,會很痛並且流眼淚。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patihaolin thitho yako sa naak a aniamin moshoqish.,"他為了找回我的東西,對我施以咒術。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
patihaolin thitho noma sa naak a aniamin moshoqish.,他施咒術以使我的東西能找回來。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
patikrinan bokay,花製頭箍。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patikrinan shampizin.,鳳凰卵葉頭箍。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
patikrinan poqo,男人頭上戴的,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patikrinan lina,縫有骨片的頭箍飾物,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patikrinan lokto,女人戴在頭上的頭箍飾物,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patikrinan saspin,戴在頭上的香草,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
naak a ama patikrinan sa poqo a patikrin mathoaw taodoo riqazan.,他戴了頭箍大概是要去牽戲。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patikrini sa patirin.,戴上頭飾!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
a mashtay mosoon mawalhnaq patikrini sa patikrin.,"大家在一起熱鬧,戴起頭飾!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"a mashtay mosoon mimparaw patikrini sa patikrin, amaqa ataodoo riqazan.","大家要聚在一起跳舞,戴上頭箍飾,這樣才會真正的好看。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patikrini iho sa patikrin amaqa amaqitan riqazan.,你戴上頭箍這樣才會好看。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
patikrini iho sa lina wa patikrin!,你戴上珠串頭飾!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
nak patiqrin patiqrinin ina.,我的頭飾被媽媽戴著。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patiqtha oho maqolha holos.,你換紅色的衣服。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
wazish patiqtok.,山豬被我捉到。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ya anto miabrith ya malhinona, kazowazom sa soma, a palhilhaqan sa thao.","講話不莊重,會被人輕視,會被人吐口水。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"yako mriqaz thitho kmaan sa ranaw a bonlhaz, mriqiriqin iza yako sa lhilhaq mikokan.","我看到他在吃雞肉,我一直吞口水很想吃。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"patlhilhaqi iho hoya wa tahw, maqarman a thao thitho.","你把那個人吐口水,他是個壞人。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"patlhilhaqi iho hoya wa tahw, anto miabrith ya malhinona.","你把那個人吐口水,講話不莊重。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ata to patlhilhaq ya isa to sa soma wa taon, kapoqnorin sa talima.","在別人的家裡不要吐口水,會令主人生氣。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"matilaw sa taon, ata to palhilhaqi!","房屋乾淨,不要吐口水!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ata to patmoqmoq sa aniamin, piaqitan poil.","東西不要隨便丟,要收好。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tima sa patmoqmoq sa aniamin?,誰亂丟東西呢?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ata to patmoqmoq palhoiza sa pazay, shaona mat shdooiza isisoaiza ya malhoiza sa pazay.","不要隨便亂種稻子,要到合適的時節時才種稻子。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"miho a toali patnawaash oho pisain marotaw a pangka, ya riqazan sa soma araran sa soma.","你的錢任由它放在桌子上,若被人看到會被人拿走。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mino s izai maqitan a aniamin qa a patnawaash oho? piaqitan poil, araran sa soma.","為什麼這麼好的東西你要不理不睬,妥當保存,會被人拿走。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mino s miho a madimrath a tazoqos qa a patnawaash oho? ya riqazan sa soma araran sa soma.,為什麼你的金戒指要對它不理不睬?若被人看到會被拿走。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mathoaw miarain malhinona, thitho a rozith patpolhnoq iza.","因為講太多話,他的嘴角冒出口沫。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
hoya wa thao ya malhinona patpolhnoqiza rozith.,那人講話時口沫橫飛。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patqali iho!,你做記號!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patqali oan noho!,請你做記號!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patqali iho ya palanantoa qa?,你做記號看是到哪裡?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
yako miaqay patqirin naak a horoy ya monai maqa yako oka sa la toali.,"我的朋友如果來這裡常常譏諷我,因為我沒什麼錢。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"yako patqirin soma, ani yako to tongqir.",我被別人譏諷但不會懷恨在心。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho a patok ianan sa tata wa qadon.,他的顴部有一顆痣。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mino sa patongqaolh a sazom langqisosay?,為何水筧的水這麼小?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosiwak ya simaq a masoqom naak a patongqaolh.,明天我要去巡視我的水筧。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kahiwan a Thao pasain lharo pashatalhan sa patongqaolh a sazom.,從前邵族人用木槽承接水筧的水。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
wazaqan ya mashimzaw sa qali moapaw sa paor.,冬天時湖裡會起水氣。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pashaila thaythoy sa pawtihii.,他們在演布袋戲。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pazay ya a patilhazan qashishin oan, maqa ianan sa pazay a bzo.","要曬稻子之前先篩一篩,因為裡面包含稻子的殘稈斷穗。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kinlhit iza wa pazay ya ianan sa bzo anto a mohiaw maqalhiw ya patilhazan.,"割好的稻子如果含有殘稈斷穗,曬起來不會很快乾。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"thoini a kawash maqitan o'araan sa pazay, manasha sa isa thapa wa pazay.","今年稻穀豐收,穀倉裡的稻穀很多。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
mathoaw maqa ifazan faqlho a holos pazazai!,穿新衣服就如此地使架子。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
hoya wa thao maqa ifazan faqlho a holos mathoaw pazazai.,那個人因為穿了新衣而裝屎臉使架子。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"mathoaw manion thoini maqa Losan sminan, mathoaw pazazai.","你們今天過年喝酒,耍帥裝派頭。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"thitho maqa mathoaw montnash sa toali, mathoaw pazazai.",他因為很有餘錢而使架子裝臭臉。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho maqa mathoaw minshiosh sa toali, mathoaw pazazai.ya pakikalhian anto shontatam.","他因為有剩錢而使架子,被人家問話也不回應。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
balinoqaz maqa mapaqirqir matonaw mathoaw pazazai.,蟋蟀因為相鬥勝利而驕傲炫耀。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"balinoqaz mapathay mapaqirqir, sa matonaw mathoaw pazazai.","蟋蟀相鬥互咬,得勝的大肆炫耀。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa aniamin la mika na noma qa! la a pazazai!,"這東西沒什麼,何必炫耀!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho shizoqan mara'in a madimrath mathoaw pazazai.,他掛著大的金鍊子大肆炫耀。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho mara sa takith, mathoaw pazazai sa thao.","他捉到山羌,向人炫耀。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"miho a minara wa takith langqisosay, ata to pazazai.","你捉到的山羌很小,不要炫耀。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
yako pazazai ifazan maqitan a holos.,我炫耀穿著的漂亮衣服。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"hoya wa azazak ifazan maqitan a tapaha, mathoaw pazazai.",那個孩子穿著漂亮的鞋子大肆炫耀。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"hoya wa binanao'az mathoaw pazazai, anto malhalhinona.","那個女人很驕傲,不講話。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"hoya wa shpoot pazazai, ya mapado anto malhalhinona.","那個人很驕傲,遇到了也不打招呼。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"hoya wa binanao'az ya mapandoo itan anto malhalhinona, mathoaw pazazai.","那個女人遇到我們也不打招呼,非常驕傲。 ata tu pazazai!不要炫耀!或:不要驕傲!",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pazimi iho.,你編!,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya kmaan sa afo ya minhiahiaw kmaan, paziwatan sa tiaz noma makashpar.","如飯如果吃得很快,肚子會脹痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya paziwatan iqilha oan sa pinishqati a sazom, niza thitho to a paziwatan.","如果肚子脹痛,喝一下開水就不會脹痛了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"naak a rima pazozoyan sa qathna, mathoaw makashpar.","我的手被刺扎到,很痛。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iho ya fqat sa qaolh inanoro a pazozoyan sa rima.,"你如果剖篾要小心,手會扎到。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a pinalhoiza wa tamako pdaspdasin sa soma.,我種的的菸葉被人剝掉了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tamaqoan a tamako a filhaq mathoawiza maharaharan shdoiza pdaspdasin.,"菜園子裡的菸葉很大片了,已經可以剝下了。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
naak a tamako a filhaq pdaspdasin soma.,我的菸葉被人剝走了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pia'ania naak a qomqom lhmopish patashan.,讓我的孫子更會讀書。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa kayo pia'ianan sa afo ya malhalhasiza.,這陶鍋是飯煮熟了要放飯的地方。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piabalohbo thitho sa afo amaqa amaqitan ya kanin.,"他在把飯弄乾鬆一點,這樣才會好吃。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
itaon a bokhaz piabariz oho.,你把屋裡的地面整平。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"piabariz sa pinazim arinishop, amaqa amaqitan riqazan.","把牆壁的粉刷抹平,這樣才會美觀。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
piabariz iho sa bokhaz amaqa amaqitan mondadaan.,"把地面整平,這樣才好走路。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piabashbashiwan sa shnir! itia! piabashbashik sa shnir.,湯請多放一些!有啊!湯已被我多放了。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"iho ya pintata sa pania'an, piabashbashoan sa shnir.","你煮菜時,請多放一些湯。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"iho ya pintata sa pania'an ya poqtilha, piabashbashoan sa qtilha.","你若煮菜放鹽時,請把鹽多放一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ya alhai iho thitho piabashbashoan dai.,"你若要給他,就多給一些。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
iho ya mrishop pinazim piabazay sa rinishop.,"你如果粉刷牆壁,刷薄一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
apataqazin thitho piabrithik.,他要挑的東西被我堆得很重。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"haya wa barimbin ponashaak sa aniamin, piabrithik, qazii ya shiroan.","這部車被我堆了很重的東西,不知是否承受得起。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piabrithin thitho sa naak a apataqazin.,我要挑的擔子被他堆得很重。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piafazaq naak a qomqom ya lhmopish patashan.,讓我的孫子會讀書。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piaharan sa saran amaqa sa barimbin ya mapandoo maqitan.,"把路弄寬一點,這樣車子才方便會車。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"fafoy a bonlhaz ya konlhit ata to piabazai, piakakoshtor oan.","切豬肉時不要切薄薄的,要切厚一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
akanin thitho a bonlhaz piakoshtor oan.,他要吃的肉請切厚一點。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piakalingkin naak a ayozi! maqitan thitho a boot.,"讓我的先生平安,身體健康。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piakamon oho sa pania'an.,菜摻辣一點。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"piatnaq piakamon sa pania'an, ani sa soma to madadoo sa makamon.","菜不要不要摻得太辣,有的人不愛吃辣的",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"tosoqi sa azazak, piakarishkish sa azazak amaqa aianan sa akanin ya kahiza.","約束小孩子,使他們勤勞,以後才會有食物。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ata sa azazak to iapano, piakarishkish!","小孩不可以懶惰,要讓他們勤勞。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pashtayi piakazakazash.,向大家逐一表明心意。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thaythoy manasha amoshaiza pashtaywan piakazakazash ladado.,"他們很多人要回去了,給他們每個人一點點意思表明心意。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"thaythoy ya moshaiza, pashtaywan piakazakazash ladadodado.","他們要回去了,給他們每個人一點點意思表明心意。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya anto piakazashan, patatara thaythoy mzai, ""mathoaw haya wa thao maqaimoth.""",如果沒有表達心意的物品會被他們講閒話說:「這個人很吝嗇。」,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piakazashiwan ladado.,表明少許心意。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"piakazashiwan noho ladado, amoshaiza thitho.","他就要走了,你表明一些心意。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piakazashoan ladado.,表達些許心意。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a piathaothaon itia monai kilhnaqoalh, ianan azazak, piakazashikoan azazak ladado a toali.","我的親戚來玩,有小孩,我給小孩少許錢以表示一點意思。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
piakondor ya kmalawa sa taon.,蓋房子要蓋堅固。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"iho ya kmalawa sa taon piakondor, amaqa ya rinozin anto amontonoq.","你若蓋房子要蓋堅固,這樣如果地震才不會倒塌。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
piakoshrathoan oho ya pit'ia sa afo.,你煮飯的時候請煮乾一點。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
a piakozak kmalawa haya wa aniamin?,這個東西我要怎麼做?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,test
a piakozak qmalosh haya wa aniamin?,這東西我要怎麼分呢?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
a piakozan oka yako sa toali?,我沒有錢要怎麼辦?,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
rapathi oan oho! pialamlam oan sa fonosh.,"請你磨一磨,把刀子磨利一點。",Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pialhias sa apoy maqa a shaqton.,火點亮一點才看得到。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pialhias sa apoy a shmaqish yako sa holos.,火點亮一點!我要縫補衣服。,Formosan-ILRDF_Dicts/Final_XML/Thao/Thao.xml,standard,UNKNOWN,sentence,train
