xnb,chinese,source,kindOf,dialect,row_type,split
marococoa kita mocaca.,我們兩人走在一起。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'akooni moso avangvangee.,別全部拿光。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'akoneen moso avangvangee.,別全部拿光嘛。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
'akoneen kaso avangvang.,別全部拿光嘛。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikaravangvang tacao mima pa'ici.,狗喝了全部的酒。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
takacicin ia cʉmʉ'ʉra tina'an moso.,你們要主動照顧自己身體。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nimakapeen co ngoain nipo'a tarisi.,他已經買了幾次繩子?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ii co ko ii co kaso.,換我了。/換你了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kaTaipei ko.,我住在台北。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanaan kaso kanaan soa 'angai.,你住哪裡?/ 'angai住哪裡?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manmaan paracani ka'aan manmaan mosotatoon.,"喜歡唱歌,不喜歡跳舞。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manmaan mamia paracaan.,只喜歡唱歌。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pani tamna kari ia tavarʉʉ'ʉn mako atioma kavangvang.,Pani的話我完全同意。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kavangvang sipotokikiio ia posikaarʉn kee na cʉpʉʉng.,他每一件工作都會盡全力。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tavarʉ'ʉʉn mako atioma Pani tamna kari.,我可以接受Pani的話。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
noo makaan kamo mara conoko ia ocani mamia.,你們每次只能拿一個麻糬。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soni ia makaan mamia mara ocani.,"今天,只拿一個。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soni ia nimakaan ko mamia mara conoko.,今天我只拿了一次麻糬。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sinmʉrʉʉve coma mako 'itomoro vaantoko mova ngoain tamna tanriia sikacamai.,我爸爸借了很多錢給他的朋友請客。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tacin tacin cao manmaan kangvang ngoain takacicin.,每個人都喜歡自己。 餒個人都喜歡自己。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
makaposan makatoon co ngoain pʉrʉsʉʉvʉ 'ikoa.,他三番兩次的欺騙我。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maka'ʉnaa'ʉna co ngoain pʉrʉsʉʉvʉ 'ikoa.,他一次又一次的欺騙我。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maka'ʉnaa'ʉna matican seritoong matoopʉng 'ikoa.,他一次又一次的用一個木瓜丟我。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako paka'ʉna'ʉnʉʉn mokosa cʉmacʉ'ʉra ringee.,我要一次又一次地去看陷阱。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
kecancan kita mocaca tarisinatʉ.,我們一起走去學校。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
kecancan kasoa mocaca.,我跟你一起走。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako kecancaniin soa 'angai.,我要跟'angai一起走。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kocovcovoong kita.,我們很多人一起吃。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
popoeeri kita komakʉʉn.,我們換來換去地吃。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
acancanioo mara.,一個一個拿!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niacancan kee mara.,他一次拿一個。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nivoa kee mamano piracancan nivanga.,他分給每個小孩一根香蕉。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
piracanicaniin mako mamano movoa nivanga.,我正在分給每一個小孩一根香蕉。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
karapai'ci ko.,我喝酒。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
te ko mocaca na cikiiring cakʉʉran.,我要去河邊走一走。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tʉʉni co.,夠了夠了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
okosʉʉn mako marivora'ʉ kavangvang mamano.,由我去打全部的小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mokosa ko marivora'ʉ kavangvang mamano.,我打全部的小孩。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nipaira kara kaso mopanaa'ʉ vavoro.,你以前是不是常常打山豬?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavarʉ'ʉn co moso kavangvang.,你很厲害!(字面:你知道所有的事。),Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
saiho co ko.,我很會。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cocoro co ko tavaraa'ʉ.,我很會了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
nipana'ʉ co mako.,我已經一半。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
karamomoan kaso pa'ici neen soa sipakamamanʉʉng tina'an.,"你喝很多酒,對身體有何好處?",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sekanomani moso soa pa'ici.,酒用來做什麼?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
karanomani kaso pa'ici.,你喝什麼酒?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nipirapeen soa ngoain sovoong kamoa.,他分過你們幾次?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia pirapeen 'angai sovoong kamoa.,'angai要分給你們幾次?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ka'aan tavarʉʉ'ʉ.,不知道。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pani tia pirapeenin moso sovoong arang kimia.,"Pani,這肉要分給我們。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
manmaan ko iiko takaciicin.,我喜歡我自己。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
marivora'ʉ ko iiko takacicin.,我打我自己。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kacaoa kiim kinvavaaia soa iiko ia matirociin ko mano.,"我們有很多兄弟姊妹,我排行老二。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa iiko ia nimatirociin ko.,我被排在第二個。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tirociniin mako tarokoka.,我要抓兩隻雞。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
aramia'ʉ ko komakʉʉn co.,我起床然後吃飯。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
arikʉpo kavangvang cʉʉn nomanamaarʉ.,把全部的草堆起來然後燒掉!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'omo'oma mita cʉnʉ mamia kavangvang.,我們的田全部都是草。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
te mako cancanin mamano sovoong kamsia.,我要一個小孩分一個糖果。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
te mako arivangvangʉn mariposiaan.,我會把所有的稻子割完。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manasʉ tia tavarʉ'ʉn mako mariposiaan.,我或許會割稻子。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanganiin mako iisi.,我會珍惜這個東西。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanganiio takangaka.,珍惜時間!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'itomoro pai'ci 'akia kamʉcʉ tacin cao nimima canpania pai'ci.,"酒很多,一瓶酒都沒有人喝。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
kamʉcʉ somacʉkʉna.,希望你能成功!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamʉcʉ pa iovato.,希望能夠來。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nimototoro cao mamacai.,三個人死了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
aracini ko arapanaa'ʉ.,我一個人跑步。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
aracocoa kita arapanaa'ʉ.,我們兩個人一起跑。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
paracinio 'apaara.,讓他一個人去拿。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kocaniin mako seritong iisi.,這一顆木瓜我吃。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko korociin komakʉʉn arokariki.,我要吃兩顆番茄。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikorociin kim vakaatʉ.,我們吃了兩顆西瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikorociin ko vakaatʉ.,我吃兩顆西瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikorociin mako vakaatʉ.,我吃兩顆西瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miseen kocicinia soa cao iisa.,為什麼那個人一個人在吃?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
makacanicani ivato sieen pokari kitana.,一次又一次來這裡叫我。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako potocanicaniin seritong mepacai.,我要讓木瓜一個一個死掉。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miseen aracanicani ngoani aratʉkʉʉn.,為什麼他們一個一個離開?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ararocirociin kita moca.,我們兩個兩個走。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
aracococoa kita arapanaa'ʉ.,我們兩個兩個一起跑。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
'aparacinicinio ngoani 'apaara seritong.,讓他們一個接著一個去拿木瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maratorotoro kim atioma.,我們三個三個去領。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'esi maratorotoro tapenange mingane.,鳥三隻接著三隻飛。/鳥三隻三隻同時飛。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kocancan kita komakʉʉn camai.,我們一起吃菜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikocancan kee cao kʉmʉʉn.,人們一個一個地吃。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa iikamo nivato cao ia te kamo tatoro tatoro atioma nivoa mako kʉʉna.,"你們這些來的人,可以三個三個來領我給的食物。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pacancaniin mita pepe.,我們自己分一人一個。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pacancanio iikamo pepe.,你們一個人一個!,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
miana sieen ia namiiri'i canomo.,以前這裡很多水。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
namacakoarʉ posiaan.,本來稻穀很多。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko toporo na to'onaa kacaoa cao.,我要坐在人多的地方。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa vakaatʉ ia nikovangvang 'avia mata 'angai.,'avia和'angai把西瓜吃光了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'akoon kaso piravangvang seritong sovoong na cao.,不要把所有木瓜都分給人。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'akoon moso piravangvangee seritong sovoong na cao.,不要把所有木瓜都分給人。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
nimosa co kavangvang cao na Namasia.,所有的人都去過那瑪夏了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
rarima cao ia niarivora'o 'angai kavangvang.,'angai五個人都打了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
opeen karoa karo moso.,你的木材有幾根?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mee opito takananga veroovana miʉra 'esi ko komakʉʉn.,"昨天七點的時候,我正在吃飯。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
orocin co taniara koo pa ko komakʉʉn.,我已經兩天沒吃東西了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'itomoro co taniara koo pa ko komakʉʉn 'oro.,我已經很多天沒吃東西了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
masiin soa omi ia aceco nipo'aa.,現在梅子已經賣掉了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ci kia poco'o kanavonavo.,我要整理麻竹了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
noo cʉmʉre en soa ramaang vavoro ia kamanʉʉngʉn kee soa ringee vavoro.,"如果看到山豬的足跡,就做山豬的陷阱。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
noo nimoringee ci ia moaca co mosa totonovo taro'an ni.,"如果他們已經設好陷阱了,他們就會走到他們的獵寮。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia matapari'i mano sii avoon avoon na kokoca.,"小孩會掉下來,因為是揹在背上。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
noora ia moaca co romingee.,明天 會去設陷阱。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
iiko ia coma Mo'o.,我是Mu'u叔叔。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko poisoa aracakan.,我要說打獵的事。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sii niaro co cao kangvang mamaan mako.,因為我所有的小孩都被娶走了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
iimo makahi iikoa po'isoa pa vina'ʉ.,所以 叫我再說一遍小米的事。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
momoko mamarang miana tanoko tammi.,長輩們以前種芋頭和地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nacina mako marang.,我逝世的母親年紀很大。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
moraan Pani cina maara tikoro.,Pani幫媽媽拿衣服。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ʉsʉ'ʉʉn Coma paici na takoacapa.,爸爸把酒放在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mʉsʉ'ʉ Coma paici na takoacapa.,爸爸自己把酒放在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
mosʉ'ʉ paici Coma na takoacapa.,爸爸把酒放在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mʉsʉ'ʉ na takoacapa Coma paici.,爸爸把酒放在桌上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
totoroon mako Pani po'iisoa kari isi.,我告訴Pani關於這個話題。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia miapacai Pi'i totoi iisoa.,要殺那隻豬。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pi'i soa nimiapacai totoi iisoa.,是Pi'i在殺豬。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kasakʉnoo tanoko sii noo matapariin ia 'akia co siropaca mita.,"要珍惜水瓢,因為如果掉下了,我們就沒有得用。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'akoni apatapari'ee tanoko tia araporoporo.,"不要弄掉水瓢, 會破。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
apatapari'ee mako tanoko.,我弄破了水瓢。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia mako 'apatapari'iʉn tanoko.,我要弄掉水瓢。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
apatapari'in mako tanoko.,我要讓那個水瓢掉下去。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
apatapari'ee mako tanoko.,我把水瓢弄破了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manasʉ nipatapari'i mako tanoko na cacaan.,也許我在路上弄掉水瓢了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko oropaca tanoko mima canomo.,我要用水瓢喝水。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa ko ocanomoʉn canomo cakʉran.,我還沒有取河裡的水過。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo pa ko mocanomo canoma cakʉran.,我還有在河裡挑水過。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
matapari'i tanoko.,水瓢掉了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
takacicin matapari'i tanoko.,他自己掉下了。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tavarʉ'ʉn mako Pani.,我知道Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tarakanang ko Pani.,我認識Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ʉsʉ'ʉʉn mako tanasa sinatʉ.,書本我放在家裡。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nipatai'i mako sinatʉ tanasa koo mako aviciʉn.,"書我留在家裡,我沒有帶。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
ʉsʉ'ʉʉn mako sinatʉ tanasa.,書本我放在家裡。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa takoacapa ia tia ʉsʉ'ʉn mako sinatʉ.,那桌子我要放書本。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
komakʉʉn ko tammi.,我吃地瓜。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
imʉ'ʉn mako canomo.,水我要喝。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako imʉ'ʉn canomo.,水我要喝。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
mima ngoain canomo na cakʉran.,他在河裡喝水。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa paira taima mako canomo ia cakʉran.,我常喝水的地方在河裡。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cakʉran ia tocanoma mako canomo.,河是我經常挑水的地方。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te ko mocanomo.,我要去挑水。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pʉpʉʉnʉn mako ngica'ʉ na naropo.,我把蚯蚓鉤在魚鉤上。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia tocanoma mako canomo cakʉran isi.,這個河要成為我汲水的地方。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cʉ'ʉrʉʉn ngoain voanʉ 'acoo aravavoro.,"他看了月亮,就變成山豬了。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nimiaranao ngoain comacʉ'ʉra voanʉ 'acoo aravavoro.,"他看了月亮很久,就變成山豬了。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niarivora'ʉ mita cao iisoa 'acoo niaramamanʉng.,"我們打了那個人,他就變好人了。",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niarivora'ʉ mita cao iisoa.,我們打了那個人。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tia marivora'ʉ Pani Pi'i.,Pani要打Pi'i。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tia marivora'ʉ Pi'i Pani.,Pi'i要打Pani。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia arivora'ʉn Pani tacao.,Pani要打狗。,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
