ami,english,source,kindOf,dialect,row_type,split
Siotovay haw kiso?,Do you have a motorcycle?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Hay! Siotovay kako.,I have a motorcycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Caay kasiotovay kako.,I don't have a motorcycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mangaay hakiya ano tara kako a miliso' i tisowan?,May I visit you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hay, kapah to!","Yes, I would love to.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Mangaay hakiya ano tara kako a miliso' i tisowan?,Can I interview you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A caay kako, caay kaadihay ko nikavana'an no mako isaw.","Don't, I don't know much about it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Mangalay isaw kako a miliso' i tisowan, silawad hakiya kiso i herek no kalahokan?","Are you free this afternoon? I'd like to visit you, is that okay?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Hayi! Talaay to no mako kiso i loma'.,"Okay, I'll wait for you at home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Silawad haw kiso anocila? Ira isaw ko papalitaan no mako to rayray no Pangcah.,Are you free tomorrow? I would like to ask you about the legends of the Amis.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A talalotok kako anocila, a awaay i loma' isaw.","I'm going to the mountains tomorrow, so I won't be home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Matesek ko nikavana'an no miso to lekakawa no Pangcah saan ko nikatengil no mako. Sisa, mangalay isaw kako a mipalita i tisowan.","I heard that you know a lot about Amis traditions and customs, so I would like to ask you a few questions.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay kahacowa ko nikavana' no mako, nika, sadakadakay hanaw to no mako a pacaov.","I don't know much about it, but I will try to answer as best I can.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Kapah to haw a lo-inen no mako? Hangay maangaay a dodoen a misorit i nalikolan.,Can I record the video? It will be easier to record in the future.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Hayi! Kapah to!,"Okay, no problem.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pinato saw ko mihcaan no miso anini?,How old are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Siwato a polo' ira ko walo ko mihcaan no mako.,I'm 98 years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
I terongay hen a miheca a melawen ko tireng iso haw.,You look middle-aged!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Icowa saw! Mavakito kako ira!,"No, I'm not! I'm old.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Icowaay saw a niyaro' kiso?,What tribe do you come from?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U Natoranay kako.,I'm from the Nadulan tribe.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U Pangcah to haw ko vavahi no miso?,Is your wife also [Amis]?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay, o Poyoma cira.","No, she's a Puyuma.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U macowaay saw a sasowalen ko kavana'an no miso?,What languages do you speak?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Mavana' kako a semowal to no Pangcah ato no Poyoma isaw.,I can speak Ami and Puyuma.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Maolah kako anini a remiad a miliso' i tisowan, kedamay kasemowal may to paysin i nipiadopan namo?","It's a pleasure to interview you today, can you talk about the taboos you have when it comes to hunting?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hayi, kapah to! Yo masakapah hen hinatayra kami i lotok a miadop.",Yes. We used to go hunting in the mountains when we were young.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Tadamaan ko nipasevana' no miso itina remiadan, aray han no mako kiso.","Thank you, what you taught me today was really great.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
No namaka toasay solinayay amin ko nipakongkoan no mako.,"All that I say is true, the sayings of my ancestors.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hatilaaw to ko nikasasowal no mita, awaay to ko sasowalen to nipavatis no miso, aray han no mako kiso.",This is the end of our interview today. Thank you very much for sharing with us.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Aka haeni ko sowal, romaaw to kita a masasowal.","Don't say that, let's talk about it next time.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hatilaaw to ko demak ita, halhalay to saadihayaw to ko nipakongko anoroma.",That's all we've done. We look forward to hearing more stories next time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Hayi to! naon han to ko rakat.,Okay! Please take care.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Ini haw kiso, o maan saw ko cakayen no miso?","Hello, what do you want to buy?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A micakay kako to kopo.,I want to buy a cup.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mangalay kako a micakay to toper.,I want to buy a hat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A micakay kako to kopo, pacakay haw kamo?","I want to buy a cup, do you sell them?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ira to! a pina saw ko cacakayan no miso?,"Yes, how many do you want to buy?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pacakay haw kamo to icep?,Do you sell betel nut?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Awaay! Caay pacakay kami to icep.,"No, we don't sell betel nut.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mangalay kako a micakay to velac.,I want to buy rice.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
A pina saw a tavo ko nipicakay no miso?,How many packs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Toloen a tavo ko nipaveli i takowan.,Give me three packs.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A micakay kako to vonga.,I want to buy sweet potatoes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Awaayto! maeminto a pacakayen ko vonga.,No more! All the potatoes are sold out.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A micakay kako to simal, tosa a sinatowik.",I want to buy two bottles of oil.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Ca:cay to a sinatowikan ko osaw.,We only have one bottle left.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Patadoi hen isaw kako a micakay to litaol.,Go buy an egg for me.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A pina saw a dadoy ko nipicakay no miso?,How many pounds do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
A pina saw a dadoy ko nipicakay no miso to litaol?,How many pounds of eggs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A tosa a dadoy ko nipicakay no mako.,I want to buy two catties.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A micakay kako to kenaw, tosaen a kamel.",I want to buy two green onions.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Tolo to a kamel ko osaw, hamisoen to amin.","There are three left, all for you!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Pina saw ko aca nina velac?,How much is this bag of rice?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cacay a tavo tosa a patekenan ko aca,$200 for a pack.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Komod han tosa a polo' ira ko cacay, tosa a polo' hanaw to ko nipisaosi.","The total is $21, just count $20.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Iho'iho:, kiso!","That's very kind of you, thank you!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Siwa a polo' ira ko lima kinian.,Here's $95.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Tongalay no mako ko nipicakay, edemaw ko cacay a patekenan.","I'll buy some more, so I can make up $100.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Komod han ko aca, lima a patekenan ira ko moketep.",All $510.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Masa saw? ano limaen a patekenan ko nipaaca no mako?,"Count me in for $500, okay?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Matekes isaw, masasaw a kelolen atodi ko aca?","It's too expensive, can you reduce it a bit?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"A caay isaw, awaay to ko kakelolen.","No, this can't be reduced any further.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Inian a piyangan ko alaan no mako.,I'll take this packet of cookies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Tolo a polo' ko aca nina piyang, ira hen haw ko kangalayan?","$30 for the cookies, anything else you need?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Madengay to haw kiso a pacaliw to pida i takowan.,Can I borrow money from you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Hay isaw! A hacowa saw ko nipicaliw no miso?,Yes! How much do you need?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Mapawan kako to papidaan hani, caliway aca ko pida no miso?","I forgot to bring my money, can you lend me your money?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Mahaen kako, awaay ko nipikerid no mako to pida.",I don't have any money either!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Mapawan kako to papidaan hani, caliway aca ko pida no miso?","I forgot to bring my wallet, can I borrow money from you?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Aka, caay hen kiso panokas to nicaliwan i naayaw.","No, you haven't paid me back the money you borrowed last time.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pacaliwi kako to vodoy iso.,Can I borrow your clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hayi, keda! Kaiso to ko mialaay.",Hooray! Get your own!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pacaliwen aca kako to codad no miso.,Can I borrow your book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pacaliwento no mako ci Nakawan.,I lent it to Nakaw.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pacaliwi kako to vatikar no miso?,Can I borrow your bicycle?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hayi! Nika, a panokasen to no miso anocila.","Okay, but you have to return it tomorrow.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Uradan to! caay kasicacevaren kako, caliway hen aca ko cacevaren no miso.","It's raining, I don't have an umbrella, can you lend me your umbrella?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Ca:cay ko cacevaren no mako, cacayat hanaw to no mita.","I only have an umbrella, let's stick together!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"U nipacaliwan no miso kina codad i takowan inacila, ya! panokasay to no mako kiso.","Here's the book you lent me last time, take it and give it back.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Ano ira hen ko mamamelawen a codad, sowal hanto kako.",You can tell me what else you want to read.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A hacowa saw kako a panokas i tisowan to nicaliwan a pida?,When do I have to pay you back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Asiroma, ano sipida kiso itiya han to a panokas.","It's okay, you can talk about it when you have money.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
A hacowa saw kiso a panokas to nicaliwan a pida i takowan?,When are you going to pay me back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Cilaaw to no mako a panokas i tisowan.,I will return it to you tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A hacowa to saw kiso a panokas to nicaliwan a codad i takowan?,When are you going to return my book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Napanokasento no mako kiso inacila kiyami.,Didn't I return it to you yesterday?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Nipacaliwan haw ni Kacaw kina sapisorit i tisowan?,Did Kacaw lend you this pen?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Hayi! Nicaliwan no mako i ciraan anini a remiadan.,"Yes, I borrowed it from him today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Nicaliwan haw no miso ci Kacawan kina sapisorit?,Did you borrow this pen from Kacaw?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Caay, o nicakayan ni ina ako.","No, this is what mom bought.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
"Awaayto ko cilah, caliwen ko cilah na Panay.","We're out of salt, go borrow some from Panay.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hayi, caliway to no mako.","Okay, I'll borrow it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Papinokasen ci Panay to nicaliwan nira a pida i takowan.,Go tell Panay to pay me back.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pina saw ko nitadahan nira to pida i tisowan?,How much does she owe you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A talacowa saw kiso?,Where are you going?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
A tayra padatengan kako a paloma to dateng.,I'm going to plant vegetables in the garden.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mimaan saw kiso?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Tanorengos saan, mivirsiw kako to rengos, a pananom aca anosani.","There's too much grass, I'm cutting the grass, I have to water it later.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Padangen aca kako a miala to kakawit ato tatak?,"Will you get my scythes and hoes, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Icowaen saw no miso a pateli?,Where did you put it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
I tapiingan no tavi ko nipateli.,Put it next to the plow rake.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Natavien to haw no miso.,Did you turn over the soil?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Maheka nitavien no mako, a paloma to anosani.","I just turned over the soil, and so on to sow seeds.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Dengay to haw a datengen ko nipalomaan no miso?,Are your vegetables ready to be harvested?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Dengay to a datengen ko itiniay a tamana, iraayay a maoway a caay hen ka o dadatengan.","The cabbage here is ready to be harvested, but the Showa grass there is not yet ready to be harvested.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Hovaw! Kiya hatila to saw ko nivongaan no miso?,Wow! You dug up so many gourds.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Singaen kina vonga i alili?,Can you store the sweet potatoes in the barn?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mimaan saw kamo?,What are you doing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Mitavokod kami a mivoting,We were throwing nets to catch fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Adihay haw ko voting itini?,Are there many fish here?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Adihayto ko nitavokodan niyam i vovo.,We've been catching a lot of fish in the fish traps.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Maanen saw namo a mivoting i kaloremiadan?,How do you usually catch fish?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Tavokoden no mako ko nipivoting.,I use a gossip net to catch fish.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Pana'en haw no miso ko nipiadop?,Do you know how to hunt with a bow and arrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U rarakatan no vavoy no lotok kina lalan.,This is the road the boar took.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Kiya mavana' saw kiso?,How do you know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"No vavoy a narakatan kinian, manay, o rarakatan no vavoy no lotok kina lalan isaw.","These are the footprints of the boar, so this is the path the boar took.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Kalamkamaw no mita a milido' to nipatekeran, mahaen simalepelay no tama'.","Go and see our trap, for it seems that we have caught our prey.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Mahiphip to no waco ko silet no vavoy, sakalamkamaw no mita a mikoko.",The dog seems to have smelled it. Let's go after them.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U maan saw ko sanga'en no miso?,What are you working on?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Misaerid kako to sapiteker to tolok.,I'm making lasso traps to catch pheasants.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U maan saw kira nipateliyan no miso itila?.,What is that thing you put there?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"U sasekerot a teker kiraan, o sapilepel to mancel.","It was a leg-rigged rope trap, and we used it to catch Shankiang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Mapalemed kita no kawas, adihay ko tama' no mita i anini a remiad.","Thanks to the blessing of our ancestors, we had a great harvest today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Hayi o! ano tangasa to i loma' iri, pavavatis hanaw to ko cavacavay.",Yes! Let's share it with our friends and family when we get home!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Anini a remiad a pasevana' kako i tamowan, a maan han a semowal ko mananowangay a ma'oripay to sowal no Pangcah.",I will teach everyone all kinds of animals in Pangcah language today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
"Anini a remiad a pasevana' kako i tamowan, a maan han a semowal ko lemangaway to sowal no Pangcah.",I will teach everyone all kinds of plants in Pangcah language today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Anini a remiad a pasevana' kako i tamowan, a maan han a semowal ko nipalomaan a heci to sowal no Pangcah.",I will teach everyone all kinds of fruits in Pangcah language today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Aka kavoti'.,Don't sleep.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Aka kasemowal.,Don't talk.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Aka kakemaen.,Don't eat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Patahekalen ko codad no miso.,Take out your textbook.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Patahekalen ko sapisorit no miso.,Take out your pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Patahekalen ko sasasoritan no miso.,Take out your homework.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
Singa'en to ko codad.,Put your textbook away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Singa'en ko sapisorit.,Put your pen away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Singa'en to ko kakaenan.,Put your food away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
Singa'en to ko sasalamaan.,Put your toy away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U nima saw kina sapisorit?,Whose pen is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U no mako.,It's mine.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
U nima saw kina codad?,Whose textbook is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U ni Kacaw,It's kacaw's.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
U nima saw kina savoric?,Whose eraser is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
Caay kavana' kako.,I don't know.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
U ni Kacaw haw kira vodoy?,Is that Kacaw's clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,validate
"Caay, o ni Panay a pakitopen kinian.","No, this is Panay's coat.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,test
"Pasevana'ay, mapawan kako a mikerid to codad no mako.","Teacher, I didn't bring my textbook.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Amis/Southern_Amis.xml,standard,Southern,sentence,train
