sxr,chinese,source,kindOf,dialect,row_type,split
itaiaraisa langicana maci talasololonga?,天空為什麼會打雷?,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macoa pahlomiiamiiaisa kani'i ia inipaitatʉahlani?,這些問題的答案在哪裡可以找到?,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pasamanganʉ omiiapʉ toahlʉ papohla siiaracahliiakiia.,勤讀書可以讓我們增加知識。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hliomiiapio i kani'i sohlatʉ kisoahlahlamana takiiarʉna?,你讀過貝神故事這本書嗎?,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kani'i sohlatʉna toahliko i omohlisanan ihlao?,這本書我可以向你借嗎?,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"oka'a ma ihlako, hlaa macahliako maroa ma Ango'o, toahlʉako tomalʉlʉvʉ ihlao omohlisana.","我沒有,但是我知道Angu'u有,我可以幫你向他借。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"'ʉ'ʉraisa, maci tomatoahlʉisana omohli ia alo'ai ovora ihlako.","謝謝,如果借到的話你拿給我。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
a'ʉ hla kʉlʉpʉngʉ ia tomoao takacicihlio'ai ovoran Ango'o.,好的看完的時候你必須自己給Angu'u。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mosala kiira kiʉlʉsʉ laʉlaʉviko mahlokoa i'a'ana sohlatʉ.,昨天我和同學一起到書店去。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoamo mʉmʉa po'a sohlatʉ kisoahlahlama.,我們都想買故事書。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
olavahlamo ia tarisiahlaiamo pocani sohlatʉ maraiiahlʉ.,結果我們兩人都各買了一本書。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maniki ia koparaiiahlʉ a hlipo'ahlamo sohlatʉ kisoahlahlama.,但是我們買的故事書卻不同。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"hlipo'aisa kana'ana ia sohlatʉ ""Hla'aloa vaaso"" hlipo'ako ia sohlatʉ ""tamotasai.""","他買的是《拉阿魯哇的勇士》,我買的是《北斗七星》。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maniki koparaiahlʉ a hlipo'a sohlatʉ ia, mavacangʉkai maraiahlʉa 'aisa.","雖然買的書不同,但是價錢剛好相同。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
hlatomoako pasakolai aracahlia.,我好希望能趕快學會。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macoako aracahliaco somohlatʉ ia.,當我學會寫字的時候。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mataingalʉ tomoa somasohlatʉ ovora ma masaihla ahlaloa.,最想寫信給遠方的表哥。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
caihlikani'inani koacahlia kana'ana aonini'aiiao.,不知道他這幾年過得怎麼樣。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaloa mavacangio.,表哥你好。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
volahlʉ kikiari hlivorao ihlako otolo tʉpʉhlana sohlatʉ tam aromokako mʉmʉa.,上個月你送給我的三本書我都很喜歡。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maroa hlitimahla maco omalilʉpʉngico marapakiiatoroaco.,聽說你畢業了就要成為老師。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoako pasamanganʉ omiiapʉ.,我要努力讀書。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlatomoa maraiahlʉ ihlao ariari maracani mavacangʉ pakiiatoroa.,希望和你一樣將來做個優秀的老師。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aariaariako somohlatʉ hlita'iara.,我每天寫日記。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sohlata ihlako a hlita'iara aariaari hliparahliiana.,我把每天發生的事記下來。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
maci aonani tomatatahlamʉ ia siaracahlia somohlatʉ.,這樣不但可以練習寫字。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
toahlʉkia mʉmʉa maivacavacangʉ tʉkʉtʉkʉa.,也可以培養我的耐心。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
hlisohlatikona ia matomohlo a atʉhlʉnga hlicaliva.,日記裡有許多我的回憶。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoako maivavacavacangʉisana omaihli.,我要好好的保存它。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
poatoatoso sohlatʉna hlimatikorona malangihlo.,郵差穿著綠色的衣服。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maniki ari mahlʉnga ahla ahlaosahla.,不管晴天或雨天。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pocacanisa sohlatʉkari poatoso aocaocani saliia.,他把信一封一封送到每個家。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam masasangarico mʉmʉa ka coco'o matialo sohlatʉkari.,人們收到了信都很高興。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mosala cocohlamo mʉrʉcʉka hliʉrʉcʉkaisa pirahlivihlivi isa tokotokocoa siasasangarʉmʉmʉa.,我們的族人去打獵會把獵物分享給親友。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tokocoma masaihla mʉcʉkʉhlʉ takoliliongo omala ropohloa cocosalia mataingalʉ mavacangʉ anʉ.,遠方的朋友來拜訪主人會把最好的食物拿出來。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kilalialika miararoma maroacoco'o comacohloko maroacoco'o picoa mapaci maroacoco'o papapaci tahlakʉ.,"部落裡舉辦祭典有人舂打麻糬,有人釀小米酒,有人殺豬。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sitakoamia aonanaia mairahlo sitakoamia ahlomahlamo.,這樣的生活是我們的傳統習俗。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pahlomiamia karia kani'i na ia,這句話的意思是:,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maciararovana tomimahla tamociakʉ omaniia maciaonana omacʉkamatata omaosahlʉ tʉtʉrʉ.,如果傍晚時聽見青蛙叫那麼隔天一定會下雨。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macimaivʉvʉrʉnga tomimahla takaokao omaniia ara'arimahlʉnga tʉtʉrʉa langica.,如果早晨聽見老鷹叫那天氣一定晴朗。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maniki takoo pasaranaʉia ahla mairahlo patʉkʉtʉka.,雖然不一定可靠但是通常是很靈的。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakiatoroa misaini a kani'ina?,"老師,這是什麼?",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
piatongatonga a kani'ina.,這個叫口簧琴。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomototoroako ihlamo tomamahlʉngʉ tongatonga arinani.,我今天要教你們做口簧琴。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kani'ina ia hlipatʉahlʉisa ka ahlamahlamo sipaani.,這是我們祖先發明的樂器。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"ocanika hliarohlipia raco'o hla siakilia toahlʉ takʉlʉpʉngʉ, tam talakiahlʉ!","只要竹片和繩子就能完成,很簡單!",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
acahlimʉmʉa hla mataingalʉ maci takʉlʉpʉngaʉ ta'iara omoma.,任何時候都可以尤其在農閒的時候。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocani maci maroa coco'o salia mosalaia.,但是如果家裡有親人去世。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koco acahli paanii aonanaia taroatʉahlʉ palisia.,就不能吹奏否則會觸犯禁忌。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
miararoma hlamoia maro raco'osalia tahliolo hla tapohlaihlia.,我們部落有竹屋、穀倉和集會所。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
raco'osalia ia italoailipia hlamo hla sialasongoli parana.,竹屋是我們乘涼和取暖的地方。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tahliolo ia aroamia mikoa hlita'iaraanʉ ramangʉ talovoco moalikapʉ oomo.,穀倉是用來放農作物防止老鼠偷吃。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
kani'ina ia mairahlo sipairaroroma hlamo hla'aloa.,這是我們拉阿魯哇的傳統建築。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
aatʉ ko asaihlan miararomata sasaroanaia hlakoroca.,距離部落不遠的地方是六龜。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
mananaia maroa i'a'a aihlana hla paranamaisavosavoanʉ.,那裡有商店、郵局和醫院。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlipativaroa kani'inani tomamahlʉngʉ apa talakiahlico sitakoamia ta.,這些現代的設施讓我們的生活更方便。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocomaco matarongahlʉ kotovatovarʉ'ʉ pomaraiahlʉa hlicalihlaisa maro Taivangʉ.,原住民的人口佔台灣總人口的百分之二。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
taia'ai pomaraiahlʉa cocomaco maromiararomata.,大約有一半的原住民住在部落。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocomaco osomanʉ maroco miararoma lika'akaio.,另一半的原住民已經住在都市。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
mataingalʉ matomohloa ta'iara miararomalika'akaio mariakoanʉ tomahlaʉ alalamoroa.,都市的工作機會比部落多吸引很多年輕人。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"miaʉrʉkʉhlicoa hlakana'ana miararomalika'akaio tako'i'iarʉ, alokala paomamaini.","他們在都市定居,工作,結婚,生子。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kohlaisai kani'i tomahlaʉ mamaini cocomaco paomamainiaʉ miararomalika'akaio arataisa.,所以現在有許多小原住民在都市出生和長大。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
caihlicaihli opito volahlʉ miongo oalo volahlʉ ihlaisa kilalialihlamo hlita'iara.,每年的七到八月之間是我們慶祝豐收的時候。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaa koco a cocotahlana korarao sitakoamia kilalialina.,但是我們族人沒有舉行慶祝活動。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ta'iaraisaka hlikilalialiamo kiariari romahlaʉ tomahlaʉ ka coco'o maci'i ahla macarʉmʉ.,因為以前我們慶祝豐收時有許多人生病或死亡。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kohlaisai kocoamo kiangahlangahla kilaliali apikaongana.,所以我們就不再慶祝豐年祭。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocotahlanahlamo maci maroa alokala ahla maci'i tomoa kialoalo kilaliali ahlama kiariari.,我們族人如果有喜事或喪事都要先祭拜祖先。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci kilaliali ahlama ia omaroamia papavovolonga hla'aci'i ororan hliritisʉngaraco'o,祭祖之前祭品是將動物的肝臟肉串在竹籤中,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"apialalangʉ ocani takopihli ooro, ocani tahloko mapaci, ocani lʉmʉhlana alʉngʉ.",並準備一碗飯、一杯酒、一根火把。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kilaliali ahlama ia, aropatioma cocotahlana ʉmʉmʉcʉ apohlo maromia pingiramoco miarʉcʉ mapaci, ooro, papa'a pitamo.","祭祖時,族人一個接一個,手摸拿火把,用手指沾酒、飯、肉說「ta~mu~」。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omahlikoa ahlamata kihlamohlamo tʉkʉtʉkʉa kari makini siangosipi.,向祖先說出心裡的話並祈求保佑。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlahlamo hla'aloa maci alokala miia ihlaisaco maracanico tihla'ahlʉ ka pahlomiamiaisa.,我們拉阿魯哇人講族語結婚就是合一的意思。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miararoma macimaroa coco'o alokalaia ihlaisa taisa ka ta'iara cocota mʉmʉa.,部落裡有人結婚是整個家族的大事。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kiariari salia alamoro hlahlosa alamoro ahlaina hlipialalangʉ papa'a hla mapaci panaisa coco'o tokoco.,以前新郎新娘家都會準備山產和小米酒宴請親友。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
alamoro hlahlosa alamoro ahlaina ocaniaka maroasoa maroosomanʉ.,新郎和新娘除了要喝交杯酒之外。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
malolirimana hlamaman hlakana'ana oavoramana cocotan hlakana'ana siangosipi.,長老會給他們勉勵族人會給他們祝福。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ari arinani ia omalilʉpʉngicoamo.,今天是我們畢業的日子。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
apakorivoro ihlahlamoa hlamama tarisia tomasʉkʉra.,長老讓我們比賽射箭。,Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omani ka sahli maroahlʉ patacongocongohloamo moromitan ariatʉkʉrana kirakakoan maravaro'o coco'o.,"驪歌響起,我們一個接一個走出學校,邁向新的人生。",Formosan-ePark/Final_XML/ep1_九階教材/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mavacangʉ mʉmʉa, roamia cita.",大家好。我們開始了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omacʉka kiia! malitʉnʉlʉ!,請起立! 敬禮!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
toaporo kiia!,請坐下!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mavacangʉ mʉmʉa, tomatotoroa pakiatoroa mʉmʉa arinani sipiamia kari aanʉaanʉ hla'aloa.",大家好。今天老師要教大家食物的拉阿魯哇語怎麼說。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomakahlangi o i kari pakiatoroa na?,你聽得懂老師的話嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, ko ako takahlangʉ, toahlʉ i pi ngahlangahla?","老師,我不懂。可以再說一次嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko ako a timahla, toahlʉ i pi taisa?","我聽不到,可以大聲一點嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
komakita kiia naani! pi ʉlʉsa ihlako pi ngahlangahla.,請看這裡! 跟著我唸一遍。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangʉ hliarimia.,唸得很好。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pia ngahlangahla. pia taisa kiia vahliongo.,再唸一次。請大聲一點。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kokia romariringi, kokia maloliri.",請安靜。不要說話。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roapohlo kiia sohlatʉ.,請把課本拿出來。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, pakiatoroa.","是的,老師。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roapohlo kiia siasohlatʉ.,請把筆拿出來。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, asapoco ako mahlava siasohlatʉ.","老師,我忘了帶筆。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roapohlo kiia siasamoso.,請把橡皮擦拿出來。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, asapoco ako mahlava siasamoso.","老師,我忘了帶橡皮擦。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaohli kiia patʉkʉ laʉlaʉvʉ na siasamoso.,請跟旁邊同學借橡皮擦。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
paohlio ako siasamoso a'ʉ i?,借我橡皮擦好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
talovaili co amo.,我們下課了。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omaria tainana co amo, aropakakita mana taloavaʉlana.","我們就上到這邊,下週再見。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa o?,你是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlako ia Mo'o.,我是Mu'u。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ihlako ia mamaini isa Taotao, ihlako ia pia Paa'ʉ.","我是Tautau的兒子,我叫Paa'ʉ。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlako ia mamaini omaiapʉ isa Paa'ʉ ihlako ia pia Mo'o.,"我是Paa'ʉ的學生,我叫Mu'u。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa ngahla o?,你的名字是什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngahla ko ia Mo'o.,我的名字是Mu'u。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa ngahlaisa ama o?,你爸爸的名字是什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa ama ko ia Paa'ʉ.,我爸爸的名字是Paa'ʉ。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa kana'ana?,他是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kana'ana ia Moakai.,他是Muakai。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"kana'ana ia ahlaloa ko hlahlosa, kana'ana ia pia Moakai.","他是我的哥哥,他叫Muakai。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa ngahlaisa kana'ana?,他的名字是什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngahlaisa kana'ana ia Moakai.,他的名字是Muakai。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngahlaisa ia Paa'ʉ i?,他的名字是Paa'ʉ嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, ngahlaisa kana'ana ia Paa'ʉ.","是,他的名字是Paa'ʉ。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"ko, ngahlaisa kana'ana ia Moakai.","不是,他的名字是Muakai。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa coco'o a kana'ana?,那個人是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kana'ana ia Koatʉ. kana'ana ia tam Koati ko.,她是Kuatʉ。她是我的阿姨。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kana'ana ia tokoco ko, ngahlaisa kana'ana ia 'Avi.","他是我的朋友,他的名字是'Avi.。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tainini a caihli o mamisa?,你今年幾歲?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mahlʉ caihli ko mamisa.,我今年10歲。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tainini a caihli isa kana'ana?,他今年幾歲?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tainini a caihli isa amao mamisa?,你爸爸今年幾歲?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
malimahlʉ caihli isa ama ko na mamisa.,我爸爸今年50歲。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
papiaini a ahlahlaloa hlimihlimilavai o?,你有幾個兄弟姊妹?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maro sasoa ahlahlaloa ko, cacihli a hlimilavaʉ.","我有兩個兄姐,一個弟妹。",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro i ahlaloaohlahlosa?,你有哥哥嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
oka'a ahlaloakohlahlosa.,我沒有哥哥。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro papiaini cocosalia mo?,你們家有幾個人?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro aopatʉ cocosalia hlamo.,我們家有4個人。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ini o paninao omiiapʉ?,你在哪裡讀書?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ma ko Takao omiiapʉ.,我在高雄讀書。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
ngasa kana'ana?,他是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kana'ana ia tamalʉngali ko.,他是我的叔叔。,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
