bnn,english,source,kindOf,dialect,row_type,split
makoang mais ma<di>diaho makoang amin mais ma'ob'ob.,"Being thirsty the whole time is bad, and so is being tired the whole time.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
asa bonon to <ho>hood danom at asa amin to ma<sa>sabah.,One has to drink and one has to sleep.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
makoang mais kaopakaopa kapakiav.,Often gambling is bad.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza masmoh a hai ito Sobali to tohasnanaz.,That fat one is Subali's older brother.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mazima saiia maon mahaizo mas mapais.,He likes to eat sour things and bitter things.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
andii iskaanan hai mahaizo in.,This fish is already decayed.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
andii ociaan hai mapais.,This tea is bitter (or sugarless).,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na mabaliv ang saikin doma to haimangsot.,I still have to buy some other stuffs.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
aiza doma haimangsot na mahtoang balivon.,I have some things I want to buy.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii ik haiap to s<in>tokoa saiin to halinga.,I don't know the meaning of the things being said.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
topaon saikin masnanava to antalama to s<in>tokoa.,The teacher told me to answer the question.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ikaminon ko maon i dadaza sia pangkaka bonbon a.,I ate the banana on the table.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
inaicia iskozakoza hai maka'oni is<pa>pas'ah to kikai.,Their work is making washing machines.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
masonga inak ka<i>latan mas langkitaz.,The place where I got stung by the mosquito is itching.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
tohasnanaz hai na kosia Taito kilim na kazokozaon.,The older brother is going to Taitung to look for work.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
is<ho>hood ko to kopo hai mopolaz.,The cup I use to drink from is broken.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii ang s<in>kosia saicia to kopo hai mopolaz in.,The cup that I haven't used yet is broken.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mako'oni kopo hood kafei mas ocia.,I use a cup to drink coffee and tea.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
s<in>kosia ko to kopo hai na i saiv to Sobali.,The cup I used I will give it to Subali.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
s<in>saiv ko Sobali to kopo hai pingkoangon saicia.,Subali broke the cup he got from me.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maisnaisa kaso to bonon minsoma?.,Where do you come from?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saikin hai maisnasia Kalavong to bonon.,I'm a Bunun from Taoyuan.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saikin hai bonon toza to bonon.,I am a real Bunun.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
zako hai maisnasia Oozhoo minsoma to bonon.,I come from Europe.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
kalomah hai na nii to kantang.,Building a house is not easy.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali hai mako'oni bato kalomah.,Subali uses stones to build a house.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ka'onian mas Sobali cia bato to lomah hai i sia libos.,The house which Subali built with stones is in the forest.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali hai mapatas sopah to patasan ahil.,Subali is a writer that wrote many books.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saiia hai mahansiap mapatas patasan to bonon.,He is a good writer,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saiia hai mahansiap mapatas to bonon.,He is a person that is good at writing.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
Sobali hai sopah haiapon kahozas mas ito boan to hozas.,Subali knows how to sing a lot of songs about the moon.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saiia hai mastaan mahansiap to ka<ho>hozas.,He is a very good singer.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
s<in>ado as saitan to bonon?.,Have you seen this man?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mastaan ik saitan to bonon sikamangmang.,"Compared to this person, I'm bigger and taller",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado s<in>ado kaso mastaan ko madaing to bonon?.,Have you seen the person that is taller than me?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
sima antaban soi cia?.,Who is the one that took away that money?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
tama cia antaban soi cia.,Father is the one that took away the money.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
inak tohaspingaz i sia Taihoko kozakoza hai manaoaz.,"My elder sister, who works in Taipei, is beautiful (2 or more sisters).",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
inak tacini tohaspingaz a i sia Taihoko kozakoza hai manaoaz.,"My older sister, who works in Taipei, is beautiful. (only 1 sister)",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
masnanava hai aiza to tatosa isnanavan tacini hai malmanano mapasnava mapatas tacini hai mahasibang.,"The teacher has got two students, one nicely writes his homework; the other is playing around.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
aiza ito masnanava tacini isnanavan antala saiia ito masnanava to ahil.,The teacher has a student whom he gave a book to.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza saivan mas masnanava cia ahil hai i saicia masial to isnanavan.,The one the teacher gave those books to is his good student.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
Sobali hai mabaliv ahil sia inak to <ba>balivan ahil.,Subali bought books in my bookstore.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza ma<i>baliv inak to ahil a hai nii to masaiv ko soi.,The man I sold books to didn't pay to me.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
pisaokan ik mas Sobali cia to ladoaz av ang dao at saivan ik saicia mas soi.,Subali excuses himself (&lt; salutes and asks for forgiveness) and then pays.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii saikin osadoan i taniko to mikoa inaicia s<in>kozakoza.,I can't see what is happening behind me.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza mavili hai mako'oni tanavili mapatas.,Lefties use their left hand to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
isaicia lomah hai mansia tanaskaon.,His house is located at the right hand side.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saia hai ito bonon to onanaolan.,That's where people fetch water.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
sima antaban soi tan.,Who is the one that took away that/this money?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
inaak tohaspingaz isia Taihoko kozakoza hai manaoaz.,"My elder sister who works in Taipei, is beautiful (two or more sisters).",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
manaoaz inaak tohaspingaz isia Taihoko kozakoza.,"My elder sister who works in Taipei, is beautiful (two or more sisters).",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali hai mabaliv ahil sia inaak to babalivan ahil.,Subali bought books in my bookstore.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii saikin osadoan itan'iko to mikoa inaicia sinkozakoza.,I can't see what is happening behind me.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais mohn in to islonghoan hai na mahto saikin makosia bahlo to to'olan.,Next week I could use the new axe.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais mohn in to asipaat hai na makosia saikin bahlo to to'olan mapaloh lokis.,Next Thursday I am going to use the new axe to cut down the tree.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
makosia saikin bahlo to to'olan mapaloh lokis ispaloh ko andii bahlo to'olanan mas lokis cia.,I use a new axe to lumber the tree.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na makosia saikin bahlo to to'olan mapaloh lokis na iskosia ko andii bahlo to'olan an mapaloh mas lokis cia.,I am going to use the new axe to lumber the tree.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
makosia cina mas adii to ngol'a cia ma'anat pandian.,Mother uses that pan to cook food.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
iskosia cina cia adii ngol'a a ma'anat pandian.,Mother uses that pan to cook food.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
na makosia cina mas adii to ngol'a cia ma'anat pandian.,Mother is going to use that pan to cook food.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na iskosia cina cia adii ngol'a a ma'anat pandian.,Mother is going to use that pan to cook food.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na nii cina makosia ngol'a cia ma'anat pandian na nii in iskosia cina cia adii ngol'a a ma'anat pandian.,Mother will not use that pan to cook food.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
tama hai siza ispapatas na mapatas.,Father takes a pen to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
andii bato an hai masmoav to madaingdaingaz at nii to mahto sidazaon.,This stone is too big and I do not believe that you can lift it up.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
aiza palihabasan topa dao to maza haipis to hazam hai cinisoni mas bonon mindangaz siza mas sapoz.,A legend says that the black bulbul brought Bunun people fire.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ta'az ik saicia topa to Bokon hai topa to manaoaz dao isaicia masnanava.,I heard that he said that Bukun said his teacher is beautiful.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maopa saia to mongab in mataz.,It seems that he is about to die.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mongab in saia mataz.,He is about to die.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
na mataz in saia.,He will die.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maz isoo kozakozaon?.,What is your work?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais taonasian in hamisan hai asa saikin siza mas isia inaak tanangaos mal'anoho to binanaoaz a.,"When winter comes, I want to marry the young girl sitting in front of me.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
taonasian in saikin Taihoko.,I arrived in Taipei.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
iskakaopa to iniliskinan hai na minsia amin.,Everybody's wishes will come true.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
dosa to toki in isaicia cinisdadaanan hai ma'ob'ob in totopa saia.,"He ran for two hours, and must be very tired.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais koton in to hanian na aiza inaak iskozakoza pahasia na nii ik mahto kodii.,"Tomorrow I will have something to do, so I won't go.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
sado saikin cina to ma'asik sapalan.,I see my mom clean the bedroom.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ma'a'asik ang cina sapalan.,Mother is cleaning the bedroom.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
laopang ainpasdo mas ovaaz to Sobali hai na kozakoza saia mais sanavan in.,"Subali, who just got the children, will go working in the evening.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
laopang ainpasdo mas ovaaz to Sobali hai haipaniito na kozakoza saia mais sanavan in.,"Subali, who just got the children, may go working in the evening.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mais miahan in hai oka inaak bakadan aopa na malmanano saikin masipol patasan saosiasanavan.,"The day after tomorrow, I won't have time, because I will try hard to read books until the evening.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mazima saia mas mastaan so talmainto to mabananaz.,She likes a guy/guys that is/are more handsome than you.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saia koton mais maibaliv in mas davos hai na odoli saia.,"After he buys the wine tomorrow, he will dance.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
masa kahohozas cina hai ododoli a tama.,"When mom is singing, dad is dancing.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
tama masa maibaliv in pandian hai cinliskin to na kodii hanop.,"After dad bought the food, it occurs to him that he is going to go hunting.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
saia takna masa tail'isoh in hai kodii saia mabaliv mas davos.,"After he took a bath yesterday, he went to buy the wine.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
kaihozas in kaimin tainos'ovazan to hozas hai at sikapoton kaimin mas cina cia siliba.,"We sang the birthday song, and then mom hugged us.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
kanahtong in kaimin kahozas tainos'ovazan to hozas at silibaon kaimin cina cia.,"We sang the birthday song, and then we hugged her.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
topaon saikin masnanava cia to matotoa danom mapahood Hanaivaz cia.,The teacher asked me to pour some water for Hanaivaz to drink.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
iskalonan saikin masnanava cia to matotoa danom na ispahood Hanaivaz cia.,The teacher made me pour water for Hanaivaz to drink.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maskalon masnanava to matotoa danom mapahood Hanaivaz cia.,The teacher made me pour water for Hanaivaz to drink.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ovaaz hai mapasnava mapatas.,The child learns to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ovaaz a hai mapasnava mapatas.,The child learns to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ovaaz hai nii to mapasnava mapatas.,The child doesn't learn to write.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mazima ik odoli mazima ik amin kahozas.,"I like to dance, and I like to sing, too.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii to mazima odoli at mazima kahozas.,"I don't like to dance, but I like to sing.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
nii to mazima odoli at nii to mazima kahozas.,"I don't like to dance, and I don't like to sing, either.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
odoli mas kahozas hai kazimaon ko.,I like both dancing and singing.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
nii ik mazima odoli at na kahozas ik.,"Because I don't like to dance, I'd like to sing.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
odoli mas kahozas hai inaak to kazimaon pahasia na kodii ik mapasavai.,"Both dancing and singing are my specialty, so I want to participate in the contest.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali hai masmoh masmoh Sobali a.,Subali is fat.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
kata hai kaviaz kaviaz kata.,We are [TVH1]all friends.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
maza asa mapalmanano mapasnava ovavaz hai masnanava cia masnanava hai asa mapalmanano mas ovavaz.,The teacher hopes that the children study diligently.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mainson masnanava ovavaz to kosiana silasvahlas sonhahaol.,The teacher encourages children to swim in the river.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza masnananva hai mainson ovavaz to kosiana silasvahlas sonhahaol.,It is the teacher who encourages the children to swim in the river.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mabaliv saikin andii to ahil masaiv saicia.,I buy him this book.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza bokosi hai masaiv Sobali to tas to hako balivon ma'ansom kaonon to halop.,The priest gives Subali a box of expensive and delicious peaches.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
naobapingaz hai pakanbantason cina cia kosia pasnanavaan.,Mom asks my younger sister to walk to school.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
aito hai saisian ik sia adii to libos cia.,I had been to that forest before.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza isaicia macistak a hai linodahan ko.,The swollen part on him was hit by me.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza isaicia linodahan ko hai macistak in.,"The place where I hit, swelled up.",Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
maza taintongo to bonon a hai mapaska ko tas to hako to davos.,The person who comes to be my guest (i.e. my guest) gives me a box of wine.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
haongonon ko naia.,They are scolded by me.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
maldadaok masnanava a hahaongon saicia.,The teacher continues to scold him.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
makosia saikin ispapatas mapatas.,I write with a pen.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
makosia saikin ispapatas mapatas sia bakal cia.,I write on the blackboard with a pen.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
mapaska Thomas a kamasia masaiv mamita.,Thomas gives candy to everyone.[TVH2][u3],Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
atomashingon saikin saitaan.,I am praised by him.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
topaon saikin cina to ikaminav haising a maon.,Mother asked me to finish eating the rice.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
topaon cina cia Sobali a to ikaminav haising a maon.,Subali was asked by his mother to finish his rice.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maza pinsahtoon masnanava cia ovaaz a hai inaak andingalan to ovaaz.,The child that the teacher punished was my neighbor.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
pinanah saicia takna to vanis hai ikaminon Sobali cia maon.,The boar he hunted yesterday was eaten by Subali.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"Sobali takna "" hai malodah mas masnanava.",Subali beat the teacher yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"sima takna "" lodahon mas Sobali cia.",Who was beaten by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"sima takna "" malodah mas masnanava.",Who beat the teacher yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"sima takna "" lodahon mas Sobali cia.",Which person was beaten by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"sima to masnanava a lodahon mas Sobali cia takna "".",Which teacher did Subali beat yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
"sima takna "" to masnanava a lodahon mas Sobali cia?.",Which teacher did Subali beat yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
"sima takna "" malodah mas masnanava cia.",Who beat the teacher yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
takna' masnanava hai lodahon mas Sobali cia.,The teacher was beaten by Subali yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali takna' hai isia pahainanan malodah mas masnanava.,Subali beat the teacher in the park yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
isa takna' hai Sobali a malodah mas masnanava cia.,Where did Subali beat the teacher yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
isa takna' masnanava a lodahon mas Sobali cia?.,Where was the teacher beaten by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
masnanava takna' hai isia pahainanan cia lodahon mas Sobali cia.,The teacher was beaten by Subali in the park yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
isa takna' masnanava lodahon mas Sobali cia?.,Where was the teacher beaten by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
maz kahaitason mas Sobali cia palihabasan?.,What story is hated by Subali?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali takna' hai sikapot mas masnanava.,Subali hugged the teacher yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
makoa takna' Sobali a sikapot mas masnanava cia.,How did Subali hug the teacher yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
makoa takna' masnanava a sikapoton mas Sobali cia.,How was the teacher hugged by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
takna' masnanava hai pisialon Sobali cia maliba.,The teacher was gently hugged by Subali yesterday,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,validate
ado malodah takna' Sobali a mas masnanava cia?.,Did subali beat the teacher yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
ado lodahon masnanava a takna' mas Sobali cia.,Was the teacher beaten by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
lodahon aopa takna' masnanava mas Sobali cia?.,Was the teacher beat by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,test
tatao 'ovaaz a kahohozas.,Three children are singing.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
Sobali takna' hai mailodah mas tatao to 'ovaaz.,Subali beat three children yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
takna' Sobali hai mailodah to tatao mas 'ovaaz.,Subali beat three children yesterday.,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
papia takna' linodah mas Sobali cia 'ovaaz a.,How many children were beaten by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
papia 'ovaaz a linodah mas Sobali cia takna'?.,How many children were beat by Subali yesterday?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado minaon in as ha?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
ado minaon in kaso ha?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
minaon in as ha?.,Have you eaten yet?,Formosan-NTU/Final_XML/Sentences/Bunun/Bunun.xml,standard,UNKNOWN,sentence,train
