xnb,english,source,kindOf,dialect,row_type,split
Cina opeen cinana moso?.,"'How old are you, Mom?'",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
papeen cao masin isian?.,'Now how many people are there?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te kaso moon nano somasimaʉ soni?.,'Where will you stay and play for fun today?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Nokanmana kaso marisinatʉ?.,When will you go to study?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso nokanmana marisinatʉ?.,When will you go to study?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso marisinatʉ nokanmana?.,'When will you study?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'oronomani kamo pai'ici.,'What wine do you use?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Soa sipotokikio iisi ia tarakanangngʉn mako tia pakʉnnaan.,"'This work, I know how to do.'",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen 'esi kamanʉnga moso masiin.,'What are those things you are doing now? ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Neen nivoa moso sinatʉ.,'Whom you give the book to? ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Tia moran nomani Paicʉ?.,'Whom will Paicʉ help?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia vʉʉn nomani sinatʉ iisi?.,'You will give book to whom? (lit: whom will give this book to?) ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso arakokʉn nomani mokosa.,'What will go with you?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Niropaca nomani kamanʉʉng pepe isi?.,What do use to make the rice cake?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
neneen cao niparacani soni?.,Who sang the songs today?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia voʉn nonomani sinatʉ iisi?.,'Whom you will give this book to?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ka'aan mintasʉ Pani tamna tacao.,'Pani's dog is not good at running.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi naan ngoain tamna mamano?.,'Where are his children?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Soa masinang sinatʉ ia neen tamna?.,"'This red book, whose?'",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen tamna nonoman soa iisi?.,'Whose things are these?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen tamna soa nonoman iisi?.,'Whose are these things?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Upeen tacao moso?.,'How many are your dogs?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen co nikʉna moso kamsia?.,'How many candies have you eaten?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen cinana mano isi?.,'How old is this child?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te ko 'apakʉnʉ rarima cao rovana.,'I will cook for five people tonight.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Rarima tia apakʉna mako rovana.,'Those I will cook for tonight are five.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen takananga taniarʉ masin?.,'What time is it?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
aranai Taipei mataarava Kaohsiong tia opeen naraoa?.,'How long will it takes to walk from Taipei to Kaohsiung.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen co takananga kaso mariposiam?.,'How many hours have you taken to reap the rice?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
opeen co kaso takananga mariposiam?.,'How long have you reaped the rice?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'ona kara rʉmʉra na tanasʉn moso?.,'Are there mountains in your tribe?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi naan tanasa moso?.,'Where is your house?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te so mosa nano moran?.,'Where do you go to help?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
nimariposiam kaso miʉra opeen takananga?.,How many hours have you spent to reap the rice yesterday?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tia poe'i nokanmana ngoain?.,'When will he come back?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia poe'i ngoain nokanmana?.,'When will he return?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Te kaso nokanmana tarasangai?.,'When will you take a rest?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nokanmana kaso tarasangai?.,'When will you take a rest?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miinmana kaso nivato?.,'When did you come?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Meecara nomani Paico.,'What does Paicʉ take care of?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso kanomani?.,'What will you do?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'oronomani kamo pai'ici noo kaisisi mikong?.,"'At the time of Mikong festival, what wine do you use?'",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Te kaso tonomani?.,'What will you ride?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Te ko totanpo.,'I will ride bicycle.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tia mopeen kaso na tanatʉnga?.,'How often will you go to vegetable farm?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Sinipeen kaso taniara romaringei?.,'How many days have you spent to make traps?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Sinsʉpatʉn ko romaringei.,'I spent four days making traps.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tia kopeenin moso soa tammi can taniara?.,'How many times will you eat sweet potatoes a day?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
nimakarima ko mokosa Taipei.,'I have been to Taipei for five times.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
inano vakʉrʉ moso.,'Where is your wound?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'inano te ko moran.,'Where will Ihelp?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
monano kaso?.,'Where are you going?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Amoseen tamo saronai?.,'How does grandfather say?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Cina ia amoseen kasoa?.,'How did mother say to you?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Amoseen kari Amerika?.,'How to speak English?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Amoseen soa pangka?.,'Lit. How does the desk say? (What happen to the desk?) ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Amoseen mokosa 'inia?.,'Lit. How to say about going there? (Why go there?) ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Miseen Pani mositopoko?.,'Why did Pani fall?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miseen kaso an komakʉn?.,'Why didn't you eat?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen vanai so mokosa 'inia?.,'Why did you go there? (lit: what is the reason you go there?) ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Neen vanai tikora ko cangkan?.,'For what reason/why did my clothes become dirty?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Makanaan kaso masiin?.,'How do you feel now?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
esi ko cocoro masarapʉ!.,'I feel itchy!',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi ko cocoro masarʉnpʉ!.,'I feel sleepy!',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cao ma nano soa nanmaroa iisi?.,'What kind of the person is this youth?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cao mamanʉng.,' a good guy'.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kinmanano soa 'angai mataa 'Uva?.,What is the relationship between 'angai and 'uva',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kinvavara soa 'angai mataa 'ova.,"""angai and 'uva are brother and sister.'",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi kaso pakʉnnano ngoain?.,'What are you doing to him?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi ko masikʉcʉ ngoain tamna cimi'i.,'I am pinching his face.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te moso pakʉnnano tingami isi?.,How would you deal with this letter?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako 'apoi'in na 'ova.,'I will return it to 'uva.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia pakʉnnano poso'aan karo iisi?.,'How to transport these woods?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia 'aposo'anʉn karavong.,'I will make cattle transport them.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nikonomani kaso? amiseen mavocʉrʉkʉ co kaso?.,'What have you eaten? Why you are full?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niaranomani kaso?.,'What have you became?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'oronomani co kamo?.,'What have you used?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te kaso kanomani noari?.,'What will you do in the future?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
konomani kamo tammi?.,Which kind of tammi do you eat?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'oropeen kaso.,'How many times do you use?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tia arapeen kaso?.,'How many times will you run?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Nikopeen kaso can taniara tammi?.,'How many times have you eaten the sweet potatoes the day?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Pirapeen ngoain angiirisi na Paicʉ?.,'How often does he allocate pork to Paicʉ?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso monano?.,'Where will you go to? ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Te ko 'oronano tapi?.,'Which will I use the basket?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
kanano soa Pani?.,'Where does Pani live?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanano soa tanasa moso?.,'Where is your house located?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'inano soa vantoko.,'Where is the money?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'inano soa tia orana mako.,'Where will I go to help?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
inanoin ka'anmana moso.,"(Among so many ones), which one do you like?",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'inanoin soa vantoko.,'Which one is the coin (among this pile of money)?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te ko 'oronanoin soa tapi?.,"' (Among many baskets), which one shall I use?",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Kanomanin moso soa tammi komakirisi?.,'What do you peel the sweet potatoes for?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Tia kanomanin moso tammi kirisin?.,'What is the purpose that you peel the sweet potatoes for?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tia kanomanin moso kirisin tammi?.,'What is the purpose that you peel the sweet potatoes for?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tenomanin moso sinato.,'What is the book used for? (lit: What's the use of this book?) ',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tenomani co mima pai'ici? 'aparaka tina'an.,'What is the purpose of drinking wine? It hurts bodies.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tenomani ka'an ma'anang na cao?.,'What's the use of not fighting with other people?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
paira ko paracani.,'I often sing songs.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Tia mopeen kaso na rʉmʉra.,'How many times will you go to the mountain?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Mopeen kaso iiovato?.,'How often do you come?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Nimopeen co kaso iovato?.,'How many times have you come back?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Ka'aan mopeen kaso iiovato.,'You have never come.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Mopeen kaso ka'an iiovato.,'How many times haven't you come?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'oropeen kaso maritoko?.,'How many time do you wield the hoe?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tia makapeen kaso?.,'How often will you do?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Nimatinanoin kaso?.,'Which place have you gripped?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te ko matinano matisa'ʉ?.,'Where shall I grip?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Matinano kaso ka'aan matisa'ʉ.,'Where will you not grip?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Te ko marinano maritapasʉ?.,'Where will I draw the picture?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Ka'aan ko marinano maritapasʉ.,'I don't want to draw anywhere.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Marinano ka'aan maritapasʉ?.,'Where will you not draw?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te ko tonanoin?.,'Which one shall I take?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te ko tonanoin toopara tanasa mocaca?.,'Which car shall I take?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te ko karananoin ivici tanoko mima pai'ici?.,'Out of where the cup I drink to drink wine?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kamanʉng Na'o tapi.,'Na'u made a basket.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Tinotapi Na'o.,'Na'u made a baseket.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Tapoonia tacao moso.,'Your dog is white',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pi'i tamna karʉ'a soa 'ova.,'uva is Pi'i's lover.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Isa tia pana'a moso.,'That is what you are going to shoot.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa ciren ia neen tia ecaraen?.,'Whom will the mother take care of?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'ona cao tia mova kasoa nonoman.,'There is someone who will give you something.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mako vʉʉn Pani ocani tarocong.,'I will give Pani one umbrella.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa toko isa ia tia sevoa Pani.,'That hoe I use will be given to Pani.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavarʉ'ʉ ko komakʉʉn seritong iisi.,'I can eat the papaya.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi pa komakʉʉn oro Paicʉ.,Paicʉ is still eating rice.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Nimiapacai cao totoi.,'The man killed the pig.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Soa Mikoong ia Kanakanavo tamna kaisisi.,'Mikoong is Kanakanavu's festival.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Paicʉ tamna tanasan ia esi Namaasia.,'Paicʉ's hometown is located at Namaasia.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Mookosa co kim rʉmʉra.,'We went to the mountain.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
te mita parakicacʉn ngoain.,'We are going to scare him.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nimavici kangvang kim serisinatʉ.,'We all brought pens.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Soa isi ia neevica Paicʉ.,'This is what Paicʉ brought.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen co cenana coma moso.,'How old is your father?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vooo pa ko ocan tanoko canomo.,'Give me another cup of water.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
na pa nesa vongavong iikaso tamna kangvang?.,'There had been some flowers. Were they yours as well?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Soa nganai mako ia Ka'angena Paicʉ.,'My name is Ka'angena Paicʉ.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maangasʉ ka'anmana mako.,'My favorite fruit is mango.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Niarakokon kim miana.,'We were together in the past time.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
te ko mima pai'ici.,'I will drink wine',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi arakoracʉn kee ngoain tamna mano.,'He is scolding his child.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
momʉkʉ kita karo maangasʉ cenana isi.,We planted the mango trees this year.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cenana isi momʉkʉ kita karo maangasʉ.,We planted the mango trees this year.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
momʉkʉ kita cenana isi karo maangasʉ.,'We planted mangos this year.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Te ko mosa na tarisinata.,'I will go to the school.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
macangcangarʉ kara kaso?.,'Are you happy?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi kara si'icʉpʉ Pani?.,'Is Pani sleeping?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ka'aan ko tavarʉ'ʉ tia kara mo'oma Mo'o.,'I don't know whether Mu'u will farm or not.',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
te kara kaso pokarikari sa te kara kaso potokikio?.,'Will you talk or will you work?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
neen tia kʉnaan so kamsia kara sa oro?.,'What will be eaten by you? Sugar or rice?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
tacao iisi ia mintasʉ kara sa moiarʉ kara?.,'Does this dog run fast or slow?',Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Sekanomani tarocong mokosa rʉmʉra?.,What is the purpose that you bring the umbrella to the mountain?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
Seropaca tarocong noo 'omocanʉ.,"When it rains, the umbrella can be used.",Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Sekanomani moso soa pai'ici?.,How do you use the wine?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Kanomanin moso soa tammi komakirisi?.,What's the purpose that you peel the sweet potatoes?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso kanoman?.,What are you going to do?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Sikanomani kʉna iisi?.,What's the use of this food?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
sipakavocʉkʉ kʉna iisi.,This food is used for feeding.,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
karanomani kaso pai'ici.,What kind of wine do you drink?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Sakonomani kaso pai'ici.,What kind of wine have you prepared to sell?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Te kaso tonomani?.,What do you want to take?,Formosan-NTU/Final_XML/Sentences/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
