szy,english,source,kindOf,dialect,row_type,split
mahicaay ko nipihiya.,How did they that?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,validate
nipikowan noyni o kEnsEho.,managed by the county government.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
izaw ko nipisimsim mabialaw to isaw.,We are nervous now.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
cay to kaoyzaoyza o yo asali.,were not so frank.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
a baloco' no nitikoan noyza o lipon nitikoan no na zokozan no lipon.,did it again after Japaense.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
sasayaway noyni o hiya no yakoba noyni o kenseho sa ka pah koni pikowan to pakainiay i malokay sa.,It was the township government in the very beginning and then the county government that managed argriculture well.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,validate
ayza haw i oyni han to o Maibol sa.,How about Maibul now?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
sina kalahan to.,他們很緊張。,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
milongoc toyni o sakatahkal noyni o codad noyza o nikalokan.,They asked (the government) to hand in the land ownership certificate.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
mahizaay kiza sa.,That's it!,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
cay to kaoyzaoyza koyza o no ayzaay a nikaozip.,"Nowadays, life is not in that way.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
tahkal to mikoli.,They went out to work.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
an cay pikoli sa nayay ko yo sapahapay toyni o wawa.,"If did not work, could not raise children.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,validate
nayay koyni o cacay i tini i pabaw.,did not work.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
sananay kyo sa saicelang sa koyni o ayzaay nikaozip.,"Owing to this, now have to work diligently to make a living.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
i tawyaay a babalaki sa i nayay to amin mabelec to.,The senior citizens in the past did not go home.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
o nonoi katengilan ako toyni o kamo o kamo noyni o pakonkoay saka.,This is what heard from the storyteller.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
matineng kamo toyni o pakainiay i Maibol.,I knew the story about Maibul.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
ya han han no mako ko nika o kamo hatizaay kina kamo no mako.,This is what I would say.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,standard,UNKNOWN,sentence,train
somamad o nikaozip haw no Sakizaya cay kaoyza a dada haw canacanan haw ko nika pilongocan.,(Sakizaya people) did not ask for many things in the past.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka cay kaoyza o malokay maozipay i tini i niyazo' saka kanca ato pangcah koyni o Sakizaya nanay na no babalaki a kawaw koyni.,It was in this way that Sakizaya people lived with Amis in a tribe.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
o kakanen haw noyni o Sakizaya hananay a tamdaw o niadopan o nibotingan toni paloma to canacanan.,"Sakizaya people's food came from hunting and fishing, and grew up many things.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka kakaidihan no babalaki oyni sa o no taboyo'ay miadopan.,What the senior citizens wanted most was going to the mountain and hunting.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
cay ka o aadopen.,did not simply hunt.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
Sakizaya sa oyni to paboy.,Sakizaya people hunt pigs.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
mibihkac ano oyni to o mabahelay.,would shoot anything that would fly.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,validate
saka pana'en.,Then would be shot.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
ano oyni to mocolilay i tini i sasa amin to canacanan saka oyza mamin o kelin haw o sapibihkac.,used traps and arrows to shoot all which walked on the ground.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
tatenga' ano tayza henay i boyo' kanca yadah haw koyni konoyan to belac ano o silaw to canacanan to.,"Whenever went to the mountain, would carry rice, pickled pork and others.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,test
tya a misadabek i boyo'.,built up lodgings in the mountains.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
tya alahican a matenes.,Sometimes would stay for a long time.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
cacay a lipay ko piadop i tini i boyo'.,stayed in the mountain for one week.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka ano maala ko no paboy tabakiay kanca i tini to i boyo' mipacok.,"If caught a big pig, definitely killed.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
ano howad han pataloma' sa mabadad koyni o zazan ko niyazo' aca.,"If carried it home, it was too far.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
a cay kakapah.,It was not good.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,validate
sa cay kayadah sa koyni o balozo' saka.,thought that there were not many animals.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
i tini to i boyo' miidid ididen ma min haw ko niadopan tya taloma' sa to haw sa.,roasted the animals and then went home.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
to haw o bangsisay amin haw ko pataloma'ay.,What brought home smelled good.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka mahiza haw ko nikaozip babalaki.,The senior citizens' lives were in that way.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka wawa sa to haw saka cay kapicodad koyni o wawa i tawya.,The children at that time did not study.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
cay kahiza yo mahini ko nikapicodad a ma masasodemedemec.,"Unlike nowadays, will study and compete.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka ca'ay sapicodad saka.,did not study.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
kina cacay tayni i boyo' mikilol toynian o babalaki.,would follow the senior citizens to go to the mountain.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka limolakay isaw ko nikaobalozo' i tini i boyo'.,were happy in the mountain.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
haw a mikilol to babalaki a minanam haw a hicaen ko nipiwait toyni o idoc hican a mibihkac hican ko pipana'.,"followed the senior citizens to practice how to throw, shoot and play slingshot.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
mimelaw koyni o wawa haw toyni o babalaki.,Children would be watching the senior citizens.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
kabalakian to cay to pakacolil koheni sa.,They were old and could not walk.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
oyni to o wawa ko mamikoday.,The children substituted for them.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,validate
ano balaki to saka mahizaay ko nika piadop sananay.,would hunt after they grew up.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
cay kao mita tada Sakizaya ano oyni to o Amis ano oyni to o canacanan a a binacadan a tamdaw taboyo' ma min.,Not only Sakizaya people but also Amis and other indigenous people would go to the mountain.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
nawhani mamin nima ko aadopen i tini i boyo'.,There were many prey in the mountain.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,test
na nika o zoma to ko nikaozip no mita i mahini saka.,Now our lives have changed.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,test
cay to papiadop.,could not hunt.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
malikelon to haw na i boyo'.,came down from the mountain.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,validate
a taloma' sa kanca modadiw i tini i zazan taba ki mamin koyni o dadiw.,"On the way home, would sing aloud.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
babalaki modadiw.,The senior citizens sang songs.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka makatengil ko i tiniay i niyazo'ay a loma'.,"So, the people in this tribe could hear it.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
a izaw to haw ko miadopay taloma' to.,The hunters came back.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,validate
cay koheni saka tada ca haw ka limolak no baloco' a madoba' a milikeloh.,were very happy so that they ran to welcome (the hunters).,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
haw makatokoh i tini i zazan malitemoh saka.,met on he road.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
kodayen to noheni a mimoko a midimata' koyni o niadopan noheni saka.,carried and picked up the prey for them.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
mahizaay haw koyni o Sakizaya i tawya henay.,"In the past, Sakisaya did this.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
tatenga' makatokoh i loma' o ca'ay piadop a lalomaan sipabadis mamin sipatolaka mamin.,"When (the hunters) went home, they gave parts of the prey to the relatives who did not hunt.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,validate
saka limolak sa to haw toyni o labi o pina no demiad haw a mokan haw to niadopan?.,How many day would it take to eat all the prey?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
saka oyni haw o sakaka ay haw a kalimoklan kanamohan.,That was the happiest thing.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
haw no Sakizaya a kakawaw koyni o mahizaay ko no miadopay sananay a kawaw.,This is the Sakizaya hunting.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
hatini ko kamo no mako.,This is what I would say.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,standard,UNKNOWN,sentence,train
izaw kya wawa ya waco ya balaot.,"There are a child, a dog and a frog.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
sademidemiadsa koheni misalama.,They play every day.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
pazeng han nya wawa i tiza i congal kya balaot.,That child put the frog in the bottle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
to labi sa to sa mabi' kya wawa.,That child was sleeping at night.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
melaw han kya balaot sa.,That frog was seen.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
molkal sa kya wawa melaw sa tya congal.,That child woke up and saw that bottle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
inayi' kya balaot.,That frog disappeared.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
koheni a tya waco tacowa kya balaot sa makakilim to.,They searched for that frog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
i labo no koco belihen nya wawa.,The shoes were turned upside down by the child.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ha kakabi'an to i kalibongan to kilim sa koheni tya waco tya waco sa.,They were looking for,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
pacomod han nya waco a misanek kya congal.,That dog put into the bottle and smelled it.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
macaledong nya waco kya congal.,That dog put the bottle on its head.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
hyahyaen to niza mibikbik kya congal sa.,It wanted to get rid of that bottle.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ca'ay kahodoc kya tangah niza i labo no congal.,It failed to pull its head out.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
misabalobalokod to kya waco.,That dog kept kicking.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mahetik kya waco na i kakabi'an tahkal tayza i i sasingalan.,That dog fell from bed and then went out to the window.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mapeci' to kya congal.,That bottle was broken.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
a ya kya waco ako sa kya wawa.,"That child exclaimed, ""My dog!""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
adada adada han niza kya waco.,"He asked that dog, ""Is it painful?""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
na mahtik i tiza i hekal.,fell outside.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tahkal to koheni mikilim balaotaw balaotaw sa kya wawa ato ya waco' mikakilim i hekal.,"They went out to search for frog, yelled ""Frog! Frog!""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tayza to i tiza i lotolotokan to boyoboyo'an to mikilim kya wawa ato ya waco.,The child and dog searched (for the frog) in bushes and mountains.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
mamelaw noheni kya kilang i tiza.,They saw trees.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
kya balaot hakay milimek i tiza sa kya wawa.,The child thought that frog might hide over there.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
laday han to niza kya waco.,He brought his dog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mamelaw niza kya bohang i tiza i labo i lala' balaotaw balaotaw han niza kya bohang nya lala'.,"He yelled to the hole on the ground, 'Frog! Frog!'",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ya waco sa waw waw waw mamelaw niza matating macacoy kya tatekoh.,The dog barked and saw the beehives hang.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
kya izaw ko mityong ay i takoan sa hoyahoyen nya waco kya kilang.,(Someone was patting.) That dog shook that tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
mihoyahoy kya ma mahica mahica sa kya tatekoh.,How was that hornet?,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tahkal mobahel kya tatekoh.,The hornet flew out.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
ya wawa nya ni awawan kya balaot i tiza i labo no bohang sa.,"To the hole, that child yelled at the Frog.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
matengil nya balaot ko ngiha' nya wawa tahkal kya balaot.,That frog heard sound and came out.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ini kako sa kya balaot.,"That frog said, ""I am here.""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
o canan ko mahini ay sa kya tatekoh maidih a mokalat tya wacoan.,"The hornet said, ""Why is it in this way?"" and wanted to bite that dog.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
ya wawa han tya wawa sa mikalic i hiya i kilang.,That child climbed that tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mamelaw niza kya tabakiay a kilang izaw ko bohang nya tabakiay a kilang.,He saw a big tree with a big hole.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tayza ciniza a mimelaw o canan kina hiya sa.,He went to see what it is.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
soso' han nya wawa kya bohang nya kilang sa.,That child put his hand into the tree hole.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tahkal ko kong.,The owl went out.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mihica kiso matawid kya wawa tya kong.,"The owl said, ""what are you doing?"" and the child was shocked by owl.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mapatawid nya wawa kya mapatawid nya kong kya wawa.,The child was shocked by the owl.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mahatik na i tiza i kilang kya wawa.,The child fell off the tree.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ya tatekoh han ya tatekoh o canan ko na mahini ay.,"Hornet said, ""what is this?""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tada mihoyahoy to a enengan ako sa kya tatekoh.,"The hornet wondered, ""why is my home shaking?",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mabilil a molaliw kya waco ya wawa sa.,The dog and child ran away in a hurry.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
molaliw to koheni palaliwen to noheni kya kong.,"They ran away, and the owl was released.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
malaliw noheni kya tatekoh.,They escaped from hornets.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
tayza to koheni i hiya mamelaw noheni kya tabakiay ongcoy.,They went there and saw a big rock.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
o ca'ay ka o niya nisalamaan niza kya balaot kyami.,He probably played with the frog.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
miliyaw ciniza a mikilim tya nipahabayan niza a balaot.,He searched for the frog he kept again.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
izaw kya ongcoy kalic sa to kya wawa tya ongcoy.,That child climbed up that rock.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
balaotaw balaotaw sa ciniza.,"He yelled, ""Frog! Frog!""",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
micekol ciniza mimelaw to zoma ha i izaw henay sa.,He was looking for other things.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
ya boyo' toyza sa izaw kya hiya ya caket.,There were deer in mountain.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mimelaw ciniza ini to sa mikalic ciniza kacawen niza kya hiya kya caket kacaw han niza i pabaw sa mimelaw.,He climbed up to the deer to see.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
ingain han nya caket kya tangah niza sa.,The deer shook its head.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mahetik na i tiza i tangah nya caket kya wawa.,The child fell off from the head of the deer.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
ya waco han tya waco mahiza to.,That dog fell off in the same way.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
tabilalac kya waco mahetik i tiza hiya i sasa nya nya hiya... nya nitizengan noheni sa.,The dog slipped and fell into where they stood.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
o nanom o saowac i labo kya saowac mahetik kya wawa na i tiza i pabaw.,The river was deep and the child fell off from the upper part.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,train
mahetik sa to kya wawa sa.,The child fell down.,Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,validate
misadangodangoy ciniza a kapah sa henay.,"He tried to swim, and felt it wasn't bad.",Formosan-NTU/Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,standard,UNKNOWN,sentence,test
