pyu,english,source,kindOf,dialect,row_type,split
olra i iyan nano petrir?,Where is your trap?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra i makaloso kaniziyo na kawi nanko petrir.,My trap is under that tree.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
kemoda zi malrazam o?,How do you remember?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"olra ko pinozong i kani a, malrazam ko za olra i iyan nanko petrir.","I make a mark here, so I know where my trap is.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"a voevo ini a, niyam retra'anay i zinanoman 'emevang za volraw.",This is a fish trap which we put beside the river for fishing.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"oniyan za voevo naniyam zekalr, mipangasip mi 'emevang za volraw.","We don't have any fish traps there, so we catch fish with a fishing rod.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"'azi ko ziya atalram mipangasip, panadamaw ko lra no masalr?","I have never used a fishing rod before, would you mind teaching me next time?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
ai mo! marelranga ta lra mokowa pangasipa no masalr.,Sure! Let's go fishing together next time.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"no kemazo mo, konowa panadamaw demaway za voevo.",I will teach you how to make a fish trap next time.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"matriyakatrok lra nano pangasip, kamao na olra a volraw mopangasip. pakonamon kezengo.",Your fishing rod is moving. Isn't the fish on the hook? Pull it up!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"no haremay lra, moiyoiyoz na sodang, kazo ko i kani kemezeng kana pangasip, owa i kaziyo elakanay ko za savang.","Wait, the ship is rolling heavily. I am here to pull the fishing rod and you should go there to grab me the net.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
kezengo na volraw pokowani kaninko. kono powalrangay kemezeng.,Pull the fish to my side and I will help you pull it up.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ka'inavayan awa. sazo ta 'inevang harem kana wari, matemoy lra na kara'is.",Great! It is a bumper crop today with full fish baskets.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"kadikaya ta moroma', ta po'atraray nanta wadiyan.",Let's go back immediately and share it with everyone.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
zowa lra i sinsi.,The teacher is here.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"amanan mozangizangi lra, konamon kemayan.",Stop playing and quickly sit in your seat.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
irayan! powari ko lra!,"Sorry, I'm late!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
konamon mosavak.,Come in quickly.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a pida Liyosan harem?,What day is it today?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"a Liyosan Lima harem, a Kasede'an no 'emanan, kay ta mozangiya!","It's Friday today, we have a day off tomorrow. Let's go out and play together!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
ai mo! kay ta i zinanoman.,Great! Let's go to the riverside.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a pida Liyosan no 'emanan?,What day will it be tomorrow?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
"a Liyosan Telo no 'emanan, kay ta mamaliya no piya kare'alri no 'emanan!",Tomorrow will be Wednesday. Let's go play ball tomorrow afternoon!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
kakoda o no 'emanamanan no 'emanan?,What will you be doing tomorrow morning?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"a Kasede'an no 'emanan, salrangan ko kani inani aowa i kiyokay.","Tomorrow will be Sunday, I will be going to church with my mom.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"maranger ko mota', aowa ko i tavoniyan.",I feel like vomiting. I need to go to the restroom.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
malingatr ko.,I feel dizzy.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
miyakopo talaolep ziya.,Lie down and rest.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
"sinsi, nana ko tiyalr, aowa ko i tavoniyan.","Teacher, I have a stomachache. I need to go to the restroom.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai mo, konamon owa.","Okay, go quickly.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
karowa ko mokowa morasa ko lima?,May I go wash my hands?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ori powalodos ta lra, owa lra no haremay.",It's almost time for class to end. Wait a little longer.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"sinsi, nana ko trangoro', kiyami ko semede' no piya kare'alri.",It's almost time for class to end. Wait a little longer.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, taranapaw movorok.","Okay, take care and go home.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"sinsi, kiyami ko za sasede'an no masalr kana liyosan sa, aowa ko pana'owa kana ising.","Teacher, I need to take a sick leave next Monday. I have to see a doctor.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, tarana'owi no zazek.","Alright, take care of yourself.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"nana to tiyalr, olra i tavoniyan i intaw.",She has a stomachache. She's in the restroom.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra i iyan i Kasang?,Where is Kasang?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
"sinsi, nana to tokeraw i Kasang, semede' harem.","Teacher, Kasang has a sore throat. She took a sick leave today.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
man 'azi zowa i Sonay?,Why didn't Sunay come?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
zemelretr i intaw.,She has a fever.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
halra pakalrazamaw mi ziya kanno.,Please introduce yourself.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"i Monay Sawawan ko, a polo' ko 'ami harem.","My name is Munay Sawawan, and I'm 10 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
i Monay Sawawan ko.,My name is Munay Sawawan.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
a alrak o kana eman 'alrayan?,What ethnic group are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a alrak ko kana Pinoyomayan.,I'm from the Pinuyumayan.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a Yēncomin mo saroma'enan mapiya?,Are all your family members indigenous?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, a Pinoyomayan mi saroma'enan.","Yes, my whole family is Pinuyumayan.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a Yēncomin mo saroma'enan?,Are all your family members indigenous?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
"amelri, a Pinoyomayan i amalri, a Payrang i inani.","No, my father is Pinuyumayan, and my mother is Han Taiwanese.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
a alrak o ni eman?,Whose child are you?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a alrak ko ni Wonzay Sawawan.,I am Wunzay Sawawan's child.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
i temama i iziyo? pidaya to 'ami lra?,Is that your father? How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
enem polo' to 'ami lra.,He is 60 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"amelri, a dawdawan i intaw kana naniyam zekalr, walo polo' to 'ami lra.","No, he is an elder of our tribe. He is 80 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
pidaya to 'ami ni vao lra?,How old is your brother?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
polo' walo 'ami lra i ivalri.,My brother is 18 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
kama'izang kanno za 'ami i vao?,Is your brother much older than you?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
maredawilr mi za lrowatra 'ami.,We have a 5-year age difference.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
manoeman no tihasaran?,How tall are you?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a sa leman pat polo' hamayan ko.,I'm 140 centimeters.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"sawariyan 'azi ta maretrevong maratihasar o lra, ai?",I haven't seen you in a while. Have you grown taller?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, a sa leman telo polo' hamayan ko lra.","Yes, I'm 130 centimeters now.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
marasemver o lra ai?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"'azi, semiya' o mena'o.","No, you're mistaken.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
maravarivariw o lra ai?,Have you lost weight?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"'azi, marasemver ko lra.","No, I've gained weight.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
marasemver o lra?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, telo polo' kongcin ko lra harem.","Yes, I weigh 30 kilograms now.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
aowa ko i kavalrayan miya'a kani sinsi.,I'm going to the office to see the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
aowa i iyan i Monay?,Where is Munay going?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
aowa 'ematelra za rimekan.,He's going to throw away the trash.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra i iyan i Monay?,Where is Munay?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"olra kana lralrangoyan, 'a'ari'ari za lrangoy no haremay i intaw.",He's at the swimming pool. He's going to compete in a swimming competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
olra i iyan i Sonay? 'a'ari'ari za melihis i intaw no haremay.,Where is Sunay? She's going to compete in a running competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"olra i pawazowazokan i intaw, kay ko vinayaw.",She's in the auditorium. I'll go call her.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
salrangan ta mokowa i renarenazan.,Let's go to the playground together.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
"kay ko ziya tremima'a za kare'alriyan, miya' ko lra kanno no haremay.","I'll go buy lunch first, and then I'll meet you later.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
salrangan ta mokowa merasa za tavo!,Let's carry the lunch boxes together!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"owa iya'a za zoma na trao, aowa ko miya'a kani sinsi.","You find someone else, I'm going to find the teacher.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
'a'ari'ari za coēciyo harem kana wari i Monay?,Is Munay competing in croquet today?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"'azi, 'a'ari'ari za nekon atras i intaw.","No, he's competing in high jump.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
'a'ari'ari o no azo kana wari no 'a'ari'ariyan?,Will you compete in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, 'a'ari'ari ko za melihis.","Yes, I'll compete in running.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
'a'ari'ari ko za coēciyo.,I'll compete in croquet.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
kakoda ta no azo kana wari no 'a'ari'ariyan?,What will we do in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
'a'ari'ari mi za kemezeng za tilo'.,We will compete in tug of war.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
naniwan ta za aekanan no 'a'ari'ariyan?,Will we sell food at the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"'azi, naniwan ta za kēkoy.","No, we will sell balloons.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"moelak o za pokangaway, tena' o kana kerevat!",Congratulations on getting first place! You're amazing!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"olra, olra alrope' i kiya'ezengan i intaw.","Yes, she's sleeping in her room.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"oniyan, mao ziya mopatraran a haremay. raroma' lra no karaov.","No, she's not. She just went out and will be back in the evening.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra i pokazowa tazar i intaw. owa iya'o kantaw.,He's upstairs. You can go up and find him.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
i Monay a! sawariyan lra 'azi ko mena'o kanno. 'inava o?,It's Munay. I haven't seen you in a while! How have you been?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
'inava! zowa ko kimazayazayar kanno.,I'm doing great! I came to chat with you.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra i temama i iyan?,Where is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra i sawka maringring za kolang i intaw. kay ko vinayaw.,He's in the kitchen cooking. Let me go call him.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
olra i Sonay i iyan?,Where did Sunay go?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
mokowa i intaw i powaterokokan 'emevanga za terokok.,She went to the chicken coop to catch chickens.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
"imo, zowa mi lra.","Grandfather, we're here.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"zowa o lra, ama!","Uncle, you're here!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"sawariyan ta lra 'azi maretrevong, maratihasar o lra.",I haven't seen you in a while. You've grown taller.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
salaw mi semangal mena'o kanno za zowa o.,It's so good to see you.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
a re'a i ini na vaveray kanmo. asezo i lralritekan.,Here's a pineapple for you. Put it in the refrigerator.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
kemani sawariyan 'azi o zowa. ko vinayaw mapiya alamo mokasa ta mekana.,It's been a while. Let's have a meal together.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
amanan venangavang lra. 'a'awo ko kana korisepa. kay ta i pakayanan marezayazayara.,No need to bother. I'll just have tea. Let's sit in the living room and chat.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
lrayowan za no demaolr. vavorok ko lra.,Thank you for your hospitality. I have to go now.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
mapiya tremowak ko kanini na terokok. orongi moroma' mekan.,This chicken was just freshly killed. Take it home and enjoy it slowly.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"paretrevong ta no 'emanan no piyakare'alri, ai?",Can I make an appointment with you tomorrow afternoon?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, paretrevong ta i iyan?","Sure, where should we meet?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"paretrevong ta i takesiyan, ai? sasirep semasasing mi.",How about meeting at school? We need to shoot a video.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
kay ta palakowan kemazo. pikirowan ko mokowa.,Then let's go to the community center. I'll wear folk costume.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"movakavakar na sakora i naniyam zekalr zi salaw volay. no movakar na sakora mo, alamo lra.",The cherry blossoms in our tribe are beautiful when they bloom. Come find me when the flowers bloom!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
ngangara ta no kaseveran lra. kapowari lra.,"That would have to wait until spring. It's too late, isn't it?",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"kemazo mo, alamo lra no 'Amiyan lra.",Then come during our Harvest Festival!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
ai mo. salaw ko talrima.,Alright! I'm looking forward to it!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"kiomalr ko ziya, man veliyas o moroma' i zekalr?",May I ask why you decided to move back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
vaveliyas ko mokowa patakesiya.,I want to return to teach at the local school.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
man 'azi o mowai patakesi i tokay?,Why not teach in the city?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
"'alra na sare'ez ko kanangko zekalr, zi mianger ko pavales kanangko zekalr.",Because I miss my hometown and I also want to give back to the tribe.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
i imolri na vavayan. marasayhoiho temenon i intaw i kaniyam zekalr.,"It was my grandmother, she is the most skilled weaver in our tribe.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
man mianger o menadam temenon?,How did you develop an interest in learning weaving?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"a temenon mo, nanta kakowayanan. maranger ko patrongotrongolr za nanta kakowayanan.","Weaving is a part of our culture, and I want to ensure its continuity.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
pamelri tavo' i ini na temowakotra kana dawa.,This millet wine is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
mao i inko na temowakotra.,I made it myself!,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
sayho o awa! kasawariyan ta temowakotra kanini?,You're really talented. Does it take a long time to make?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"amanan, karowa a saya liyosan. ta ta'oraw ziya na ziketran zi na veras zi, powayay za pikak pokasayaw tremiyor. marowa ta avakanay kana dalilr lra.","No, it only takes about a week. After steaming the sticky rice and white rice, we mix it with yeast powder, and then it can be stored in a jar.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra a eman no naniwanan?,What do you sell?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
olra a kamangolr zi a kenaw i kaninko. ningko sinaleman peniya!,"I have chili and spring onion, both grown by myself!",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
manoeman paiso no tremima' ta kanini na zowaya.,How much for both?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
a zowa leman lima polo' paiso peniya.,250 dollars in total.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"sahar ko kanini na kiping, manoeman paiso?",I like this piece of clothing. How much is it?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
a lima leman i ini.,It's 500 dollars.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,validate
"pazangal lra, 'azi marowa poloso za saema?",It's too expensive. Can't you lower the price a bit?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,test
"'azi marowa, kasipon ko no ko polosowaw.","No, if I lower it further, I'll lose money.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ai, no kemazo mo, verayay ko za saya a kiping na 'oze'ozem.","Alright then, I'll take a black piece of clothing.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
aelak ko kanini na kamotr zi na sioy.,I want this knife and this pot.,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"a zowa kozolr paiso peniya. dinawayan kanangko lima i ini, kasawariyan zi 'azi kakowatreng.","It's a total of 2000 dollars. I handmade these, and they are guaranteed to last a long time.",Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
"ko palrazamaw ko 'ali'an mo, karowa poloso ziya za saema?",I'll introduce my friend to buy. Can you give a further discount?,Formosan-ePark/Final_XML/ep2_情境族語/Puyuma/Xiqun_Puyuma.xml,standard,Xiqun,sentence,train
