trv,english,source,kindOf,dialect,row_type,split
Wiso qmoyox da?,Is it raining?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Qmnoyox ka soni, wiso msowan ka saya da.","It just rained, and now it's stopped.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"So bay qmnoyox da, mhoriq ka elo beyhing.",It seems to have rained and the road is wet.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Qmnoyox? Ma mhoriq kana ka hiyi so?,Is it raining? Why are you all wet?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Wa qmoyox ka ngangoc, ini ko adas trasi.","It's raining outside, so I didn't bring an umbrella.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Ya so wiso malo?,Are you all right?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Beyhing bay ka bwihor, mako so mnarox bay ka tonox mo nyopan bwihor.",The wind is blowing so hard that my head hurts.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Beyhing bay ka hidaw, mako so mtnoyong balay ka tonox mo tnhdawan hiyaw.","The sun is so big, it makes me dizzy.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Cnhongi ko madas ingpico da.,I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Kbrxi miso pa.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Cnhongi ko madas daqoc da.,I forgot to bring my chopsticks.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Ini ko adas ori, nta mari.","I don't have one either, let's go buy one.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Nta mari ingpico haw?,"Let's go buy a pen, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mbari ko ssoros ori na.,"Well, I still have to buy erasers.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Nta mari oqon mrbo haw?,"Let's go get breakfast, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Uxay, mnkan ko sapah da.","No, I've already eaten at home.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Cnhongi ko pstilox hndayo da.,I forgot to steam my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Sani nhari pstilox pa!,Take it to the heat!,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Cnhongi ko madas hndayo da.,I forgot to bring my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
So kiya da o psopo ta mkan hndayo moda ha!,Then let's eat my lunch box together!,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mkan so mano ka cka hidaw?,What are you having for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mpkan ko oqon pnhapoy sapah pyasan.,I want a nutritious school lunch.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mpkan so mano ka cka hidaw?,What are you having for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mnadas ko hndayo ka saya, psopo ta mkan ka cka hidaw pa!","I've brought a lunchbox today, let's eat together at noon!",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Nta cnbo boro haw?,"Let's go play basketball, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Nta cnbo rancyo haw?,"Let's go play basketball, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Iyaq! Nta.,Okay! Let's go.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Nta cnbo boro haw?,Shall we go play baseball?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Nta cnbo pangcyo haw?,Shall we go play baseball?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Uxay, mpqita ko patas.","No, I want to study.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Dyawi ko mangal sksik.,Please help me with the broom.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, bqani miso ka sksik ni.","Okay, here's a broomstick for you.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Dyawi ko mangal waliq ssoros haw?,Can you help me with the cloth?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Wiso ko smksik, plwani ka Ukan Rabay dmayaw sonan mangal.",I'm sweeping the floor and you ask Ukan Rabay to carry it for you.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mnhdo so smksik da?,Are you done sweeping?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mnhdo ko smksik da.,I swept it.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Ma so ini sksik?,Why don't you clean up?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Wada ko mhdo smksik da.,I've finished cleaning up.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Mrotiq ka dxral, hay smoros tikoh han.","The floor is dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Iyaq, hay ko mangal waliq ssoros.","Okay, I'll go get the cloth.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mrotiq balay ka bnlingan way, hay smoros tikoh han.","That window is very dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Tawa han, ini ko qdo smksik ka hini na.","Wait a minute, I'm not done sweeping here yet.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Mphoya so ka kiya hari?,What are you doing later?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mpmosa ko miying mptosa.,I'm going to see my teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mphoya so ka babaw mlatac sapah pyasan?,What do you do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mptohoy ko dangi mo mosa moyas oyas?,I'm going to sing with my friends.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mphoya babaw mlatac sapah pyasan ka hiya?,What's he doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mosa tmapaq qsiya ka hiya.,He's going swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Wa sapah ka Ayoc Watan?,May I ask if Ayuc Watan is home?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Wa sapah ka hiya, awah ckcka sapah.","She's at home, please come in.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Wa sapah ka Sawa Watan?,Is Sawa Watan at home?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Uka wah, niqan mano ka ddaon so?","She's not here, what can I do for you?",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Ima so ka iso ho?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"tama rodan, yako Rabay Diro, rwahi ko rhngon.","Grandpa, I'm Rabay Diro, please open the door.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Ima so ka iso?,Who is it?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Lobi, yako Komo Nawi, wiso ko miyah tohoy sonan da.","Lubi Nawi, I'm Kumu Nawi and I've come to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Bsiyaq ta ini tqita da.,Long time no see.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Kiya wah! Lnglongon miso balay! Nhari miyah pprngaw ta kari pa!,"Yeah! I miss you so much. Come on, let's chat!",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Tlong, mahi kal oyo.",Please sit down and have a cup of tea.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mhoway so balay.,Thank you.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mahi kal ociya.,Please have a cup of tea.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Malo bay mmahon ka ociya namo.,Your tea is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Uqi ta hiyi pnwalang pa!,Let's eat fruit!,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Iyaq wa! So knmalo bay qtan ka hhiyi pnwalang niyi.,Yes! These fruits look great.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Malo oqon ka hiyi pnwalang?,How is the fruit?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Iyaq, balay bay malo oqon.","Yes, it's really delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mnhdo pchada oqon idaw kmanan ka bobo da, nhari miyah mkan pa!","Mom has cooked dinner, come and eat!",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, sani ko trima bawa.","Okay, I'll go wash my hands.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Qoqo mkan mi mimah, mbay so sediq icil da.","Try to eat and drink as much as possible, you're not an outsider.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Oo bay qnqan mo da, mtngi bay da.","I ate a lot, I'm full.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Koo hari oqon so, iya qsiqa.","Eat more, don't be polite.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Iyaq, malo bay oqon.","Well, it's delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Mmosa ko da, miyah ko mita sonan nxal dongan.","I'm leaving, I'll see you next time.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Iyaq, swayay ta da.","Okay, goodbye.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Kman bay da, mosa ko sapah da.","It's late, I'm going home.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Awah tohoy babaw dongan ha!,Come again next time!,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Knhoway mosa.,Walk slowly and carefully.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, niqan diyax so pa awah tohoy sapah mo.","Okay, come to my house sometime.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Sndamac namo balay, mptosa ka madas yamo mosa smlohay mi smiling rdrodan alang.","Hello everyone, today I'm taking you to the tribe to interview the elders.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Uxay ta biyaw dhoq da?,Are we almost there?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Uxay ta biyaw dhoq da.,We're almost there.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"tama rodan, wiso nami miyah qmita sonan da.","Grandpa, we've come to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mkla namo rmngaw kari Sediq hay! Laway bay knmalo!,You speak sydykes! That's great!,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Sndamac namo balay, mpwela yamo mosa qnpahan tmokoy maco ka mptosa saya.","Hello everyone, today I will take you to work in the millet field.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Awah tbko mhiyo hini kana, iya chngi madas ka qqiya ddiyon qmpah.","Come and line up, remember to bring your tools.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, mptosa, wa nami madas qqiya ddiyon qmpah kana da.","Yes, sir, we've got our tools.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Wiso ta dhoq da?,Are we there yet?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Ini dhoq na, thiyaq balay na.","Not yet, it's still far away.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Usa cmoyoq qsiya ka iso.,You go watering.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, yako ka moda cmoyoq qsiya.","Okay, I'll water it.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Usa mangal plwaqan qdoda ka iso.,You go get the bird catcher.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, yako ka mosa lmiwaq qdoda.","Okay, I'll go and catch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Sndamac namo balay, mosa ta sanan mita ccamac ka saya.","Hello everyone, we are going to the zoo today.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Taway bay knmalo wah! Mphoya ta mosa ho?,Awesome! How are we going to get there?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tapa ta rolo baso mosa.,Let's take the bus.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Blayaq tbko mhiyo kana, psramal ta mari kipo.","Everyone line up, we are ready to buy tickets.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Brah o qdoda, bokoy o qoyo, sani nanaq sdmhaw qmita.",There are birds in the front and snakes in the back.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mptosa, mico ko qoyo wah.",I'm afraid of snakes.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Ini hoya, so kiya da o osa qmita qdoda.","It doesn't matter, then you go and watch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Kingal jikang spngan da o awah ta mstorong hini dongan.,We'll meet back here in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, mhoway so balay mptosa.","Yes, thank you.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Mano ka qnita so diyax saya?,What did you see today?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Oo bay qntan mo qoyo, kari bay ka qdoda ori.",I saw a lot of snakes and a lot of birds.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Nahari hari, mmosa ta da.","Hurry up, we have to go.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Tawa ko han, mowic bay ka qaqay mo.","Wait for me, my feet are tired.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Psopo ta mosa tmapaq qsiya haw?,Shall we go swimming together?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Iyaq wah! Nta pa!,Yes! Let's go!,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Hbaraw bay sediq ka wiso tmapaq qsiya hini.,There are a lot of people swimming here.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Rboq bay ka qsiya hiya, tmapaq ta qsiya hini da malo da.","The water is deep there, so we just swim here.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Hmnoya so miyah ka iso?,How did you get here?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tnapa so rolo mano ka iso?,What kind of car did you take?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tnapa ko baso miyah ka yako.,I came here by bus.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mnchoya so mosa pnrholan ka iso?,How do you go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Mriq rolo mapa knan msopo nami mosa ka tama mo.,Dad drove me with him.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Hmnoya mosa sapah pyasan kddiyax ka hiya?,How does he usually go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tapa cyeyyon mosa sapah pyasan ka hiya?,He took the subway to school.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Mnchoya mosa mari sama ka bobo rodan so?,How does your grandmother go to the grocery store?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mriq otobay mosa mari sama ka hiya.,She went to the grocery store on a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mphoya so mosa Tao ka iso?,How are you going to get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mptapa ko aso ka mosa Tao.,I want to take a boat to Lanyu.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Hmnoya mosa Tao ka hiya?,How did he get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tnapa skoki mosa Tao ka hiya?,He's flying to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tnapa rolo mano mosa Takaw ka hiya?,What bus did he take to Kaohsiung?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tnapa kawtyey mosa Takaw ka hiya.,He took the THSR to Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Tnapa kisya mosa Tayto ka hiya?,Did he take a train to Taitung?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Iyaq, tnapa kisya mosa Tayto ka hiya.","Yes, he took a train to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Uxay, tnapa skoki mosa Tayto ka hiya?","No, he took a plane to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Niqan sanan tapa baso ka hini?,Is there a bus stop near here?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Niqan, msdorox mosa da o kiya ka mpqita so ppaon baso da.","Yes, if you go straight ahead, you will see the bus stop.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Weyno ka ceyyon msdalih bay hini?,Where is the nearest MRT station?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Uka ceyyon ka hini, wana haya ka malo so ppaon.","There is no MRT station here, you can only take a taxi.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Khno diyax ka tapa baso dhoq sapah pyasan?,How long does it take to get to the school by bus?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
15 pongkang ka mpdhoq sapah pyasan.,15 minutes to school.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Khno diyax ka tapa kawtyey dhoq Taycyo?,How long does it take to get to Taichung by THSR?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Kingal jikang ka mpdhoq Taycyo.,I will come to Taichung in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Bsiyaq balay ka mriq rolo mosa Ulay?,Is it a long drive to Ulai?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Ya bay kingal jikang.,It takes about an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Khno diyax ka tapa so ceyyon dhoq sapah mo?,How long did it take you to come to my house by subway?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Kasi ka mposal pongkang.,It takes 20 minutes.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mkla so moriq ddeynsya?,Do you know how to ride a bicycle?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mkla ko mriq ddeynsya ka yako.,I can ride a bicycle.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Niqan ka otobay so?,Do you have a motorcycle?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Niqan kingal ka otobay mo.,I have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Uka ka otobay mo.,I don't have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Malo ko ppsiling kari sonan?,Can I interview you?,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Malo, smrowa ko balay.","Yes, I would love to.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Uxay ko, ini ttoko ka knkla mo.","Don't, I don't know much about it.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Niqan so diyax ka babaw cka hidaw? Knmosa ko qmita sonan, ya malo ho?","Are you free this afternoon? I'd like to visit you, is that OK?",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
"Iyaq, twaon miso sapah mo.","Okay, I'll wait for you at home.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Niqan diyax so ka koson? Iyox ko mpsiling sonan qori pnngalan kari pnsltodan Sediq.,Are you free tomorrow? I'd like to ask you about the saga of the Sedecks.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Mosa ko lmiqo ka koson, oka ko mniq sapah wah.","I'm going to the mountains tomorrow, I'm not home.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mbahang ko iso pa niqan balay knklanan so qori waya Sediq, knpsiling ko sonan.",I've heard that you're very knowledgeable about the traditional customs of the Sedykes and would like to ask you a few questions.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Ini ttoko ka knklanan mo, binaw, qqowi ko cmiyok kari.","I don't know much about it, but I will try to answer as best I can.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Ya ko malo psoeyga? Kiya ka mndongos bay smko ndanan ta.,Can I record the video? It will be easier to record in the future.,Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Iyaq, malo hmi.","Okay, no problem.",Formosan-ePark/Final_XML/ep2_情境族語/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
