sxr,english,source,kindOf,dialect,row_type,split
maro papiaini coco'o ocani pihlingi hlakana'ana?,How many people in their family?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro lalima coco'o ocani pihlingi hlakana'ana.,There are five people in their family.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
maro papiaini mamaini saliamo?,How many children in your family?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
matarongahlʉ aopatʉ mamainihlamo.,There are four children in our family.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro papiaini hlimihlimilavaio?,How many younger siblings do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oka'ako hlimilavaʉ hlahlosa, maro hlimilavaʉ ahlaina tatolo.","I don't have any younger brothers, but I have three younger sisters.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
maro papiaini ahlahlaloao?,How many older siblings do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
oka'ako ahlahlaloa.,I don't have any older siblings.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro papiaini ahlahlaloa hlimihlimilavaʉao?,How many siblings do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
oka'ako ahlahlaloa hlimihlimilavaʉ.,I don't have any siblings.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlahlaloa hlimihlimilavaimo i?,Are you brothers?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, ahlaloako hlahlosa kana'ana.","Yes, he is my brother.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
coco macomoi?,Are you aboriginals?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, ihlahlamo ia coco maco.","Yes, we are aboriginals.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
coco 'o Hla'aloai mʉmʉa kana'ana?,Is she hla′alua too?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, coco'o Hla'aloa mʉmʉa kana'ana.","Yes, she is hla′alua too.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
aonini langica arinani?,How's the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"masarʉmʉ arinani, tomoa koatomohlo sahlomo macici.","It's a bit cold, so you need to drink more warm water.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"macici a langica, tomoa koatomohlo sahlomo.","It's a bit hot, so you need to drink more water.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini a langica vahlita?,How's the weather outside?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam taisa tahliaria, kokia asapo mitaloailipi.",The sun is bright and remember to wear sunscreen.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"matomohlo a lolonga, oka'a tahliaria langica.",There are a lot of clouds but no sun in the sky.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
aonini a langica matata?,How is the weather tomorrow?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"oka'a tahliaria, matomohlo lolonga, taisa varatʉ matata.",It will be cloudy and windy but not sunny tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
aonini langica ari kana'ana?,How was the weather that day?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"masarʉmʉ langica kani'i, maci kipohlo vahlita ia tomoa ma paritatʉpʉhlana.",It was a bit cold and you needed to wear a jacket when you went outside.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini langica talovaolana ari?,How's the weather on the weekend?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
arimahlʉnga a langica taloavaolana ari.,It will be sunny on the weekend.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaosahlii kana'a ari?,Will it be rainy that day?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"arimahlʉnga langica kana'a ari, koaosahlʉ.",It will have no rain and be sunny that day.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaosahlʉ i kana'a ari?,Will it be rainy that day?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, omaosahlʉ kana'a ari.","Yes, it will be rainy that day.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omosahlʉ i kani'i?,Is it raining now?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mikacico, moromitaco a tahliaria.",The rain stops and the sun comes out.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"omosahlico, oka'ako mahlava saonga.",It is raining and I don't have an umbrella with me.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omosahlʉ i vahlita?,Is it raining outside?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oka'a omosahlʉ kani'i, omosahlʉ mahlipapo, tomoa mahlava saonga maci kipohlo.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
masarʉmʉ i cocaihli ahla'amisana?,Will it be very cold in winter next year?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"a'ʉ, masarʉmʉ a cocaihli ahla'amisana, tomoa matomohlo tikoro.","Yes, it will be very cold in winter next year, so you need to put on extra layers.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
macici i ahlamacicia mamisa?,Will it be very hot in summer this year?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, tam macici ahlamacicia, tomoa maatomohlo sahlomo.","Yes, it will be very hot and you need to drink more water.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maromokoo i ahlavʉngʉlaia?,Do you like spring?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maromokoako ahlavʉngʉlaia, tam masongoli a langica.",I like spring because the weather is warm.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maromokoo i ahlaosahla?,Do you like autumn?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koako aromoko ahlaosahla, maro matomohlo a pariavaratʉ ahlaosahla.",I don't like autumn because there are lots of typhoons in autumn.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
asapocoako mahlava tʉpʉhlana sohlatʉ.,I forgot to bring the textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
poalisiako ihlao komita.,I will share it with you.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
asapocoako mahlava siasamoso.,I forgot to bring the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
paohlioako ihlao.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
asapocoo i ahlavo siasohlatʉ?,Do you forget to bring your pen?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, omohliako siasohlatio?","Yes, can you lend me a pen?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa anio koamaimamahlipapo?,What would you like for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaoako pangʉ.,I want some bread.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa anio koarovarovana?,What would you like for dinner?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
omaoako ooro.,I want some rice.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hliomocoako 'asarʉ.,I ate an egg.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa hlianio koamamahlipapo?,What did you have for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hliomoako papa'a torokoka.,I ate the chicken.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasaita pisovatʉrʉ taʉhlʉkai.,Let's play soccer.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"moaloalo ihlao mosa, okikirimiako ihlao cocovanana.",You go first and I will catch up later.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
mosaita makahlangolo.,Let's go swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
a'ʉ! kiʉlʉsita mosa.,Sure! Let's go there together.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mosaita pasaolaola'ʉ taʉhlʉkai.,Let's play ball.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko, mosaita taraivo sohlatʉ.","No, we have to carry books first.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
hlitaranicooi ahlii?,Did you brush your teeth?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oka'amana, taraʉnʉko takopihli.",Not yet. I am doing the dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
porivonoko co o i?,Did you rinse out your mouth?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hliporivonoko co ako.,"Yes, I rinsed out my mouth.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
taraʉni co o i takopihli?,Did you wash the dishes?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
talʉpʉngʉ co ako takopihli.,I already washed the dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
tiara o kona mararamoco?,Why didn't you wash your hands?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
taraʉnʉ ko cocovanana.,I will wash my hands later.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa atamahlʉnga o kicovanana?,What were you doing just now?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mosa ko okikirimi pakiatoroa.,I went to meet the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maco talaloihli ngasa atamahlʉnga o?,What are you going to do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moahlalohlalosoako poaili salia.,I will go home directly.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
maco talaloihli ngasa atamahlʉnga kana'ana?,What is she doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
moasa kana'ana mosoaraovo,She is going to go dancing.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
'Apʉʉ ma o i salia?,"'Apʉʉ, are you home?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"maro, pasakolai poaroma.","Yes, come on in.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"'Apʉʉ, ma o i salia?","Aruuai, are you home?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko a salia 'Apʉʉ! Arooai ako, maroi ta'iara? maco poaili 'Apʉʉ kihlamohlamo ako.",Apʉʉ is not at home. I am Aruuai. What can I do for you? I will let him know when he comes back.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngahlaisa mo?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tamo ahlaina, ihlahlamo ia 'Apʉʉ noa Arooai, tomalʉlʉvʉ amo maropangʉhlʉvʉ sipangʉhlʉva!","Grandma, we are 'Apʉʉ and Aruuai, please open the door for us.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"'Avi ako, okikirimi ako Pa'ʉ.","I am 'Avi, I am here for Pa'ʉ.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tamo ahlaina, mʉcʉkʉhlʉ co ako kimita ihlao.","Grandma, I am here to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"rahloa co koacʉkʉhlʉ ihlao, tam miatatarʉ ako ihlao.",You haven't been here for a long time. I missed you so much.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
Hlatingai mʉcʉkʉhlʉ co ako okikirimi ihlao pasaolaola'ʉ.,"Hlatingai, I am here to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pasakolai poaroma, rahloa ko opapalo ihlao.",Come on in! I have been waiting for you for a long time.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"lʉmʉkʉko mairangʉna kani'i, koatahlamʉkia!",This is the sweet potato I grow. Try it!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maami angatʉ a mairangʉna kani'i.,The sweet potato is so sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"moara! hlilʉmʉkʉ ko masokio'ona kani'i, koatahlamʉ.",Come here! These are the fruits I grow. You should try it.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam maami a masokio'o kani'i.,The fruit tastes sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
toaporokia! koatahlamʉ hlilʉmʉkʉ ko viarona kopisavoanʉ!,Take a seat! You should try some organic corn that I grow.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
o! tam maami a viaro kani'i.,Wow! The corn tastes so sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoa o i oomo vaakʉ?,Do you want some oranges?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kotoahlʉ ako oomo vaakʉ, oomo ako 'asopi.",I can't eat oranges. I will have some apples instead.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoa o i oomo kamosia hliparanganʉa?,Would you want some cookies?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, tam mangalai ako.","Sure, I like it very much.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
akolici ko masokio'o ovora ihlao oomo.,Let me peel the fruit for you.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"'ʉ'ʉraisa, tam tomohlo a 'ʉpʉcʉ masokio'o kani'i.",Thank you. This fruit is so juicy.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omala ko sahlomo ovora ihlao miima.,I will bring you some water.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koatomohlokia, hlivavo co ko tam tomohlo camai.",Enjoy yourself. I cooked a lot of dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
o! macoisa samahlʉmahlʉngʉ sa'ao mʉmʉa.,Oh! It smells good and looks delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koatomohlokia, maromana matomohlo naani.",Enjoy yourself. There is a lot more.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koco ako arino!,I'll make myself at home then.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"koatomohlokia, maromana matomohlo naani.",Enjoy yourself. There are plenty here.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koatomohlo co ako, kotoahlʉ co ko oomo.",I ate a lot and couldn't eat any more.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roavici pakiatoroa ihlamo moasa vovolonga arinani.,I will take you to the mountains today.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
amihla ina'a tam matomohlo a hlatikasʉ vovolonga.,Mom says that there are lots of mosquitoes in the mountains.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roavici pakiatoroa ihlamo moasa hlipatoaiaili arinani.,I will take you to the fields.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa amo i pahliavalʉ sarʉ?,Are we going to loosen the soil?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
iniamo ahlokakoa arinani?,Where are we going today?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
roavici pakiatoroa amo mosa vovolonga.,Teacher will take us to the mountains today.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
moasa amo i patʉkʉ sakʉrahlʉ arinani?,Are we going to the riverside today?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko, roavici pakiatoroa amo moasa vovolonga.","No, our teacher is going to take us to the mountains.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa amo i vovolonga arinani?,Are we going to the mountains today?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko, moasa amo hlipatoaiaili arinani.","No, we are going to the fields.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, ngasa komakita amo patʉkʉ sakʉrahlʉ?","Teacher, what are we going to see at the riverside?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa amo komita tilongocohlai.,We are going to see dragonflies.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pakiatoroa, ngasa komakita amo vovolonga?","Teacher, what are we going to see in the mountains?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa amo komita tapo'ai.,We are going to see butterflies.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngasa atamahlʉnga amo hlipatoaiaili?,What are we going to do in the fields?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"moasa amo hlipatoaiaili komita hlilʉmʉkʉ amo viarona, maiatohlohlokia maroa 'aira, ahlo'o!","We are going to see the corn we grow in the fields, but you need to be aware of the ants and bees.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakiatoroa moasa amo i patʉkʉ sakʉrahlʉ makahlangolo?,"Teacher, are we going to swim in the river?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko, moasa amo komita tilongocohlai.","No, we are going to see dragonflies.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
pakiatoroa moasa amo i hlipatoaiaili lʉmʉmʉkʉ hlatʉngʉ?,"Teacher, are we going to grow some vegetables in the fields?",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasa amo pahliavalʉ sarʉ arinani.,We are going to loosen the soil today.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro kaio tilongocohlaina miapipihlihli.,There are dragonflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
arinani hlikita ako macoisa mangosipi isa tilongocohlai.,Today is the first time I see real living dragonflies.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro kaio tapo'aina miapipihlihli.,There are butterflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"oa! maromoko ako tapo'aina, tam mavacangʉ.",Yeh! Wow! I love butterflies. They are very beautiful.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ko a tapo'ai kana'ana, kana'ana ia ahlo'o.",Those are not butterflies. They are bees.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ma naani komita, kokia oasaihla sasaroana!",Come here and take a look. Don't go too far!,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"a'ʉ, ko amo oasaihla sasaroana.","Got it, we won't go anywhere too far.",Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kokia itahlahlʉ, moamoamoarʉ mosa talʉmʉlʉmʉco milakopo.",Don't run and walk slowly lest you fall down.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlatomoa ako makolai komita.,I want to see them right away.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
aonini o mosa tahloavʉ?,How do you go to the block-house?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moalikihli ako mosa tahloavʉ.,I drive to the block-house.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aonini kana'ana mosa parana maisasavosavoanʉna?,How does he go to the hospital?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasasala kana'ana mosa parana maisasavosavoanʉna.,He walks to the hospital.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
aonini a o mosa Pʉngʉho?,How do you go to Penghu?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
motatongosa ako miapipihlihli saliana mosa Pʉngʉho.,I go to Penghu by plane.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
motatongosa ako 'avangʉna mosa Pʉngʉho.,I go to Penghu by boat.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa atatongosa o poaili salia?,How do you go home?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
motatongosa ako likihli moamasahli poaili salia.,I go home by MRT.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngasa motatongosa 'Uosona mosa ariatʉkʉrana?,How does 'Uusuna go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
motatongoso 'Uosona likihli apohlo mosa ariatʉkʉrana.,'Uusuna goes to school by train.,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasa motatongoso Paolina mosa tapakia?,How does Paulina go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
