tao,english,source,kindOf,dialect,row_type,split
"noon, si kaka mahakey ori.","Yes, he is my brother.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
inyo am yancomin?,Are you aboriginals?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, yamen am yancomin.","Yes, we are aboriginals.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
iya am tao do pongso?,Is she tao too?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, tao ri do pongso.","Yes, she is tao too.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yakman so ajin o kakawan si ciarow ya?,How's the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yakmey marekmeh, minomka so cinwat.","It's a bit cold, so you need to drink more warm water.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yakman so anjin o kakawan si ciarow ya?,How's the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya mangan nget, minomka so ranom.","It's a bit hot, so you need to drink more water.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
manngo do pantow o kakawan?,How's the weather outside?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yarako arow, ji mongawawan o kapey koris mo so aneng.",The sun is bright and remember to wear sunscreen.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yaro o cinalab, yabo o arow.",There are a lot of clouds but no sun in the sky.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
manngo simarow o kakawan?,How is the weather tomorrow?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"simarow am, yabo o arow, yaro o cinalab, yarako sazowsow.",It will be cloudy and windy but not sunny tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"do arow na am, jya tenngi o kakawan?",How was the weather that day?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"do arow na am marekmeh, si makowbotka am mapatapil ka so talili mo.",It was a bit cold and you needed to wear a jacket when you went outside.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"do i peywalam am, jya tenngi o kakawan?",How's the weather on the weekend?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"do i peywalam am, apiya o kakawan.",It will be sunny on the weekend.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
do arow nonang am macimooy?,Will it be rainy that day?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"do arow na am apiya o kakawan, ta yajya cimoy.",It will have no rain and be sunny that day.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"noon, do arow na am macimoy.","Yes, it will be rainy that day.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya macimoy sicia ikoa ya?,Is it raining now?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya na mangan, ya na meytotow o arow.",The rain stops and the sun comes out.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya macimoy, ko jinipalolo o payong.",It is raining and I don't have an umbrella with me.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya macimoy do pantow?,Is it raining outside?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya jyacimoy sicia ikoa ya, si maligan o arow am macimoy, ma palolo ka so payong si makowbot ka.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
marekmeh sicia mina?,Will it be very cold in winter next year?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, marekmeh sicia myan sawan, pakaroon mo o ayobmo.","Yes, it will be very cold in winter next year, so you need to put on extra layers.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mangannget siciawan do teytey ka?,Will it be very hot in summer this year?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, mangannget, aroo inomen mo aranom.","Yes, it will be very hot and you need to drink more water.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mo ikakza o rayyon?,Do you like spring?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ko ikakza o rayyon, tayapiya o kakawan.",I like spring because the weather is warm.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
mo ikakza o masngen do amyan?,Do you like autumn?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko jyakzan go panoyo toyon, ta aroo angin.",I don't like autumn because there are lots of typhoons in autumn.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nya ow ko ka palolo so vakong.,I forgot to bring the textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
citahen ta.,I will share it with you.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nya ow ko ka palolo so ipangongopas.,I forgot to bring the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
pavooden ko jimo.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
monya ow ipivatvatek mo?,Do you forget to bring your pen?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, vooden ko pa oipeyvatvatek mo an?","Yes, can you lend me a pen?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo mo kanen si mararow?,What would you like for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko koman so nikates da odong.,I want some bread.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ikongo mo kanen si makoyab?,What would you like for dinner?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko koman so mojis.,I want some rice.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo mo nyakan no kapnezak?,What did you have for breakfast?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nikoman so icyoi.,I ate an egg.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo mo nyakan no kamararow?,What did you have for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nikoman so manok.,I ate the chicken.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mangey ta mapatoktok so bozo.,Let's play soccer.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pan ma, sitoai am kalahen ko imo.",You go first and I will catch up later.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mangey ta meyyawawat.,Let's go swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
noon! meyheza ta mangey.,Sure! Let's go there together.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
mangey ta meybozo.,Let's play ball.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"taosya, ko mangey mangakot so vakong.","No, we have to carry books first.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kanani meyveravera so ngepen?,Did you brush your teeth?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yabopa, ta komeyveravera so paney.",Not yet. I am doing the dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
monani oya san ngoso mo?,Did you rinse out your mouth?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nani oyasan.,"Yes, I rinsed out my mouth.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ka nanimey veravera so paney?,Did you wash the dishes?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko nateyka ni vera o paney.,I already washed the dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asyo ka jya ni mavanow?,Why didn't you wash your hands?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sitai mavanow ko.,I will wash my hands later.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ikongo vazey mo no kacitoai?,What were you doing just now?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mangey kalahen o sinsi.,I went to meet the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo mo vazey simey syasey kamo?,What are you going to do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko to mey toposamoli.,I will go home directly.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo na vazey simey syasey kamo?,What is she doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mangey maganam.,She is going to go dancing.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"maneyran, kamyan do vaheynyo?","maneyran, are you home?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"komyan, asdepey.","Yes, come on in.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"maneyran, kamyan do vahaynyo?","maneyran, are you home?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yabo simaneyran, yaken nam, si ladang, yamyan so vazey mo? simai am, ipanci ko jya.",maneyran is not at home. I am ladang. What can I do for you? I will let him know when he comes back.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sino kamo?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"akes, yamen am si maneyran kani ladang.","Grandma, we are maneyran and ladang, please open the door for us.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yaken am si magaga, ko kalahen si tomayo.","I am magaga, I am here for tomayo.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"akes, ko maia tomita jimo.","Grandma, I am here to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ka mow neyranaya jya ni mai, ko ikapow imo.",You haven't been here for a long time. I missed you so much.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"manpang, ko kalahen imo amey yalalam.","manpang, I am here to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"asdeprana, ko mowney ya am nanlajimo.",Come on in! I have been waiting for you for a long time.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"oya nimowa koa wakey, akan pala!",This is the sweet potato I grow. Try it!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ya maganinam o wakey.,The sweet potato is so sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"sijya! oya nimowa ko asomon, akan pala.",Come here! This is the watermelon I grow. You should try it.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ya maganinam o somon.,This watermelon tastes sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"lisna jito! oya nimo wa koa tomozokosi, akan pala!",Take a seat! You should try some organic corn that I grow.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ow! yapiya kakanan na.,Wow! The corn tastes so sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
koman ka so vazacinok.,Do you want some oranges?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko jyangan so vazacinok, koman ko so asi no kayo.",I can't eat oranges. I will have some apples instead.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
koman ka so o ka si?,Would you want some cookies?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ko ikakey ori.","Sure, I like it very much.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
atjipan ko o asi no kayo ta kanen mo.,Let me peel the fruit for you.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ayoi, yaroo asoy no asi no kayo.",Thank you. This fruit is so juicy.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mangapko so ranom ta yopen mo.,I will bring you some water.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ayoi.,Thank you.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pakaroonmo o kanen mo, ta yaroo ko ni dengdenga yakan.",Enjoy yourself. I cooked a lot of dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ow! manoyong a yamaangno yapiya so kakanan.,Oh! It smells good and looks delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pakaroonmo o kanen mo, ta yaro pa dojya.",Enjoy yourself. There is a lot more.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ko na jyamo!,I'll make myself at home then.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pakaroonmo o kanen mo, ta yaro pa dojya.",Enjoy yourself. There are plenty here.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jikonangan, ta yarorana ko nyakan.",I ate a lot and couldn't eat any more.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
na palolon yaten no sinsi a mangey do takey.,I will take you to the mountains today.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
maniring si ina am yaroo do takey o manongit.,Mom says that there are lots of mosquitoes in the mountains.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na palolon yaten no sinsi a mangey do kowran.,I will take you to the fields.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
tamo mangey mangavas?,Are we going to loosen the soil?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do jino?,Where are we going today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na palolon yaten no sinsi a mangey do oyo.,Teacher will take us to the riverside.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do jino siciaro oy ya?,Where are we going today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na palolon yaten no sinsi a mangey do takey.,Teacher will take us to the mountains today.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do oyo siciarow ya?,Are we going to the riverside today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"beken, na palolon yaten no sinsi a mangey do takey.","No, our teacher is going to take us to the mountains.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
tamo mangey do takey siciaro oy ya?,Are we going to the mountains today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, tamo mangey do kowran.","No, we are going to the fields.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, ikongo tamo mangey citahen do oyo?","Teacher, what are we going to see at the riverside?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
tamo mangey manita so poney.,We are going to see dragonflies.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, ikongo tamo mangey citahen do takey?","Teacher, what are we going to see in the mountains?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey manita so pahapahad no anito.,We are going to see butterflies.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey jino do kowran?,What are we going to do in the fields?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey citahen o ko nimowa tomozokosi.,We are going to see the corn we grow in the fields.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, tamo mangey meyyawawat do oyo?","Teacher, are we going to swim in the river?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, tamo mangey manita so poney.","No, we are going to see dragonflies.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, tamo mangey meymowa so napa do kowran?","Teacher, are we going to grow some vegetables in the fields?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey pey valyaten o tana.,We are going to loosen the soil today.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamya do dang so yatomelem a poney.,There are dragonflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko kapaka citapa so yamaviey a poney.,Today is the first time I see real living dragonflies.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamyan dang so ya tomelem ma pahapahad no anito.,There are butterflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"wa! ko ikakza o pahapahad no anito, tayapiyatao.",Wow! I love butterflies. They are very beautiful.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
do dang am na yanan no yamey sina sina oli a pahapahad no anito.,There are butterflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ori am tapipi, beken na pahapahad no anito.",Those are not butterflies. They are bees.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"ji kangey do teymarai, tomo nita dojya!","Got it, we won't go anywhere too far.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"noon, namen jyangey do yatey marai.","Got it, we won't go anywhere too far.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"makapyaka mangonong, tamalektekka, ji ka malayo.",Don't run and walk slowly lest you fall down.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ko meybezbez a tomitasya.,I want to see them right away.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
makongo ka mangey do sarowap?,How do you go to the block-house?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko meyyaleleh a mangey do sarowap.,I drive to the block-house.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
makongo so anjin a mangey do pangavavawan?,How does he go to the hospital?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya malam a mangey do pangavavawan.,He walks to the hospital.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
makongo ka mangey do pengho?,How do you go to Penghu?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mavang do sikoki a mangey do pengho.,I go to Penghu by plane.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ko mavang do avang a mangey do pengho.,I go to Penghu by boat.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ikongo mo avangan si maika?,How do you go home?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mavang do avang aya moli.,I go home by boat.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"malap, ikongo mo avangan a mangey meyvatvatek?",How does malap go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"malap, yako mavang do matolatolang aleleh, a mangey do gako.",malap goes to school by train.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"omis, ikongo mo avangan a mangey do kyokay?",How does omis go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko o mavang do vaziososen no ai a, aleleh. yamangey do kyokay.",omis goes to church by bicycle.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mangonong a yamange do peyvatvatkan?,Do you go to school on foot?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, ko mavang do aleleh.","No, I go to school by bus.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mey yaleleh a mangey do peyvatvatkan?,Do you go to school by bicycle?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ko mey yaleleh a mangey do peyvatvatkan.","Yes, I go to school by bicycle.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ka mavang do matolatolang a leleh a mangey do takaw?,Do you go to Kaohsiung by High Speed Rail?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ko o mavang do matolatolang a leleh a mangey do takaw.","Yes, I go to Kaohsiung by High Speed Rail.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
si mangey ka do tayto am ka mavang do sikoki?,Are you going to Taitung by plane?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mavang do sikoki ta yamaksez.,I will take the plane.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"si mangey ka do kyokay am, ka meyyaleleh?",Are you going to drive to the church?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko meyyaleleh a mangey do kyokay.,I will drive to the church.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ya masngen o pananazangan do vahey nyo?,Is the market close to your house?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya jyasngen, ta ko pamey yaleleh a yamangey manazang do pananazangan.","No, it is not, so I always ride the motorcycle to the market.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya masngen o yobingkyo do peyvatvatkan?,Is the post office close to the school?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko tongalam a yamangey, tayamasngen.","Yes, it is within walking distance.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya masngen o akakanan do pangapanalan so aleleh?,Is the restaurant close to the station?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
alima ka vatvatek o ipangonong ka pakaranesrana.,It only takes five minutes after you walk out of the station.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya myan so mo i pey walam?,Are you available today?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tangang?,What is the matter?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko naknakmen ko kangey jimo.,I would like to visit you.,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko jingyan do vahey namen ta yamyan so vazey ko. no maikoan rana.,I am out today. How about another day?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
