ckv,english,source,kindOf,dialect,row_type,split
o yao pama nayi qiqakotong o iza ya.,or pick up seaweed.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
nisiangozosanna ngid qan satoto nizanta pazokat.,We take out all that we have picked up at sea when it is time for lunch.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
sa satotoan yao meti ay yao manin ay.,There are raw and cooked food for lunch.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
satotoan mai ita mazas to nino ay nitalepawan matiw sa lazing.,We don't take food from home to the sea.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
qawman wama zana lazing ay tamonniq tayan.,Our foods are definitely only those picked up at the sea.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
wama memay ato mian niazasan.,What are brought are only rice and salt.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
nayao zana kebalan matiw sa lazing.,That is how Kavalan people go to the sea.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
saqalizaqan saqanengian na waway.,the way of life which makes us happy and good,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,validate
zinniq nayao ma.,That's how we think.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-sea_buya.xml,standard,UNKNOWN,sentence,train
tangi sinsano pa imi to zana iza zana tazian ay salalikilan zinko nani.,Today let's talk about the Harvest Festival held here.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
ngayaw na yao pama sa sa bisayan ato iza kwa to sasikawmaan na kizaya zata ay zata ay sikawmaan zinko nani.,"Before that, there will be a speech contest of our mother tongue.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
aiso bawminanko iso siRab nani.,I have signed you up (for the contest) yesterday.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
azo yao ni nino saizaan sa s sanoanso ma qasopaRanso si.,If there is something you want to tell or you know,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
sinsano iza eh sinsano pa ita tazian ya liaotianakita si.,We can talk about it here.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
azo yao s Rayngoanko si.,If there is something I don't know,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
qawman ipil iko qa to zata ay to kitot zinko.,Of course I will at least listen to our.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
o mwaza ti Rayngoanko qaya to sikawmaan nani.,There are many words that I don't know.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
eh niano sa izaan o sasikawmaanko to zana.,What should I say?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
e zana kebalan.,something about Kavalan.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
lalikil lalikil e la lalikil zinko ngidanko sikawma to zana lalikil.,"Harvest Festival, I think I want to talk about the Harvest Festival.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m zinko ay eN kasianem iko nani lalikil nani m astaR aoN zoma zana tay zana zata ay tazian zinko.,I think our Harvest Festival here is different.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
zoma zata ay ta pateRongan zinko kya.,I think our (Harvest Festival) in Xinshe is different.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
nayao sayzi nani.,Exactly so.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
pa payanay pa zinimanko tazian ta sanoanko ta ta zana zata tazian o zana baqian zinko.,(I'm wondering) whether my topic should be about here or about the elders.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
qawman zana baqian ay sikawmaan kawka nengi.,Of course about the elders. It would be better.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
yinwei oh zana baqian.,"Oh, about the elders.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
zata ay tazian mai ita to matatapon ti.,(All things are) mixed up.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
iza si mai ita to naqonian 'nay waway zemen.,Because we don't have history here.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
sepaw mai to sepaw ay.,Without (ceremonies of) worshiping ancestors,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
nani wama ta zana masang ay ni izaan na baqian oN 'nay waway na naqoni qawma m 'nay kolikozan kawka nengi ay.,Only following the elders' behaviors before would be good.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
o en kolikoz ita tazana e pateRongan kawka.,It's good for us to follow things in Xinshe?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
oh nayao ay pasikawmaanko kawka.,"Oh, should I speak in that way?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m o i otani ziqang na.,How long (should I speak)?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
otolo sanfenchong yinei.,Within three minutes.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
otolo otolo sanfenchong zinna m m m oh.,They said within three minutes. Oh.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m a sikawma aita to zana kebalan si sikawma aita oman to zana iza zana.,We speak in Kavalan and then we speak again in...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
pon ti iso sikawma to zana zata ay sikawmaan zana kebalan nani.,After you finish speaking in Kavalan,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
sikawma aita moman to zana Rolam.,We will speak again in Mandarin.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m an.,Yes.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
mit Rayngo mipil laq to sikawmaanso tangi si qawman jieshianso oman aiso ah.,Some people might not understand what you have said just now; of course you have to explain again.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
nino sikawmaanko tangi.,What did I say just now?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
zinso jienloede oh sikawma to nisikawmaanso ay tangi na yisina.,You can talk very briefly about the meaning of what you have said.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
zana2 imina.,Its meaning.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
oh imina.,"Oh, its meaning.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
os o m omanaka to sikawmaanko to niano sikawmaanko tangi.,Speak again what I have said.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m sano pa to zana Rolam si sopaR pa qaniyao nayao.,"Speak in Mandarin, and they will understand?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
oh s nizo kizaya.,all Amis?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
sek oeh shiyizo si niz yao mzokat.,All eleven tribes will come out (to participate in the contest).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
ano kintani m mlabo ay to hoodong zao nani.,How many people will participate in this activity?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
qawman yinggai mazmon ti zinko yo.,I think there would be definitely many people.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
tangi Ray aita Rozokat eh Ro.,We just came out...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
Rozokat ti ita RoqisoR to za to dishiyizo nani.,We just became the 11th tribe.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
qawman mita qaniyao to may timaitaan to iza.,Of course they will watch something of us...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
to titaika si ho naqoni kebalan.,will see how Kavalan is.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
naqoni kebalan zinna sayza nani.,They may think how Kavalan is.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
o pazokatika aiso aimo kebalan zinna iko nani.,"He said to me, "" tell you Kavalan (to join the contest).""",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
qawma ni kmilim ti iko timaimoan ya timaisoan.,I found you... you.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
kintani imi.,How many people?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m aita kebalan nani kinsepat 'nay mzokat ay.,We Kavalan have four who go out (to participate in the contest).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
zhoangnienzo ay kinsepat.,There are four in the adult group.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
en kintolo.,Three.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
kintolo aiko nani.,"Three including me, and...",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
ti oci.,And Uci...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
tioci.,And Uci...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
ti cinRo.,And CinRu.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
ticinRo sopaR ticinRo en aizipna sikawma si.,"CinRu. Oh, CinRu is good at speaking.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m nei tioci sopaR qaya nani.,Uci can also.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
m? m sopaR ma qaniyao zinko ka?.,I think they are better (at speaking than me).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
moni aiso.,How about you?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
qa singsi na iza qoni pa Rayngo qaya.,"How come you, as a teacher of something (our mother tongue) cannot (speak Kavalan)?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,test
mala mala mala ti iso to iza si to.,If you win that...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
mala iko nage to zana kebalan.,If I win of Kavalan (speech contest)...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
en mala iko to zana kebalan nani pisapat ti.,I got (the certificate of) Kavalan by chance.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
'nay osa pisapat zao.,This cannot be done by chance.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
azo azo mpoqaw qaya 'nay miza ay mi mita ay to izanomi ni kaoshiannomi zinko.,The invigilators seemed blind.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
nani sonis yao osiq qaya na zako ay sonis 'nay saswani ay.,"As for the child group, one is my youngest child.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
oh wonienji nani.,In the 5th grade.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
sopaR sikawma.,Can speak?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,validate
qawman todanta kawka sopaR.,Of course can (speak Kavalan) only if we teach him.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
azo mai mai todanta si taRnina qaya na sonis.,"If we didn't teach a child, how could he (speak Kavalan)?",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
nayaoanko patod qaya sonis 'nay to sikawmaan.,I taught him to speak in that way.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
azo mai imo miza tangi.,If you don't do this right now,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
mlingsiw to sikawmaan si.,Learning to speak,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
amawaR qamai ti qamai ti ita to sikawmaan zinko Ranaw.,"Afterwards, I think we will lose our language.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
palingsiwanso.,Did you let him practice?,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
pa patodanko ti to sikawmaan tangi nani.,I teach to speak now...,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
izaika.,To do so.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
canjiaka to zao 'nay iza si kawka nengi.,It would be good to participate in this.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
paiza to anemta.,Console our hearts.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
paRaya to anemta paqeseR to anemta zinko.,To strengthen our confidence and encourage our heart.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
nayaoma sikawmaanta.,That's all.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
oh nayaoma.,That's all.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
oh ay.,Oh ay.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,standard,UNKNOWN,sentence,train
sikawma pa iko haw pakonko to zana qmodo to biat.,"I'm going to tell a story, starting from keeping a frog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao sonis a zao qmodo to biyat qmodo to waso nani.,There is a child who keeps a frog and a dog.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
taytaan na sonis a zao biatna tapeRaskoan ato waso onay nani.,This child looks at his frog in the bottle and that dog.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
mlizaq tmayta to waso biatna sRi waso a yao to.,"Looking at his frog and that dog, he feels happy, and...",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to toRabi ti nani maynep ti ya sonis a zao.,"And when the night falls, this child also falls asleep.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
mango mRaRiw a biatna sayza ya maynep a sonis a zao qaRatoRabi.,"And it turns out that his frog runs away, perhaps this child has fallen asleep in the late evening.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to tabRabi masoat nani taytaanna tapodoqan a biyat a yao nani mai ti.,"And after waking up in the morning, he looks into the bottle for that frog, but it is gone?!",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
oo nian ti biatko zinna sonis a zao.,"'Oh, where is my frog?,' said this child.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
to wiya ti kmilim kmilim ti sonis a zao to biatna nani.,"So this child goes searching, searching for his frog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,validate
oo pasi yao taRasoRanna na zpo na koco zinna sayza na sonis a zao nani.,"This child thinks, 'Ooh, it's probably inside the shoes.'",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
wa wiya ti biqoloanna ti ya zpona amagocona sayza 'o kmilim to biat nani.,"He goes turning over his shoes, or his rain boots perhaps, to search for the frog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
sRi waso a yao pasi yao tapodoqan ya ya biat a zao zinna sayza na waso a zao nani.,"As for the dog, it thinks that is probably in the bottle.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
sosoRanna ti na oRona ya peRasko a yao qnizoanan na biyat.,"So it squeezes his head into the bottle, where the frog once resided.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to Rayngo ti alaan Rayngo ti 'etosan ya oRo na waso a zao.,"And the dog can't take, can't pull out its head.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,test
to wiya ti kmilim to biat a yao ya sonis a yao masolon to waso a yao nani.,"And then that child goes searching for the frog, accompanied by his dog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
... mango yao sikoboanna na waso a yao a peRasko a qnizoanan na biat a yao.,"It turns out that the dog is wears the bottle on its head, where the frog once resided.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani yao qomRas sonis a yao to biat a yao nani.,"At this point (when it (i.e. the story) comes here), the child is yelling out for the frog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao qaya waso a yao mRaytongtongoz kmilim qaya to biat a yao nani.,The dog also keeps barking and barking and search for the frog.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
masolon to lazat a yao qomRas ta biyat a yao nani tmiboq ti waso a yao to.,"When following the man to yell out for the frog, the dog falls down, and..",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
mabedong ti ya peRasko a yao snikobo na waso a yao nani.,The bottle that the dog wears on its head breaks (into pieces).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi ti tazian mai ti peRasko a yao.,"At this point (when it comes here), the bottle is gone (off the dog's head).",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
taytaanna ti na sonis a zao nani mai ti ya snikobo na waso koto peRasko a yao zinna to alaanna ti na sonis a zao bawa' ya waso zao.,"When seeing the bottle that the dog wears gone (off the dog's head), this child holds up the dog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani yao ti qomRas sonis a yao ta biat a yao nani.,"At this point (when it comes here), the child is yelling out for the frog.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
waso a zao na yao Raytongtongoz qomRas to biat a yao sayza nani.,"As for the dog, it keeps barking and barking, yelling out for the frog perhaps.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
taytaanna ti na toliq a yao sayza ya lazat a zao ato waso a zao nani mzazokat ti toliq a yao ngil qaRat to lazat a zao ato sonis a zao nani.,"Perhaps because those wasps see this person and this dog, they keep coming out (of their nest), wanting to sting this person and this child.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
maytis ti sonis a zao.,This child is afraid (of the wasps).,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to syazi tazian nani maken ti tmayta to toliq a yao nani.,"At this point (when it comes here), really sees those wasps.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
wi ta babaw toliq a yao.,Those wasps are high above.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
qmobet ti ya sonis a zao qnaytisan to toliq a yao nani.,"Afraid of those wasps, this child crouches down.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao waso a yao mRaytongoz.,That dog is barking.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
pasya babaw mRaytongoz to toliq a zao ya sonis a zao nani.,This child is barking up at the wasps.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani maytis ti sayza sonis a zao to toliq a zao moRing ti.,"At this point (when it comes here), this child has cried up, perhaps because he is afraid of these wasps.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
taytaanna nani yao a wasona moton yao a moton yao a waso miza mRaytongoz to toliq a yao.,"When he looks, his dog... the mouse.., the mouse and the dog are doing, uh, barking at those wasps.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
to moRing a sonis a yao.,And the child is crying.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani tmiboq ti ya toliq a yao nani.,"At this point (when it comes here), the wasps has fallen down.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
maytis ti ya waso a yao ngil ti zaqis to paRin qnaytisan to toliq a yao nani.,"That dog is afraid, it wants to climb up to the tree, being afraid of those wasps.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao a moton a yao qaya tmayta to waso a yao nani.,There is also the mouse watching the dog.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
syazi tazian nani taytaanna na sonis a yao mzaqis to paRin a sonis a zao nani.,"At this point (when it comes here), that child sees.., this child climbs up to the tree.",Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,train
yao a tangan na paRin a yao.,There is a hole on the tree.,Formosan-NTU/Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,standard,UNKNOWN,sentence,validate
