xsy,english,source,kindOf,dialect,row_type,split
nak'isa kayzaeh.,That's good.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ititi'an nanaw ka pamowa'.,We plant very few.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
kayzaeh ka haw maksa' mwa:i'.,It's good (to pick the bigger mushrooms so that) the little ones can grow soon.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ititi'an.,Not much money lah.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ka kayzaeh kay pakhoepay.,Good. It's not too tiring.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
m 'okik wa'isan kaba:iwan ma' isaa 'am nak'ino'.,The market price is not good. What can we do?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'am 'okik potngor ka pinawka'an ka isaa rayhil o: 'am ba:iw isaa ka topon na ka'niw.,It's not even enough money to cover the cost to buy the edible fungus or mushroom.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
rangi' hiziyo' rima' naehaen ray bangol talboeyoe'.,Does Hiziyo still go hunting?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'oka' ila.,No.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
m sia mamowa' ila ka ka'niw.,He plants mushroom.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ay sia hasa' talboeyoe' o:.,He doesn't know how to set traps.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
nak isaza.,Is that so?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
m sia hasa' talboeyoe' sia hasa' tay'itol ka kahoey na.,"He doesn't know how to set traps, and he doesn't climb trees.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hai tikot tay'itol ka kaehoey.,He's afraid to climb trees.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
hiza haehoer ray kalhib patiyay pamowa'an nia ka pazay.,Doesn't he plant rice there at Penglai?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
'oka' ila 'oka' ila haysani' 'oka' ka ralom.,There's no water right now.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hai azawen azawen o:.,There's drought.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
yami o: 'am mamowa' ka ka'niw.,We plant mushroom instead.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'oka' ila ka hahila nom matawaw ka patiyay niya'om ka pataasen naehaen.,We don't have time to work in the fields. We need to put it off first.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
haw niya'om layanay ma' isaa matawaw ray babi.,Our daughter-in-law also works in another place.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
ma 'oka' nom talboewah ka hiza 'oka' nom talboewah ka patiai nomsia.,There's nobody to do the weeding and the cleaning of the place.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
patpatalpeteh.,... and cut (some things).,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
kasangayan ma' kayzaeh.,(Doing the cleaning) during the holiday is also good.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
a 'oem'oemaeh so to towa'isin so:elen ila nanaw.,"If one does not maintain the field, (the weeds will start to grow).",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
pamowa'en ma 'am iya 'am 'iyaomzae'.,The plants will grow weeds.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'oka' ma'an hiza ka 'oem'oemaehan ra:i' ray kaminrawko'an.,No. My field is located at the foot of the hill (where there are plenty of raoko plants.),Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ana pamowa'en ka kano' ma' rikrika.,"Whatever is planted, (the weather is always) hot.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
so rikrikaen ila ma'isaa.,If the weather is hot,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
mtari' ya'.,The leaves will wither.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ma 'ima nak isaza 'a.,It's probably like that.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'anhi' kasoratoran so 'am mamowa' ila.,If have to plant.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
amisan ila isaa pamowa'en ka kano'.,What to plant at winter?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hara poer'oe kamapotoy isaa inak isa'an.,"Cabbages, like that.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
mita' hara siska kapamowa' isaa.,"Then we do the planting, like that.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ini nonak kasi'aelen kayzaeh.,Only good for ourselves to eat.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
koSa: mamowa' ka kababa:iw ma' 'oka' ila yami pamowa'.,We don't plant those for sale.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
may hiza mamaongan anhi' sem'el ila.,"Passing by there, have you seen the bamboo grow there?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
'i'ini' m sem'el ila.,The miyowmi have grown.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ro:o' hayza' mamowa' ka miyowmi.,Does Roo' plant bamboo?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hayza hayza yami 'oka' ka miyowmi kita' noka may hiza ka yami' may isaza 'okay kita' sem'el ila.,"The bamboo we planted there, people passing by did not notice if they have grown.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
aewpil ka mari'in ka sakap tatabo: ka bibi'.,The yam leaves are to feed the duck.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hai so: la'oz ila ma'.,If (the ducks have grown) enough,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
kahihiwa'en ila kasi'aelen kapowa'en so: tatini'in.,The ducks can be killed as soon as they grow old. Why do you raise them until old age?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ihi' 'aewhaey ma 'as'asay ka tatabo:.,It's a waste of feeds.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
'ima hinpilaz.,At what time?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
potngor ray taew'an 'ima kaksi'aelan.,Arrived at the house at noon.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hay komsi'ael naehaen ray taew'an.,You ate lunch at Ayon's home first.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ihi' komsi'ael naehaen taew'an o:.,Yes. I had lunch at her house first.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
rima' naehaen kita' lasia 'am somobaboeyoe' haw.,"(After lunch), I went to see the workers preparing to plant ginger there.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
isaahaw moehae'oe.,(They planted) in a downward direction then?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
'am mamowa' kanso'.,are going to plant your.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
m 'am piza' haw lasia.,How many are they?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
to:o' lahiyahiya.,Which people?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
e 'ama' no aki ki 'a'ari'.,"son-in-law, Aki, and Aari.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ai aki' 'ama' no aki' ki aki' ki 'a'ari' 'a'ari' ari' insiya'a minkoringan.,Ari is his wife.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ihi' hiya' isa 'aehae' 'aehae'.,And the other one?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'ama' no aki'.,Aki is son-in-law.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
m ki ari'.,And Ari.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
ari' m hai 'ihi' ay ataw ay 'ataw 'ataw ma' hisia makakreng 'atomalan.,Ataw he is really hardworking.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
mari'ani ila ka hi yanay.,He can get himself a wife.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hiya' a'ra:ama hisia.,Who wants to get married to him?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
nisia nonak kita' o: tatini' o: hayza' ka howaw haysani.,"Let him see for himself. old people, is it our business nowadays?",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ma' isaa.,It's like that.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
niSo korkoring hayza' ka 'ima minowa' isaa kita' ila.,Your child has somebody she likes.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
so: mita' 'ana 'am hayza' nisia ka kapaylal'ozan ka katoka'anayan o: so: 'okay toeroe'ani mita' ma'an noka tatini' ma'an.,How would they have the predestination if we old people don't point it out to them?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
'am tikot lasia sasekla' 'am 'okik sasekla 'ita' tatini' 'anra:an nasiya.,"They are afraid. It's up to us old people to know or not to know suitable people.""",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ma'an hayza' ila kastinoroe' ila o:.,I have pointed out.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
roSa' ila o: kastinoroe'.,We've pointed out two to him.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
SaiSiyat.,Are they SaiSiyat?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ma' SaiSiyat.,"Yes, they are.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
say'ino'.,From where are they?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
'aehae' say raremewan.,One is from Xiangtianhu.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
inhiya'a korkoring.,Whose daughter?,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
ai isaza mina iya.,That girl wants to get married to a SaiSiyat.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
iya ininrayi: o: sia o:.,She wants to get married. She...,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,test
ray kapna'misan 'am holoy nakhara koSa: kayni ila lobih ray ka 'oeS'oeSoe'an ano'.,working in the north. She doesn't seem to like to come back to the province.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,validate
ai 'am ki:im ila nisia ka ray raehoeran ka taew'an.,She is looking for a house in the city.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-life_waon a boong.xml,standard,UNKNOWN,sentence,train
hin hini' 'aehae' korkoring 'aehae' nisia taew'an hayza' ho hayza' ka takem hayza' ka 'aehoe' spanan nisia.,A child had a frog and raised a dog at home.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
nisia rengreng ma 'araSen ray halapaw ma'rem ki lasia.,He always took them to bed they slept.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' haewan ila o: hoN.,It was late in the evening.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
o: ila hini ka korkoring ma'rem ila.,The child came here to sleep.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
o: nisia 'ahoe' ma'ma'rem nisia halapaw ki sia.,His dog slept with him on his bed.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
a nisia takem 'askan ray taboway nisia kas'oehaz ila.,The frog he put inside the container came out.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
ia ma 'okik ra:ami kik 'ae'aeih.,When he was not aware of it.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' sik sikselra ila hayza' ho.,"(When he woke up,) it was sunrise.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
min'itol o: kita' ka i: taboway.,He got up and looked at the jar.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
nisia takem 'oka' ila.,His frog was not there.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
ki:im ila ka ray taboway ka takem.,looked for the frog in the jar.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' 'aehoe' ma rima' sazek ray ray taboway 'izo' ki:im ka takem.,The dog went to smell the inside of the jar to look for the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' korkoring ray haehoeway hey ray haehoeway 'izo' nisia ki:im ka t takem 'oka' tihoeroei.,The child looked for the frog inside his shoes but did not find it.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
haewaeh ila ka hinoehas.,opened the window.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
a rima' ila ki:im ka.,went to look for...,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
'oe'oe ila ka takem.,called the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
rima' ray hinoehas kababaw.,climbed through the window.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,test
hini' 'aehoe' ma 'ima 'ima pantapo' ka hini' taboway sia hini'.,This dog stuck in the jar.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita' hini' sia hini' ray ray ray hini' ray ka hinoehas kita' hini' 'aehoe' sahae' ila 'ima ki taboway.,The child by the window saw the dog fell with the jar.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' tas sahae' ray ray ra:i' kita'en hini' ka.,fell onto the ground.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
taboway minlakay ila.,The jar broke.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' 'aehoe' ma nisia 'aehoe' noka korkoring ma 'aewpoe'oen ila.,The child hugged the dog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
lasia ziyae' ila ka nisia kinmae'iyaehan.,the dog licked his face.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
isaa lasia rima' ila ray latar ki:im ka ka hiza' takem.,they went out to look for the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita' hini' rima' ray o: ray 'oeS'oeSoe'an kita'en hini' kita'en ka bo:ya' hini'.,went to the mountain and saw this beehive.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en ka kaw 'ima hayza' ka ka 'ima hayza' ka 'ima hayza' ka ka 'ima hayza' ka kano' ila hini' ka koSa ka koSa ka kano' ila hini'.,They did not know what that was.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hayza' o: ma ka kasiralan sa noka kabkabahae hini' ka hiza' ka.,It was a nest.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kasiralan kasi kita'en haengih ila hini' 'oewi' 'am rima' ila tongtongay ka ka boya' kita'en hini' haw rima' tongay ila.,This bird went to play at the beehive.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
rima' haehrih ila ka boway hini' e haehrih ila ka kaehoey.,shook the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' boya' ma kas'oe kas'oehaez ila saboeh.,All the bees flew out.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' 'aehae' korkoring kita'en hini' ray rapoe tihoeroe a ka.,The child saw on the ground and found...,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
ka hini' ka so noka noka kalnahap a roSa' ka hini' ka katesnenan nisia.,There were two openings.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
sia 'oe'oe ila ka takem.,He called the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' ka kas'oehaz takem.,saw this came out. was not the frog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' ka 'a'aros ka kaehoey ila hini'.,saw a mouse.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' 'aehoe' rima' ila haehrih ila ka kaehoey ka boya' hao hoN.,The dog went to shake the tree...the beehive there.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' boya' hini' sahae' ila ray ray rapoe' hini' kita'en.,The hive fell on the ground.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
hini' 'aehae' noka 'aehoe' paksahae'en ila.,This fell down the dog.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' 'a'aros ma kita' ila ray ray ray isaza.,The mouse saw there.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
hini' korkoring kaSna'itol ray ray kaehoey babaw hiza' rima' 'oe'oe ray hao 'izo' ka kalhib 'izo' ka.,The child climbed up the tree and called inside the hole.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
ray kaehoey 'izo' ma 'oe'oe ila ka takem a raro:o'.,called the frog's name toward the inside of the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
'oe'oe kita' hini' ka takem kas'oehaz kita'en hini' ka kal'oe kas'oehaz ila.,called but it was not a frog that came out. saw an owl come out.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kal'oe kas'oehaz ila homses.,The owl came out. got frightened.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
sahae' ray ray kaehoey babaw sahae' ila ray rapoe hini'.,fell on the ground from up the tree.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
kita'en hini' 'oka' ila nanaw hini' 'ima sahae' ray.,It seems that there is nothing that can be done.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
ka boya' hini' sowaw ila ka hiza' 'aehoe' hiza' 'aehoe' 'aheoe' sowawen noka hiza' boya'.,"The beehive that fell down, chased the dog.",Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en lasia hini' hini' e korkoring noka kal'oe sowawen hini' sia hosail ila ray bato' babaw.,The owl chased the child and hid on top of the rock.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
kita'en hini' bi 'ima bilis ka panga'.,The child was holding a branch.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,validate
panga' nisia raraeten hini'.,He grabbed on to some branch.,Formosan-NTU/Final_XML/Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,standard,UNKNOWN,sentence,train
