ssf,english,source,kindOf,dialect,row_type,split
qalha orom noma tilhaz pakdopan orom.,There are a lot of clouds but no sun in the sky.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miakoza simaq a qali?,How is the weather tomorrow?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oka tilhaz ya simaq, noma qalha orom noma mara'in a fari.",It will be cloudy and windy but not sunny tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miakoza izoi a qali?,How was the weather that day?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
izai a qali daza wa mashimzaw noma ya mosaran a'infazin sa maka'apaw a holos.,It was a bit cold and you needed to wear a jacket when you went outside.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
miakoza ya pangqaiza wa qali?,How's the weather on the weekend?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
pangqaiza wa qali mathoaw maqitan noma makazaka.,It will be sunny on the weekend.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
izoi a qali amaqosaz qa?,Will it be rainy that day?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"anto amaqosaz, maqa izoi a qali mathoaw maqitan.",It will have no rain and be sunny that day.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, izoi a qali aqmosaz painan.","Yes, it will be rainy that day.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
qosaziniza thoini qa?,Is it raining now?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mokaktoniza qmosaz, mo'apawiza sa tilhaz.",The rain stops and the sun comes out.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"qosaziniza, anto kminatho iako sa pashikan.",It is raining and I don't have an umbrella with me.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
isaran qosaziniza qa?,Is it raining outside?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"anto qmosaz thoini, ya saqaziza amaqosaz painan, ya mosaran amakatho sa pashikan.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ya mapishkit mashimzawiza wa qali mathoaw amashimzaw qa?,Will it be very cold in winter next year?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, amashimzaw ya mapishkit a mashimzawiza wa qali, apashinasha sa holos.","Yes, it will be very cold in winter next year, so you need to put on extra layers.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
thoini a kawash mahnariza wa qali mathoaw amahnar qa?,Will it be very hot in summer this year?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, mahnariza wa qali mathoaw mahnar, mathoaw amiqilha sa sazom.","Yes, it will be very hot and you need to drink more water.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kadado'on oho ya pohoboqiza wa qali?,Do you like spring?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"madadoo iako pohoboqiza wa qali, mathoaw maqalhooz.",I like spring because the weather is warm.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
kadado'on oho ya mahaziwhiwiza wa qali?,Do you like autumn?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, anto madadoo iako mahaziwhiwiza wa qali, maqa mathoaw manasha wa shiraos.",I don't like autumn because there are lots of typhoons in autumn.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
min'aorak kmatho sa patashan.,I forgot to bring the textbook.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iako mat ihon miasoon mriqaz.,I will share it with you.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
min'aorak kmatho sa tatitish.,I forgot to bring the eraser.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shimolin iako ihon.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
min'aora iho qa kmatho sa patatash?,Do you forget to bring your pen?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, shimolikoan miho a patatash?","Yes, can you lend me a pen?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa akaanin oho ya konsaqazi?,What would you like for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amakaan iako sa paang.,I want some bread.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa akaanin oho ya kontanlhoan?,What would you like for dinner?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amakaan iako sa afo.,I want some rice.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa kaanin oho ya konshashano?,What did you have for breakfast?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kminaan iako sa qarithoy.,I ate an egg.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa kaanin oho ya konsaqazi?,What did you have for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kminaan iako ranaw a bonlhaz.,I ate the chicken.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
motosi ita psaq sa qarimosoz.,Let's play soccer.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ihalawan oho mosha, kmilhim iako ihon ya ikahi.",You go first and I will catch up later.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
motosi ita mraoz.,Let's go swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, miasoon ita motanto.",Sure! Let's go there together.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
motosi ita patinhina sa qarimosoz.,Let's play ball.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, amihala ita motosi antoan sa patashan.","No, we have to carry books first.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
shininawan oho sa nipin?,Did you brush your teeth?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"niwan, shminaw iako sa baroko.",Not yet. I am doing the dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shininawan oho sa nipin?,Did you rinse out your mouth?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shininawaniza iako sa nipin.,"Yes, I rinsed out my mouth.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
shininawan oho sa baroko?,Did you wash the dishes?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shininawaniza iako sa baroko.,I already washed the dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mino iho qa anto shminaw sa rima?,Why didn't you wash your hands?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amashinaw iako ya ikahi.,I will wash my hands later.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa kalawan oho to ikahi?,What were you doing just now?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shitosi iako kmilhim sa foifoilh patashan a shinshii.,I went to meet the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
noma sa akalawan oho ya pangqaiza wa malhopish?,What are you going to do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amiazithoiza iako motaon.,I will go home directly.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa akalawan thitho ya pangqaiza wa malhopish?,What is she doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amosoi thitho mimparaw.,She is going to go dancing.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Shoni, itaon oho qa?","Shuni, are you home?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"itaon iako, iahiaw otaon.","Yes, come on in.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"oka Shoni itaon! Apin iako, noma sa akalawan oho, ya moshoqishiza Shoni afoilh iako thitho.",Shuni is not at home. I am Apin. What can I do for you? I will let him know when he comes back.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
tima s manion?,Who are you?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"apoki'ay, Apin mat Shoni iamin, tanaiwan oho s pitaw.","Grandma, we are Apin and Shuni, please open the door for us.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
tima qa?,Who is it?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Hodon iako, amakilhim iako sa Qabos.","I am Hudun, I am here for Qabus.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apoki'ay, monaiko mriqaz ihon.","Grandma, I am here to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mataniza iho anto monai, mathoaw iako mangqto ihon.",You haven't been here for a long time. I missed you so much.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Apin, monaiko makilhim ihon malhalhiqash.","Apin, I am here to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iahiaw motaon mindaaq iako mitalha ihon.,Come on in! I have been waiting for you for a long time.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"haya sa naak a pinalhoiza wa bona, kaanoan oho.",This is the sweet potato I grow. Try it!,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya bona mathoaw madahon.,The sweet potato is so sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"onaiwan! haya sa naak a pinalhoiza wa ribosh a bonlhaz, kaanoan oho.",Come here! These are the fruits I grow. You should try it.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
haya wa ribosh a bonlhaz mathoaw madahon.,The fruit tastes sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ilhongqoan! haya sa naak a pinalhoiza wa anto komahin a tipor, kaanoan oho!",Take a seat! You should try some organic corn that I grow.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oao! haya tipor mathoaw madahon.,Wow! The corn tastes so sweet.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
amakaan oho sa rithkoy?,Do you want some oranges?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani iako to kmaan sa rithkoy, amakaan iako sa fizfiz.",I can't eat oranges. I will have some bananas instead.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amakaan oho sa madahon?,Would you want some cookies?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, mathoaw iako mikokaan.","Sure, I like it very much.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amalalas iako ribosh a bonlhaz pakaan ihon.,Let me peel the fruit for you.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"anoniza, haya wa ribosh a bonlhaz qalha shnir.",Thank you. This fruit is so juicy.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amara iako sazom miqilha ihon.,I will bring you some water.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ararawan kmaan, manasha pania'an iako pinitata.",Enjoy yourself. I cooked a lot of dishes.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oao! dado mathoaw makanshoz maqitan kaanin.,Oh! It smells good and looks delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ararawan kmaan, itiawan manasha kmintata.",Enjoy yourself. There is a lot more.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
matonaw iako kmaan.,I'll make myself at home then.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ararawan kmaan, itiawan manasha kmintata.",Enjoy yourself. There are plenty here.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mathoaw iako makinaan, ani iako to moqtha kmaan.",I ate a lot and couldn't eat any more.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shinshii amakatho manion mosoi hodon thoini.,I will take you to the mountains today.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ina mzai mathoaw manasha wa rikish.,Mom says that there are lots of mosquitoes in the mountains.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
shinshii amakatho manion mosoi bohat thoini.,I will take you to the fields.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosi ita matonbo sa proq qa?,Are we going to loosen the soil?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amontoa ita thoini?,Where are we going today?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
akathon sa shinshii ita mosoi falhaza wa shirshir.,Teacher will take us to the riverside.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
akathon sa shinshii ita mosoi hodon.,Teacher will take us to the mountains today.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosi ita falhaza wa shirshir thoini qa?,Are we going to the riverside today?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, akathon shinshii ita ya mosoi hodon.","No, our teacher is going to take us to the mountains.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosi ita hodon thoini qa?,Are we going to the mountains today?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"ani, amotosi ita bohat.","No, we are going to the fields.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii, noma sa ariqazan ita ya mosoi falhaza wa shirshir?","Teacher, what are we going to see at the riverside?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosi ita mriqaz sa tambalawan.,We are going to see dragonflies.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii, noma sa ariqazan ita ya mosoi hodon?","Teacher, what are we going to see in the mountains?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosi ita mriqaz sa korari.,We are going to see butterflies.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa akalawan ita ya motosi bohat?,What are we going to do in the fields?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amotosi ita bohat mriqaz mita wa pinalhoiza wa tipor, inanoro ianan kakolhom ianan folhia!","We are going to see the corn we grow in the fields, but you need to be aware of the ants and bees.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shinshii amotosi ita falhaza wa shirshir mraoz qa?,"Teacher, are we going to swim in the river?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ani, amotosi ita mriqaz sa tambalawan.","No, we are going to see dragonflies.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shinshii amotosi ita bohat malhoiza sa shanglaw qa?,"Teacher, are we going to grow some vegetables in the fields?",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amotosi ita thoini tomboh sa proq.,We are going to loosen the soil today.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itanto ianan sa marfarfaz a tambalawan.,There are dragonflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
thoini iako mriqaz sa maqalhtash a tambalawan.,Today is the first time I see real living dragonflies.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itanto ianan marfarfaz sa korari.,There are butterflies flying around.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oao! iako moshnaw korari, mathoaw lamaqitan.",Yeh! Wow! I love butterflies. They are very beautiful.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
anto korari folhia s izoi.,Those are not butterflies. They are bees.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"inai mriqaz, ata to ohazish.",Come here and take a look. Don't go too far!,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, anto iamin mohazish.","Got it, we won't go anywhere too far.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ata to palalia, ondaodaok maqa anto ataobokbok.",Don't run and walk slowly lest you fall down.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mathoaw mangqto iako iahiaw mriqaz.,I want to see them right away.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miakoza iho ya motosi talhoqan?,How do you go to the block-house?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
patongbarimbin iako motanto talhoqan.,I drive to the block-house.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miakoza thitho ya motosi mriqariqaz shiz a taon?,How does he go to the hospital?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
mondadaan thitho ya motosi mriqariqaz shiz a taon.,He walks to the hospital.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miakoza iho ya motosi Ping-hoo?,How do you go to Penghu?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
milhongqo iako sa marfarfaz a barimbin ya motosi Ping-hoo.,I go to Penghu by plane.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
monroza iako ya motosi Ping-hoo.,I go to Penghu by boat.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
noma wa barimbin milhongqo iho ya motaon?,How do you go home?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
milhongqo iako sa mabiskaw a barimbin ya motaon.,I go home by MRT.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma s barimbin milhongqo Shoni ya motosi lhopilhopishan a taon?,How does Shuni go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Shoni milhongqo sa apoy a barimbin ya motosi lhopilhopishan a taon.,Shuni goes to school by train.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma s barimbin milhongqo Hodon ya motosi balinoqaz a taon?,How does Hudun go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
kmangktha Hodon kangqthaan a barimbin ya motosi balinoqaz a taon.,Hudun goes to church by bicycle.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
milhongqo iho sa mabiskaw a barimbin ya motosi malhopish?,Do you go to school by MRT?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ani, milhongqo iako sa ba-so a barimbin ya motosi malhopish.","No, I go to school by bus.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kmangqtha iho kangqthaan a barimbin ya mosoi malhopish?,Do you go to school by bicycle?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, kmangqtha iako sa kangqthaan a barimbin ya mosoi malhopish.","Yes, I go to school by bicycle.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
milhongqo iho sa lamabiskaw maqoliosh a barimbin ya motosi Kao-shiong?,Do you go to Kaohsiung by High Speed Rail?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"oa, milhongqo iako sa lamabiskaw maqoliosh a barimbin ya motosi Kao-shiong.","Yes, I go to Kaohsiung by High Speed Rail.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
iho ya motosi Tai-taang milhongqo sa apoy a barimbin noma ya marfarfaz a barimbin?,Are you going to Taitung by train or by plane?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"milhongqo iako sa marfarfaz a barimbin, maqa milhongqo marfarfaz a barimbin mabiskaw mat apoy a barimbin.",I will take the plane because it is faster than the train.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
iho ya motosi balinoqaz a taon milhongqo sa baso a barimbin noma ya patongbarimbin?,Are you going to drive to the church or take the bus?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"patongbarimbin iako ya motosi balinoqaz a taon, maqa patongbarimbin maqitan ya mat milhongqo sa baso a barimbin.",I will drive to the church because it is more convenient than the bus.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
farifariwan makitqoalh sa miho a taon qa?,Is the market close to your house?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"anto iqoalh, matong'o-to-bai iako ya motanto farifariwan.","No, it is not, so I always ride the motorcycle to the market.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
yo-kioq makitqoalh sa lhopilhopishan a taon qa?,Is the post office close to the school?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"iqoalh, ya mondadaan ashaonatantoiza.","Yes, it is within walking distance.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,test
kmaan afo a taon makitqoalh sa ia'ianan milhongqo a barimbin a taon qa?,Is the restaurant close to the station?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
ya mo'apaw sa ia'ianan milhongqo a barimbin a taon oqthawan mondadaan larima wa qombo ashaonatantoiza.,It only takes five minutes after you walk out of the station.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ishawanan oho thoini?,Are you available today?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mino qa?,What is the matter?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amosoi iako mriqaz ihon.,I would like to visit you.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thoini iako oka shawan nomawan oka itaon. soma wa qali shdooiza.,I am out today. How about another day?,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ishawanan oho ya simaq? amakilhim iako ihon ya saqaziza.,"Then, are you available tomorrow? I'll visit you tomorrow afternoon.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shdoo, itaon iako mitalha ihon.","Sure, I will wait for you at home.",Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makikalhiwan qazii ya shdoo aro-iin iako ihon? maqa amatqal iako.,Would you mind if I do the voice recording? I would like to keep a record.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
oa! posa anonin.,Sure! No problem.,Formosan-ePark/Final_XML/ep2_情境族語/Thao/Thao.xml,standard,UNKNOWN,sentence,train
