pwn,english,source,kindOf,dialect,row_type,split
tima a ngadan ni tjama?,What's your father's name?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjanobak a ngadan ni kama.,My father's name is tjanubak.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tima timadjo? ti baro timadjo.,Who is he? He is baru.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ko kaka timadjo, ti camak timadjo.","He's my brother, his name is camak.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti koi a ngadan nimadjo.,His name is kui.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
ti camak a ngadan nimadjo?,Is his name camak?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, ti camak a ngadan nimadjo.","Yes, his name is camak.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ti camak a ngadan nimadjo? ini, ti koi a ngadan nimadjo.","Is his name camak? No, his name is Kui.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tima zoa cawcao?,Who is that guy?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti pales timadjo. ti kina i pales.,She's pales. she's my aunt pales.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tima azoa cawcao?,Who is that guy?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ko drava timadjo, ti moni a ngadan nimadjo.","She is my friend, her name is muni.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pida nga a so cavilj?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapoloq anga a ko cavilj.,I am 10 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pida nga a cavilj nimadjo?,How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
tapoloq kato drosa a cavilj nimadjo.,He is 12 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pidanga a cavilj ni tjama?,How old is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
lima a poloq a cavilj ni kama.,My father is 50 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mapida a so vetjek?,How many brothers and sisters do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa madrosa tia kaka kata ko kaka a macidjilj.,I have two brothers and sisters and one younger brother and sister.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa so kaka a oqaljay?,Do you have a brother?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
neka a ko kaka a oqaljay.,I don't have a brother.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mapida mon a tacekeljan?,How many people are in your family?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
man sepatj amen a tacekeljan.,There are four of us in our family.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ino son a semoposopo?,Where did you study?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
i Takao aken a semoposopo.,I studied in Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti kama i camak.,He is my uncle.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
anema a sengsengan ni tjama i koi?,What does your uncle Kui do for a living?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti kaka azoa.,She's my sister.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
izoa a sengsengan ni so kaka?,Does your sister have a job?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
i bioing timadjo a masengsengseng.,She works in a hospital.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
marevetek tiamadjo a madrosa?,Are they brothers and sisters?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ini, maredrava tiamadjo.","No, they are friends.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, paiwan zoko aken a kacalisian.","Yes, I am an aboriginal of the Paiwan tribe.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ini, se Rekai timadjo.","Yes, but she's Rukai.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'aca'aca ti tjama?,Is your father very tall?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, tiamen a tacekeljan 'aca'aca amen a mapoljat.","Yes, we are all very tall.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kitolotolo anga a so kaka i gakko?,Does your sister go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, kitolotolo anga i gakko timadjo.","Yes, she went to school.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
macaqo a kemacalisianan a so kaka?,Do your siblings speak the language?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
oi macaqo a kemacalisianan tiamadjo.,"Yes, they speak the ethnic language.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mapida a so vetek?,How many brothers and sisters do you have?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
man tjelolj a ko vetek.,I have three brothers and sisters.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nakiteveljan son ta so matjaljaljak?,Do you live with your parents?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"oi, nakiteveljan aken ta ko matjaljaljak.","Yes, I live with my mom and dad.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
nakitateveljan son tjai so vovo?,Do you live with your grandparents?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ini, inika ken a nakitateveljan tjaimadjo.","No, I didn't live with them.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
na kitevaljan son tjaima?,Who do you live with?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nakiteveljan aken tjai kama kina kaka a oqaljay.,"I live with my father, mother and brother.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kemasi takao aken.,I'm from Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ino a no omaq?,Where is your home?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
i Rinari a nia omaq.,Our home is in Linali.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ino a so qinaljan?,Where is your hometown?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
a ko qinaljan i Takao.,My hometown is in Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
a nia qinaljan i Takao.,Our tribe is in Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nongida vaik son a sema qinaljan?,When are you going back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no polavalavay toa kaljazalanzangan vaik aken sa kamaya.,I will go back in the summer.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
aljak aken noa paiwan zoko.,I'm a Paiwan child.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
namakoda a kinaqadavan a voaq.,How is the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"tevota anga a qadav, nazalangzan a kinaqadavan.","The sun is coming out, it's very hot.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
vocelelj a i sasaw?,Is it going to be cold outside?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"vocelelj aravac, itongo a pakaliyav.","It's very cold, so wear lots of clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
zalanzang a i sasaw?,Will it be hot outside?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"ini, venalivali anga, napevocelelj.","No, it's windy and cool.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
namakoda a kinaqadavan a voaq?,How is the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"toco a voaq inika vocelelj inika zalangzang, nasolapelj.","It's neither cold nor hot today, very comfortable.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
toco a vengin namakoda a kinaqadavan?,How is the weather tonight?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"neka no qerepos i kalevelevan, tevotavota a qiljas.",There were no clouds in the sky; the stars came out.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
namakoda a kinaqadavan i sasaw?,How is the weather outside?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"tjao meljay a qadav kasawni, maqadav anga, tevotanga a 'oljivangeraw.","The rain has just stopped, the sun has come out, the rainbow is coming out.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
namakoda a kinaqadavan izoa i tjanoson?,What's the weather like where you are?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
venalivali a imaza i tjanoamen.,We're going to have a big storm here.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
azoa kinaqadavan i tjanoson namakoda?,How's the weather there?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"nangoa' aravac, macenglanglaw.","Good, the sun is coming out.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"vocelelj a kinaqadavan, itong ngo a pakaliyav.","The weather is very cold, so wear more clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori vaik anga ken a sema masasaw.,I'm going out.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"nosaoni palj'aca a qemodjalj, paqenetjo anga kemaco ta qaosoa.","It's going to rain heavily, you have to remember to bring an umbrella.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"nazemong kasaoni, tjara qemodjalj nosaoni.","There was thunder just now, and it's supposed to rain later.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"namaya ta naqemodjalj anga, teveteveng a djalan.",It seems to have rained and the road is wet.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
naqemodjalj? ako saljeveljever a so kinacavacavan?,Is it raining? Why are you all wet?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"qemodjaqodjalj a i sasaw, inika ken a namasi qaosoa.","It's raining outside, so I didn't bring an umbrella.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nasoljivat anan son?,Are you all right?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"kodral a vali, saqetjo a ko qolo ta vinalian.",The wind is blowing so hard that my head hurts.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
nasarengoaq anan son?,Are you all right?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"paramor a qadav, malingac a ko qolo ta kinirasian.","The sun is so big, it makes me dizzy.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
malim anga ken a kemaco ta ko inpic.,I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ko pasedjamay.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
malim anga ken a kemaco ta ko qecap.,I forgot to bring my chopsticks.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"inika ken a nakemaco, vaiki a kiveli.","I don't have one either, let's go buy one.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makaya vaik itjen a kiveli ta inpic?,"Let's go buy a pen, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, ori veneli anan aken ta si'oli'olip.","Well, I still have to buy erasers.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ari vaiki a kiveli ta kenamain?,"Come on, let's go get some breakfast, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"caqen, nakeman anga ken i tjomaq.","No, I've already eaten at home.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
malim anga ken a semljec ta ko binto.,I forgot to steam my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
pakirimo a vaik a semljec.,Take it to the heat!,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
malim anga ken a kemaco ta ko binto.,I forgot to bring my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pai kani a madroa ta ko binto.,Then let's eat my lunch box together!,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori anema so kanen no kingcengecengelj?,What are you having for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
keman aken ta cengelj i gakko.,I want a nutritious school lunch.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
anema ori so kanen no kincengelj?,What are you having for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"nakemaco aken ta binto, kanianga madrosa.","I've brought a lunchbox today, let's eat together at noon!",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"ari, vaiki a benoro?","Come on, let's go play basketball, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pariya! ari vaiki.,Okay! Let's go.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
ari vaiki a benoro?,Shall we go play baseball?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"caqen, ori semopo aken.","No, I want to study.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
alapan aken ta ljaljomay.,Please help me with the broom.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, ko sipavayan tjanoson aico a ljaljomay.","Okay, here's a broomstick for you.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pai alapan aken ta zoking?,"Can you get me a rag, please?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"semoasoap aken, alapan aken ayao ti koi.","I'm sweeping the floor, you ask Kui to help you.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
makasoapanga son?,Are you done sweeping?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makasoapanga ken.,I swept it.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ako son a inika semoap?,Why don't you clean up?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makasoapanga ken.,I've finished cleaning up.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"qiljaqiljan aico a kasintan, sao zokingoanan.","The floor is dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"oi, vaik aken a malap ta zoking.","Okay, I'll go get the cloth.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
"qiljaqiljan azoa 'ezong, sao zokingoanan.","That window is very dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"mayanan, ini anan ako makasoap tai maza.","Wait a minute, I'm not done sweeping here yet.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
ori vaik aken a karim tjai sinsi.,I'm going to see my teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no nakemasi gakko son ori kemodad son?,What do you do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori vaik amen kata ko salasalad a semenay.,I'm going to sing with my friends.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no nakemasi gakko timadjo ori kemoda?,What's he doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori vaik a ljemangoy timadjo.,He's going to go swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
i tjomaq ti ljavaos?,Is ljavaus at home?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"i tjomaq, pai tjomaq-o.","She's at home, please come in.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
i tjomaq ti ljavaos?,May I ask if Ljavaus is at home?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"neka i tjomaq, anemaya son?","She's not here, what can I do for you?",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
tima zoa?,Who is it?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"vovo, ti pales aken soqeljevi a paljing.","Grandpa, I'm pales please open the door.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"patagaw, ti pales aken, mori kivangavang aken tjanoson.","patagaw, I'm pales, I've come to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
coacoay anga itjen a inika mecevang.,Long time no see.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
oi lja! nasinglit aken tjanoson. pai keljo pasalinglingliti.,"Yeah! I miss you so much. Come on, let's chat!",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"qiladjo, tekelo ta qociya.",Please sit down and have some tea.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
tekelo ta qociya.,Please have some tea.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
o! sangoaq aravc a no qociya.,Your tea is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
keljo kani ta kodamono!,Let's eat fruit!,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
oi! napesangoaq notjapaconan aico a kodamono.,Yes! These fruits look delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
sangoaq aico a kodamono?,How is the fruit?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"nakemesa anga ti kina ta kaiven, keljo kano!","Mom has cooked dinner, come and eat!",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"kano a pakaliyav, ini son a 'ali'ali.","Try to eat and drink as much as possible, you're not an outsider.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"liyav anga ko kinan, maveto anga ken aravac.","I ate a lot, I was very full.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"kano a pakaliyav, maya masiya.","Eat more, don't be polite.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, sangoaq aravac.","Well, it's delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"ori vaik anga ken, ko ljizavao anga son notjaivililj.","I'm leaving, I'll see you next time.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"oi, cevocevongi anga notjaivalilj.","Okay, goodbye.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
"salilim anga, vaik anga ken a tjomaq.","It's late, I'm going home.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
keljo anga kivala notjaivililj.,Come again next time!,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi, no izoa so zikang keljo anga a kivangavang.","Okay, come to my house sometime.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
nasoljivat mon. toco a voaq ori kemaco ti sinsi tjanomon a sema qinaljan a kivadaq ta vavolongan.,"Hello everyone, today I'm taking you to the tribe to interview the elders.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pai pariya! ori kiqaqivoan amen ta vavolongan toa pinayoanan a kai.,Okay! We have to speak Paiwanese to the seniors.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
palamo anga itjen a djemaljon?,Are we almost there?,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
palamo anga djemaljon.,Almost there.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"vovo, mangtjez amen a ljemizav tjanoson.","Grandpa, we've come to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
na! mano macaqo mon a kemacalisianan a qivo ayao! qa! pai pariyangata!,You guys speak Paiwanese! That's great!,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
nasoljivat mon. toco a voaq ori kacoin mon ni sinsi a sema povaqoan a masengseng.,"Hello everyone, today I will take you to work in the millet field.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"keljo samazao a matjatjiljitiljv, pa'enetjo anga kemaco ta notorivecan.","Come and line up, remember to bring your tools.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
"oi sinsi, nia inalapanga a nia torivecan.","Yes, sir, we've got our tools.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
ini anan cadja anan.,"Not yet, it's still far away.",Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
vaiko a pazaljom.,You go watering.,Formosan-ePark/Final_XML/ep2_情境族語/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
