tsu,english,source,kindOf,dialect,row_type,split
"o'a, 'ala'os'a no'opo to emoo to ak'i ho ba'i.","No, I didn't live with them.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
leako no'opo no emoo no sia?,Who do you live with?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"leamza noteoyono 'o amo. ino, ho ohaeva no'o hahocngʉ.","I live with my father, mother and brother.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko i'mi neno?,Where are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a mi'o i'mi ne lalaoya.,I come from Rano.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mo yoneno na emoomo?,Where is your home?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mo yone maibayʉ 'o emoomza.,Our home is in Chiayi.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo yoneno na anana'o emooso?,Where is your hometown?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo yone psoseongana 'o anana'o emoo'o.,My hometown is in Alishan.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo yoneno na yoomo?,Where is your tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a mo yone tapangʉ 'o yoomza.,Our tribe is in Dabang.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako la yoovei no yooso ho homna?,When are you going back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o la yoovei ho tena tosvo no homo'eina.,I will go back in the summer.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
zoo oko to coo a'o.,I am a child of the Tsou people.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo maineno co hie maitan'e?,How is the weather today?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico espayo si hie. mo na'no mo'ei.,"The sun is coming out, it's very hot.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio nana soyʉmʉ si yafana?,Is it going to be cold outside?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no soyʉmʉ, te aʉyʉcʉ sʉ'eʉsʉ.","It's cold, so wear more clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio na'no mo'ei si yafana?,Will it be hot outside?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a mios'a, mico poepe, na'no sohoyo.","No, it's windy and cool.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"maitan'e o'a mo soyʉmʉ, o'a mo mo'ei,mo na'no sohoyo.","It's neither cold nor hot today, very comfortable.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te nana maineno na hie ho yofna?,How is the weather tonight?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a mo yaa cmʉcmʉ ta engʉca, co espayo ta congeoha.",There were no clouds in the sky; the stars came out.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo maineno co hie ta yafana?,How is the weather outside?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mico tosvo mʉchʉ, co espayo si hie, ho yoyafo ta hioyo.","The rain has just stopped, the sun has come out, the rainbow is coming out.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio maineno na hie no imo yoni?,How is the weather there?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo na'no poepe 'e imza yoni.,We're going to have a big storm here.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio ʉmnʉ na hie no iko yoni?,How's the weather there?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mio na'no ʉmnʉ, mo yoyafo ta hie.","Very well, out of the big sun.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o co toatmopsʉ.,I have to go to school.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no soyʉmʉ 'e hie,mateoskopʉ no yʉsʉ.","The weather is very cold, so wear more clothes.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o co emoyafo.,I'm going out.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"tenac'o smʉnʉ'ʉ, teko taloa mahafo to oyofnga.","It's going to rain heavily, you have to remember to bring an umbrella.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tee eno mʉchʉ?,Is it going to rain?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mo moni 'o ak'e engʉca, tena ahtoo'te mʉchʉ.","There was thunder just now, and it's supposed to rain later.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mico mʉchʉ?,Is it raining?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"moso mʉchʉ, mico tosvo.","It just rained, and now it's stopped.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mais'a moso co mʉchʉ, mo noe'ʉcʉ 'e ceonʉ.",It seems to have rained and the road is wet.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mio mʉchʉ? mainci aocono noe'ʉcʉ si feangoso?,Is it raining? Why are you all wet?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mo mʉchʉ si yafana, mo'o ta'payo'ʉ maafo to oyofnga.","It's raining outside, so I didn't bring an umbrella.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko ʉm'ʉmnʉ?,Are you all right?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no poepe, anga ta'poepza co congo co fngoo'o.",The wind is blowing so hard that my head hurts.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no cong'e hie, anga hioza co moyomo co fngoo'o.","The sun is so big, it makes me dizzy.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o ta'payo'ʉ maafo to 'oyomza tmopsʉ.,I forgot to bring my pen.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te'o yoevahneni soo.,I can lend you.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o ta'payo'ʉ mahafo to hoso.,I forgot to bring my chopsticks.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a mi'os'a h'onano maafo, teto no mhino.","I don't have one either, let's go buy one.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teton'a mhia 'oyomza tmopsʉ. zoo?,"Let's go buy a pen, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, te'o maezo mhia smaofsoso.","Well, I still have to buy erasers.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
teton'a mhia otaseona. zoo?,"Let's go get breakfast, okay?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"o'ate, mo'oco bonʉ ne emoo.","No, I've already eaten at home.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o ta'payo'a taneana 'o cʉyʉ'o.,I forgot to steam my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
aopcieva yaa ho taneana!,Take it to the heat!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mi'o ta'payo'ʉ maafo no cʉyʉ.,I forgot to bring my lunchbox.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teto eno opoepohʉ ta cʉyʉ'o!,Then let's eat my lunch box together!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma na tako ana ho cohzona?,What are you having for lunch?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o bonʉ to 'oanʉ ne 'oyonatmopsʉ.,I want a nutritious school lunch.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mi'o maafo to cʉyʉ maitan'e, tato opoepohʉ ho cohzona.","I've brought a lunchbox today, let's eat together at noon!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
teto eno peispak'i to lankio. zoo?,"Let's go play basketball, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te ʉmnʉ, teto co e'ohʉ.",Okay! Let's go.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"teto eno eobako to yakio, zoo?","Let's go play baseball, shall we?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'ate, te'o tmposʉ.","No, I want to study.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tekon'a yaa si si'ngi ho faeni a'o.,Please help me with the broom.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, 'e si'ngi eni te'o faeni soo.","Okay, here's a broomstick for you.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yaeni ta yʉteʉ a'o. zoo?,Can you help me with the cloth?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mi'on'a tosi'ngi, poa yaeni ta voyo.","I'm sweeping the floor, you ask voyu to help you.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
iko co aepʉnga tosi'nga?,Are you done sweeping?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o co aepʉnga tosi'nga.,I swept it.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mainci miko o'te tosi'ngi?,Why don't you clean up?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
os'o co aepʉnga tosi'nga.,I've finished cleaning up.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"na'no ca'i si la p'ep'ecihi, naho no pahisin'a.","The floor is dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo,te'o mayo to yʉteʉ.","Okay, I'll get the cloth.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no ca'i ta pethʉ'ta, pahisin'a.","That window is very dirty, go clean it.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"'otemoco, 'amco os'os'a aepʉnga tosi'nga eni.","Wait a minute, I'm not done sweeping here yet.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma na tako co hioa?,What are you doing later?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o i'ima 'o lema'cohio.,I'm going to see my teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma na tako hioa ho tac'o tosvo tmopsʉ?,What do you do after school?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o fiho to nanghia'o ho pasonaeno.,I'm going to sing with my friends.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coma na tasi hioa ho tac'o tosvo tmopsʉ?,What's he doing after school?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tena yoohngozo.,He's going swimming.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
toocosi na'a mio yonta emoo 'o yangoi?,Is yangui at home?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mio yonta emoo, naho yʉmeʉmʉ.","She's at home, please come in.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
toocosin'a mio yonta emoo 'o sayongo?,Is sayungu at home?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'amos'a yontan'e, coma na teko hioa?","She's not here, what can I do for you?",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo sias'a?,Who is it?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ak'i, 'a paicʉ a'o, paavin'a si phingi.","Grandpa, I'm paic_289, please open the door.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoos'a sia?,Who is it?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"apo'o, 'a paicʉ a'o, te'o i'eima soo ho peispak'i.","apu'u, I'm pacic_289 and I've come to play with you.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
noana'o co o'te yopa baito.,Long time no see.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo eno! os'o na'na taloa na soo, aopcio ohtan'e teto ya'ei.","Yeah! I miss you so much. Come on, let's chat!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
yosohngon'a. mimo ta 'ocea.,Please sit down and have some tea.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'aveoveoyʉ.,Thank you.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mimo ta 'ocea.,Please have some tea.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'oaa! na'no mafe 'e 'oceamo.,(Exclamation) Your tea is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
teton'a bonʉ ta soikoo.,Let's eat fruit!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo! na'no mimafe 'e soikoo tan'e.,Yes! These fruits look great.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio mafe 'e soikoo?,How is the fruit?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mio, mo a' ʉmtʉ na'no mafe.","Yes, it's really delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mico toecoyo to oyofna 'o ino, naho co aopcio ohtan'e ho bonʉ!","Mom has cooked dinner, come and eat!",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"zoo, te'o yoemoco n'a.","Okay, I'll go wash my hands.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ooyoseʉ'sio, zoo eno mocmo na soo.","Try to eat and drink as much as possible, you're not an outsider.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mico ango man'i 'o os'o ana, co oengozo.","I ate a lot, I'm full.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"naho ovaho, 'ote koe'i.","Eat more, don't be polite.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, a'ʉmtʉ na'no mafe.","Well, it's delicious.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te'oco mongoi, ta'o la i'vaho ohtan'e ho aiti soo.","I'm leaving, I'll see you next time.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, hovahi'sio.","Okay, goodbye.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mico ango yofna, te'o co maine'e.","It's late, I'm going home.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tako la i'vaho ohtan'e.,Come again next time!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
bomemealʉ coeconʉ.,Walk slowly and carefully.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, ohne emoo'o hociko la meemelʉ.","Okay, come to my house sometime.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"acʉhʉ ʉmnʉ, maitan'e te hafa ta lema'cohio ho ohto yoo ho tohtoocosʉ to mamameoi.","Hello everyone, today I'm taking you to the tribe to interview the elders.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"na'no ʉmnʉ, teto ohto mamameoi ho boa coo.",Okay! We're going to speak Chowder with the seniors.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teto co mon'i sʉc'ʉhʉ?,Are we almost there?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tenac'o sʉc'ʉhʉ.,Almost there.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ak'i, mimza ohtan'e ho aiti soo.","Grandpa, we've come to see you.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'oaa! ma mimo meelʉ boa coo! a'ʉmtʉ na'no ʉmnʉ!,Wow! You speak the Tsou language! That's great!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"acʉhʉ ʉmnʉ, maitan'e te hafa ta lema'cohio ho ohto toton'o ho yaahioa.","Hello everyone, today I will take you to work in the millet field.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"acʉhʉ ohtan'e ho bitoyange, talʉa hafa 'o te tititha.","Come and line up, remember to bring your tools.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, lema'cohio, imza co acʉha hafa 'ete tititha.","Yes, sir, we've got our tools.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mitoco sʉc'ʉhʉ?,Are we there yet?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'a moco,mon'a covhi.","Not yet, it's still far away.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tekon'a cohmo to chomo.,You go watering.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo,te'o cohmo to chomo.","Okay, I'll water it.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
tekon'a yaa 'o etaptakʉ.,You go get the bird catcher.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, te'o etaptaka 'o zomʉ.","Okay, I'll go and catch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"acʉhʉ ʉmnʉ, teto ohto emoo no mayoyoansoo maitan'e.","Hello everyone, we are going to the zoo today.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"na'no ʉmnʉ, teto maineno hote ohne'e?",Awesome! How are we going to get there?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'a teto yonto vaso.,Let's take the bus.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"acʉhʉ bitoyange, teto ayocʉ mhia kipo.","Everyone line up, we are ready to buy tickets.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"zoo mazozomʉ sica, zoo mafkofkoi ta'e. acʉhʉ iachi bobaito.",There are birds in the front and snakes in the back.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"lema'cohio, la'o smoyo to fkoi.",I'm afraid of snakes.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'opena, naho eno baito to zomo.","It doesn't matter, then you go and watch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tato yo'eteoyono to cono masconi.,We'll be back in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo, 'aveoveoyʉ lema'cohio.","Yes, thank you.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
zoo coma na iko aiti maitan'e?,What did you see today?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo man'i 'o os'o aiti ci fkoi. ho ma'i 'o zomʉ.,I saw a lot of snakes and a lot of birds.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"aopcio, teto co e'ohʉ.","Hurry up, we have to go.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"totea na'a a'o, mo ngoseo co t'ango'o.","Wait for me, my feet are tired.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"teo na'a nʉthʉ ho yoohngozo,zoo?",Shall we go swimming together?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoo! co e'ohʉ.,Yes! Let's go!,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
na'no botngonʉ 'emo yontan'e ho yoohngozo.,There are a lot of people swimming here.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no fozo ta chomo ta'e, tetoc'o yontan'e ho yoohngozo.","The water is deep there, so we just swim here.",Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko boacoma ho ohtan'e?,How did you get here?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o coecono ho ohtan'e.,I came on foot.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko yono coma ho ohtan'e?,What kind of car did you take?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mi'o yonto vaso ho ohtan'e.,I came by bus.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miko boacoma ho ohne kiokai?,How do you go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mo 'oten to koyai 'o amo ho hafa a'o.,Dad drove me with him.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lata boacoma ho toatmopsʉ?,How does he usually go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la nooyo to cieyʉn ho toatmopsx.,He took the subway to school.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
la boacoma hola mhia chae 'o ba'iso?,How does your grandmother go to the grocery store?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
la yonto 'ootoovai ho mhia chae.,She went to the grocery store on a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teko boacoma ho ohne lanyi?,How are you going to get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'o yonto 'apango ho ohne lanyi.,I want to take a boat to Lanyu.,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mita boacoma ho ohne lanyi?,How did he get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
